content,rating,type,status,sequence_num,tokenization,publishedDate,origin
洗手間清潔度尚可，唯獨空間稍嫌擁擠，其他均可。,3,1,0,4047,,2019/05/07,0
清新的空氣，營區鄰近河流，景色宜人。,3,1,0,4048,,2019/05/07,0
"浴室設施完善、電源插座齊全，停車位充足！但若夏天來訪，由於位處山上，可能較為炎熱、陽光較強。整體營地略顯擁擠，卻仍舒適；停車方式則要注意，可能因而縮小孩童玩球、飛盤的活動空間(但仍有空間)。營地清潔整潔，浴室、廁所都維護得當。水池部分，建議家長仍應陪同孩童同遊(水池水深淺，無危險性，仍須注意滑倒等意外)。營地主人親切好聊。若真要說缺點，大概就是路途稍嫌不明顯。
」。",3,1,0,4069,,2019/05/07,0
對住在台北市區的人來說，營地確實偏遠，但風景宜人，氣氛也真的不錯，營主將營地設計成階梯狀，分為四層，我們這次就住在最底層(靠近衛浴)，原本可以容納8頂帳篷，但因為大家都帶大型帳篷，再加上客廳帳，最後只搭了6頂。營地還有販賣部，可以買到飲料等必需品，設施還包括瞭望台、兒童戲水池、射箭區，對小朋友來說，絕對是消磨時光的好去處！。,3,1,0,4071,,2019/05/07,0
位於石門水庫附近的這座營地，交通便利，鄰近台3線，路途雖有彎曲狹窄之處，可能會讓部分乘客產生暈車症狀，停車位面積較小，若晚到欲卸裝備，較為不便，但營地提供推車協助。營地空間為梯田式設計，兒童活動空間有限，設有小水池及沙坑，帳篷與帳篷間距離較近。景觀上，則可欣賞到石門水庫之美，附近亦有新溪口吊橋及角板山形象商圈，湖光山色秀麗。衛浴設備方面，營地共有4間浴室、4間廁所及2座尿斗，雖然數量不多，但未曾出現排隊情形。清潔程度尚可，但未提供衛生紙。業者及工作人員態度親切，是一處值得再訪的營地。,3,1,0,4076,,2018/05/07,0
設施年久失修，缺乏維護，有淪為廢墟之勢(游泳池、沙坑、射箭場。..)，道路也損壞不堪，業主對誰負責也感到茫然。,3,1,0,4092,,2023/05/14,0
衛生設施待加強，對於環境要求不高的地方，這裡還可以；傍晚時分會有少數蚊子出沒。,3,1,0,4094,,2023/04/05,0
驚奇，去年參加過他們的活動，營地設施真的很棒。,3,1,0,4111,,2021/03/20,0
行動訊號微弱(中華電信)，營區內雖有WIFI，但洗澡時卻常無熱水，且須等待30分鐘以上。 ~~~~~~ 。,3,1,0,4193,,2024/04/07,0
浴室陳舊，缺乏景觀；黑螞蝗蟲猖獗，樹下雨棚區PC低，1300感覺不夠。,3,1,0,4225,,2023/05/07,0
開車來，極度上坡直接迴車，極度下坡，開車實在不好開，到了極致。在A區前的草地，雖小卻也很乾淨，小朋友在此玩得不亦樂乎。乾淨的廁所，洗手台的水是溫的，舒服，是冬天裡的好兆頭。由於地理位置處於山谷，沒有風，正好，晚上冷但風不大。有條溪水，但我們在A區，所以要走一段路才行，不過釣魚的感覺還真不錯。要請營主幫忙的是，要注意我十一點就睡，鄰居隔壁卻到三點還在聊，實在睡不著。,3,1,0,4235,,2023/05/07,0
老闆用心經營，設備一應俱全，各平台活動空間寬敞，設有廁所的平台，方便露營者使用，廁所旁洗手台並備有熱水，在寒冬中格外貼心。營地位處山谷，相對涼爽，晨光照射較晚，可容許晚起，惟須注意防蚊。Google導航可能會誤導，可留意營主的Google指引說明。,3,1,0,4306,,2020/05/07,0
營地空間有限，進出道路狹窄；道路終點臨溪，夜晚溪水聲大，不建議紮營靠近溪邊；各區洗手台設計不良；廁所淋浴間空間充足，卻常有熱水供應不足的問題。,3,1,0,4307,,2020/05/07,0
增設淋浴熱水器，可能是因為廁所空間有限，每30分鐘熱水器供應熱水一次，不足以因應連續使用的需求。可以考慮安裝儲水式熱水器，或增設獨立的熱水器，以確保穩定的熱水供應。,3,1,0,4338,,2022/09/19,0
洗手檯及廁所數量太少，C、D、E共用廁所實在太少，而熱水器轉到最熱只有溫水，並非我們露營者的問題，鎖住我們的廁所實在不合理，而營地跳電是否因為電力申請的電量不足，以致有人使用暖氣等高耗電產品就跳電，是否能在公約中訂定不要使用高耗電產品？又D區設置三個水龍頭，兩個在後方，一個在廁所前方，我們為了使用熱水洗手檯而必須與其他區域居民搶用，造成我們相當不便，因為其他區域居民也來使用，實在很不方便，連上完廁所要洗手都還得用自己帶來的茶水洗。,3,1,0,4355,,2022/01/03,0
對露營愛好者而言，互道早安，互道晚安，總是很愉快的。它為營地帶來一種凝聚力，讓大家感到如同一個大團體的一份子。,3,1,0,4373,,2021/03/20,0
該地排水不良，雨季時最好避開，第一次到訪草地秀麗，第二次卻草枯土溼，大雨沖刷，泥濘不堪，經驗很糟。,3,1,0,4385,,2020/10/13,0
1.特1區房間清潔度佳，惟1樓客廳，2樓旅客得穿梭經過，略顯怪異。2.特1區廚房設在廁所旁，常有異味瀰漫。3.其他部分尚可。,3,1,0,4429,,2023/05/08,0
老闆你話說得真好，這營地雖小，五葉松卻是寶，夏天蚊子多是事實，不過清澈的游泳池還是吸引不少人。管理上或許還有改善空間，比如嚴格執行入夜後不得進出的規定，晚上還是聽到敲打營釘、墊床的聲音。可惜遇到一些沒有公德心的露營客，對營地形象確實有影響，希望營地管理單位能正視這些問題，給遊客一個更舒適的環境。,3,1,0,4439,,2023/05/08,0
營地遼闊寬敞，旁邊還有一座湖泊可眺望，洗澡淋浴間沒有時間限制，營地內有多種露營模式可選，如有雨篷區、松樹下區、以及竹林碎石區，缺點是洗澡淋浴間數量稍少，冰箱也相對稀少。,3,1,0,4465,,2022/05/08,0
"我知道，對不對？
我是說，我知道你意思。
我們一定快點把這些討厭的生物打發走。
你吃過那家新開的海鮮餐廳沒？
聽說很好吃。",3,1,0,4475,,2022/05/08,0
寒流來襲，區內營地擠滿帳棚(疑超載)，未見民眾攜家用電暖器，營主反應迅速，惟半夜跳電數次，直至天亮方恢復。浴室提供男女各兩間、男女各一間蹲式廁所，吹風機僅設於女生側，冰箱則位處浴室旁。河堤步道通往石秀灣，僅在浴室旁方可抵達。,3,1,0,4476,,2021/05/08,0
根據你的描述，不建議選區B，原因在於浴室數量太少，各區應再少一間，且有蚊子及跳電的問題，加上五葉松林雖美，但也帶來一些困擾。,3,1,0,4488,,2021/05/08,0
現在八月，蚊子大軍來襲，毫不手軟，人平均二十幾個咬，最後只好採取逃之夭夭的收尾方式，建議攜帶頂級的強效防蚊液，不然就和我們一樣，蚊子來襲，噴也噴不走。,3,1,0,4498,,2021/05/08,0
請您再說一次，我這耳朵沒聽清。您說什麼？,3,1,0,4531,,2019/05/08,0
蚊子眾多，營主正巧修理水管，卻未留意到防水膠的排水問題，洗澡時水管膠惡臭四溢，又因攜帶年幼孩童，深恐他們會誤飲含有水管膠的水，向營主反應卻只得到抱歉之意，未思忖是否會有人誤食毒物。台灣民眾的環境教育，仍有很大的進步空間，此在國外恐已觸法。,3,1,0,4542,,2019/05/08,0
景色宜人，老闆亦如是，唯獨小黑蚊略顯擾人。,3,1,0,4549,,2019/05/08,0
馬桶是流動廁所，蚊子在裡面亂飛，真是一大問題。,3,1,0,4564,,2018/05/08,0
營地設施完善，免費提供地面防水地板，水槽水量充沛，電力也方便，廁所浴室清潔，草地寬廣，只是鄰近竹林裡的小黑蚊較多，叮人較兇。,3,1,0,4566,,2018/05/08,0
夏日蟲蟲叮人，真教人煩惱，短褲恐非最佳選擇，免得被蚊蟲叮咬。,3,1,0,4651,,2024/03/07,0
這次露營遇到的是老闆娘，態度很好，因為我們週日去，所以老闆娘也讓我們自由選擇營位，值得多給一星。可惜1。蚊子超多，一不小心就飛進帳篷，出去整個都是蚊子2。螞蟻超多，感覺螞蟻把蟻窩搬到帳篷裡，一整個帳篷都是螞蟻3。會飛的蟑螂和許多昆蟲在帳篷外徘徊4。營地設備缺乏維護，發霉生鏽，很可惜，不然應該很美5。營地燈很少，晚上有點昏暗。優點是營地其實很美(若不看發霉的部分)，有湖岸和溪流，晚上可以聽溪水聲入睡，心情還蠻愉悅的。,3,1,0,4676,,2023/05/07,0
原本以為離台北近，圖佳又有雨棚，應該會很放鬆，結果下雨，雨棚內積水，加上從帳篷走到廁所，一路都是水坑和泥巴，腳總是髒兮兮，那是一次相當痛苦的露營經驗；遇到蚊蟲也很多，不過在野外，這也說不太出來。建議營地設施要整修，排水也要做好一點，若是好好整理，我覺得這會是個很棒的營地！。,3,1,0,4697,,2021/05/07,0
蚊子太多，洗澡時熱水不穩，女廁馬桶常淹水，問題不少。,3,1,0,4708,,2021/05/07,0
水舞園，著名景點，以水舞表演著稱，位於南投縣魚池鄉。,3,1,0,4718,,2021/05/07,0
優：熱水來源穩定、廁所清潔度高。缺：業主少有親和力，亦不常巡視場域；如有訪客，則另收費用；夜間幾無路燈照明，部分路段則有坑洞，危險性高。,3,1,0,4724,,2020/05/07,0
對清水地質公園來說，交通或許稍有不便，但絕對值得一遊，園區內奇特的岩石地形，適合各年齡層遊客，可以健行、欣賞海景，還能到附近的清水老街大啖在地美食。,3,1,0,4771,,2019/05/07,0
我想，住在離市區近，對有些人來說，或許是個優點，但對我而言，我比較喜歡住在安靜一點、交通流量少一點的地方，我覺得那讓我更能專心從事我喜歡的戶外活動，如登山、單車等。當然，那也取決於個人對生活品質的定義不同。,3,1,0,4775,,2019/05/07,0
對於營地未符合預期，你感到失望，我建議你可以向營地管理單位反映他們的設施維護問題，或許他們會加以改善，更新網站上的照片，以反映營地的現況。這也有助於其他旅客做出更明智的決定。,3,1,0,4777,,2019/05/07,0
露營最重要的事，首推心情；其次則是夥伴現場空間OK，老闆熱情帶路，夜晚蟲鳴鳥叫，偶有螢火蟲點綴，幽靜偏僻的近城露營區，就值得了；即使網路上流傳的園區內相關景點已略顯年華老去的痕跡(湖上鋼琴可供彈奏)。,3,1,0,4780,,2019/05/07,0
位於台北近郊的營地，營位鋪設碎石，溪邊雨棚區則可避雨，淋浴間設施則可將水分均勻地分流，兩帳共用一組，鄰近溪水則可下水玩水，惟應將汙水集中處理後再行放流至溪中。,3,1,0,4792,,2018/05/07,0
環境乾淨，廁所也ok，只是晚上有點暗，路燈要多弄幾盞會好一點，宿舍距離營本部稍遠，沒飲水機，要走一段路，真的很不方便。,3,1,0,4797,,2018/05/07,0
好的，我了解了。園區的景觀，你覺得還好，但沒有特別突出的特色，是不是這樣？,3,1,0,4798,,2018/05/07,0
適合全家大小露營地~有山有水，適合全家大小互動，可烤肉玩水爬山。,3,1,0,4801,,2018/05/07,0
認同，樹下營火，蚊蟲較多，還好有防蚊蟲液，還好。您去過那裡幾次了？,3,1,0,4808,,2018/05/07,0
關於普普營地設施維護更新的問題，相關單位應該是林務局你可能要向他們查詢，更具體的話，則可以詢問他們所屬的國家森林遊樂區管理處。您可以透過電話、電子郵件，或親自前往他們的辦公室來與他們聯繫，以獲得有關設施維護與更新的具體資訊。作為民眾，我們應該尊重自然環境，維護營地的設施，以確保它們能為未來使用者提供服務。,3,1,0,4824,,2017/05/07,0
美觀與價格常是相斥的，你覺得該怎麼平衡？,3,1,0,4828,,2017/05/07,0
的確，自然與休閒間的平衡，似乎是持續演進的過程。,3,1,0,4831,,2017/05/07,0
真，但體驗，想必值得，下次或許再去好好看看。您去過園區內的哪些景點呢?,3,1,0,4834,,2015/05/07,0
環境設施雖有老舊，略顯可惜，若能加強湖畔景觀，定能更臻完美。黑蚊肆虐，或與附近果園有關。,3,1,0,5028,,2017/12/03,0
真可惜，沒能如願舉行野餐，下雨總是掃興，你打電話去詢問主辦單位，是否能退費或延期，我想他們應該會理解你們的處境，下次或許可以考慮備好雨具，或是選擇其他場地，以防萬一。花了一千塊錢，的確是筆不小的開銷，下次在選擇活動地點和備料時，要多加考量天氣因素，希望下次的野餐能順利圓滿舉行喔！,3,1,0,5087,,2017/05/29,0
可能雨勢有點大，沒能好好欣賞風景，但還是能欣喜地期待著，那道味道甜甜的紅豆冰，好好地慰勞一下自己，下次再找機會去好好享受那裡的美景吧。,3,1,0,5088,,2017/05/28,0
浴室的優點，還可以再加以改善，例如增設更舒適的馬桶、淋浴設備等。,3,1,0,5095,,2017/05/14,0
在台北，交通確實四通八達，市內有密密麻麻的公車路線、捷運網，還有眾多的計程車及YouBike站，方便民眾往來各地。,3,1,0,5137,,2017/02/28,0
浴室數量顯然不敷所需，該檢討現行的配置，以求舒適度。,3,1,0,5168,,2016/12/03,0
廁所與淋浴間都五星級，淋浴間更是乾濕分離超讚！營地全區都是雨棚，周邊景點選擇卻有點少！營地可能位在山谷中，四面八方吹來的風實在讓人受不了！營地周邊也還蠻雜亂的，你知道的，附近有一條庫志溪，可以去抓魚、抓蝦喔！。,3,1,0,5241,,2021/05/07,0
氣候宜人，地主夫婦和氣，是度過愉快時光的好兆頭。,3,1,0,5249,,2021/05/07,0
野營、山嵐、溪水，聽起來是個好玩的行程，你去過哪些地方有這樣的景致呢?,3,1,0,5282,,2019/05/07,0
雨棚搭棚，水泥地面，地上留有四個金屬孔蓋，鄰近有溪水流經，營地規模不大，未規劃客廳帳篷空間。,3,1,0,5298,,2019/05/07,0
整潔明瞭，營位略嫌水龍頭位置不佳，影響他人動線。,3,1,0,5391,,2018/09/25,0
"11/18在竹雞區，我給4星，還算可以的草地和OK的釘子是加分項。然而有幾項需改進之處：1. 沒處理斜坡破管，導致廢水直接流到草地，造成帳篷區積水。2. 9帳共用2衛浴，雖乾淨但其中一間熱水器週六晚上故障，沒人處理也沒警告標示，冷天洗冷水澡很糟。3. 廚餘桶擺放不當，沒考慮營地有貓狗，果然半夜被翻倒。4. 營位寬5米，大帳進出略有壓迫感，視野僅老鷹區略佳，其他區視野受阻，竹雞區更是完全看不到風景，整體而言不如鄰近烏石坑的獨立區或C區。
我的回應是：在竹雞區住宿，我給4星，還算可以的，草地和釘子是加分項。不過還是有一些需要改進的地方：1. 那破的斜坡排水管沒處理好，水直接流到草地，造成帳篷區積水。2. 9個帳篷共用2個衛浴，雖然乾淨，但其中一個熱水器在週六晚上故障，沒人來處理也沒警告標示，冷天洗冷水澡很糟。3. 廚餘桶擺放位置不佳，沒考慮營地有貓狗，果然半夜被翻倒。4. 營位寬5米，大帳進出有壓迫感，視野只有老鷹區略佳，其他區視野受阻，竹雞區更是完全看不到風景，整體而言不如鄰近烏石坑的獨立區或C區。",3,1,0,5413,,2023/12/08,0
環境絕佳，唯浴室明顯不足，駕車行經蜿蜒狹窄的山路，低底盤車輛須謹慎通行。,3,1,0,5482,,2020/05/08,0
聽說過路段，你指的應該是台3線吧！對很多駕駛人來說，那段路確實是個挑戰，尤其是下雨天，但風景我絕對不爭，你從海邊一路往北開，沿途海岸線、山景，真的是美不勝收。,3,1,0,5483,,2020/05/08,0
感謝您的寶貴意見，我會將您的建議轉達給相關單位，以改善營區的設施與管理，確保遊客擁有舒適的住宿體驗。關於入口道路狹窄的問題，我會與相關單位協調，研究拓寬或改道的可行性，以利夜間疏散遊客。再次感謝您的關注與支持，希望您在未來能再光臨我們的營區。如有其他需要或建議，歡迎隨時與我聯絡。謝謝！,3,1,0,5715,,2017/10/23,0
前往營地的路開車很方便，營地內設有兒童設施、冰箱、飲水機等，並有寬敞的草地空間，環境相當舒適，營主也很親切。然而，1.洗澡時間有限(晚上12:30前)，白天無熱水。2.裝備須在狹窄的柏油路下取用，壓力較大，且下裝備時易阻礙後方車輛。3.適合騎車空間僅有寬窄的柏油路。4.收營時間較硬，缺乏彈性。5.海拔低，可觀星，光害則來自門口路燈。6.A區第3帳後至衛生清潔區距離雖不遠，但步行略為疲累。整體而言，仍會列入未來露營選項，但裝備取用地點確實是個缺點，希望營主能思索改善之道。,3,1,0,5795,,2023/12/08,0
"優點：冰箱及冷凍充足，草地空間足供孩子打棒球，籃球場運動，還有腳踏車、沙坑和水玩區及飲水機，稱許營主一家維持環境整潔，清運垃圾及分類，雖然廁所、浴室數量少，但定時巡視維護環境，還有工作人員開罐頭車檢查營地，注意孩子安全，廁所門上的置物架，感受到用心經營。待改善硬體：女廁浴室的冷水流量小，如筷子細，是否要放水桶好幾個小時？水溫不穩定過熱，僅有5個淋浴間，回應營主是太多人用水？洗澡很痛苦，考慮加裝泵浦。 最後要選對季節來，今天風大，幸運沒遇到小黑蚊，小黑蚊體型輕，怕風。
益處：冰箱及冷凍充足，草地空間足以供孩子打棒球，籃球場運動，另有腳踏車、沙坑和水玩區及飲水機，稱許營主一家維持環境整潔，清運垃圾及分類，雖然廁所、浴室數量少，但定時巡視維護環境，還有工作人員開罐頭車檢查營地，注意孩子安全，廁所門上的置物架，感受到用心經營。待改善硬體：女廁浴室的冷水流量小，如筷子細，是否要放水桶好幾個小時？水溫不穩定過熱，僅有5個淋浴間，回應營主是太多人用水？洗澡很痛苦，考慮加裝泵浦。 最後要選對季節來，今天風大，幸運沒遇到小黑蚊，小黑蚊體型輕，怕風。",3,1,0,5818,,2023/05/08,0
優點：營地海拔不高、開車路況良好、兒童設施豐富、草地適合兒童玩樂。缺點：蚊子眾多，施打防蚊液後仍會被叮，全天都有，晚上更有大型斑蚊，叮後疼痛，下次可能選擇冬天較為合適。,3,1,0,5824,,2022/05/08,0
個人認為，這是一個很適合習慣熙攘、大鍋炒、白天不怕吵鬧的人的營地，鄰帳距離近，晚上10點靜音或無聲有嚴格要求。營位狹窄，帳篷與天幕的擺放方向還會被管理員叮囑一番，地面上沒有明顯的標示區域，營釘放置的位置稍有偏移也會被糾正。廁所與浴室在週末時顯然無法應付五、六十座帳篷的人潮，熱水只提供晚上6點到12點，尖峰時段總是大排長龍，水壓也不穩定，冰箱冷凍冷藏裝滿到溢出，食物被擠壓得七零八落，也常有遺失無蹤的情形。營位旁的插座電壓相當不穩定，可能與使用人數過多有關，夏天時可能較容易發生跳電問題。夜衝者建議在晚上10點前抵達，因為晚上10點後營地會直接上鎖。營地清潔與維護得很乾淨，大概不是我和朋友們喜歡的營地型態。來此營地前，建議先看看營地須知及規定，以免不小心違規而被念。,3,1,0,5851,,2021/05/08,0
為提供友善露營的電力穩定度，須從電力基礎設施、發電設備、管理制度等多管齊下。,3,1,0,5852,,2021/05/08,0
區A和CD區不同，區A的車停車場要停遠一點，在帳棚前面比較好看，但和區CD一樣共用廁所及浴室。如果帳棚放滿，洗澡可能要等很長時間，洗澡時上方會冷，廁所很乾淨，有拉門，也有準備衛生紙。如果在區CD比較靠近尾巴的位置，要注意除了走一段路到廁所以外，12月還是有一點點蒼蠅，還有很難避免的螞蟻，嚴重時甚至會侵襲帳棚和愛車；建議選擇較前方的營位，不過營主分配位置不太會有帳篷相連天際線的問題，小孩子應該會喜歡，有沙坑、籃球場、腳踏車、鞦韆，適合有小孩的家庭前往，還有冰箱和飲水機，建議食物飲品都準備好再去，開車下山10幾分鐘到20分鐘左右才有711。,3,1,0,5857,,2021/05/08,0
孩童戲水後，缺乏24小時熱水沖洗，相當不便。,3,1,0,5911,,2023/12/28,0
我知道你覺得，瑪麗亞。但老闆這樣緊迫盯人，是他管理事業的方式，他不想妥協。你得學著適應。,3,1,0,5921,,2022/05/16,0
"與鄰居晨間六點割草產生的噪音問題，確實是個棘手的狀況，身為經理，負有維護營區和諧的責任，我會先嘗試與鄰近的鄰居溝通，表達我的關切，說明他們的作業時間對其他營客的影響。
如果溝通無效，我可能會考慮在營區規則中，加入關於噪音管制和作業時間的規定，大家共同遵守。我也會和營客保持透明，讓他們知道可能會有噪音和作業時間的問題，並讓他們自行決定是否願意承擔這些潛在的干擾。
最後，如果問題持續存在，我可能會建議營區管理層，考慮對違反噪音規定的鄰居採取行動，例如罰款或要求他們改善他們的作業方式。維護一個和諧的營區環境，對所有人都重要，我會盡我所能，確保所有人都能享有舒適的住宿體驗。",3,1,0,5933,,2020/11/30,0
主動聯繫不足！連日大雨，在出發當天一大早，就應該更主動地聯繫營主，確認是否有退訂露營者的動作。直到晚上七點半才回覆沒問題，但大家早就出發了。小黑蚊數量驚人，到我懷疑不已。草地積水嚴重，儘管有提供草地墊，卻仍泥濘不堪！整場設施，只有浴室算是不錯的，排水速度若能加快會更好！。,3,1,0,5956,,2019/06/10,0
草地長了，但還是得修剪才好。A區如果三層朋友同時到來，搭帳篷會是場災難，營位狹小，搭完客廳帳，幾乎沒有空間活動。車子無法會車，即使收好也無法離開，停車位離營位有一段距離，沒有推車可用，全靠人力接駁，這一點很容易造成家庭失和。可能春夏交際，加上旁邊有果園，蚊蟲非常多。浴室廁所還算乾淨整潔。垃圾桶只有入口處才有(但這還好)，只是帳篷數量多，就會裝不下。下大雨，草地排水有問題，會積水。,3,1,0,6006,,2024/05/05,0
你在11月18日至19日於某地露營，環境還不錯，卻遇到熱水器問題，在洗澡時常常洗到一半變成冷水，差點感冒，打了三、四通電話給營地工作人員，卻都無人接聽。,3,1,0,6014,,2023/12/08,0
對，我也聽過，聽說是節省空間、方便搬運的好東西，你用過嗎?,3,1,0,6015,,2023/11/08,0
廁所安排不錯，惟有營本部設有冰箱，對於在C區的我們來說，到B區的大草地較不方便，草地雖適合小孩遊玩戲水，卻也因無冰箱而造成不便。A區營位較為狹長，若搭大帳篷可能略顯擁擠，且草地不平整，有處坑洞，須注意搭帳篷位置。洗手台數量不足，網站上載明為3座，卻被安排4帳篷共用同一區。當地此季有螢火蟲，但亦有許多小黑蚊、螞蟻蜘蛛(體型不小)，白天有蒼蠅，最令人惡惡的是還有大蟑螂，生態相當豐富。,3,1,0,6022,,2023/05/08,0
香港返來的大哥，親切熱情，卻因住宿環境噪音問題，晚上10時後，鄰桌喧嘩不斷，經勸阻無效；同宿者玩牌聲大、飲酒群唱歌放音樂、言語喧鬧，直至凌晨12時餘，方漸次平靜，才得以入眠。,3,1,0,6033,,2023/05/08,0
"您好！很高興聽到您對我們營地的環境與設施感到滿意。對於您所遭遇的不愉快經驗，我們深感抱歉。營主的朋友們應遵守營地的規則，不應該對客人施加壓力或侵犯他們的私人空間。我們會再次向營主及員工強調這一點，並採取必要措施，確保類似情況不再發生。

我們很珍惜每一位客人的光臨，也重視您們的回饋。如果您願意，我們希望您能給我們一個機會，證明我們值得您再次光臨。若有任何其他疑慮或需要協助之處，請不吝與我們聯繫。謝謝您對本營地的評價，希望您能給我們一個改善的機會。

祝您與家人朋友都安好，如有其他需求，歡迎隨時與我們聯絡。",3,1,0,6055,,2022/05/08,0
兩點多到達，營主方才正準備起搭租來的帳篷，直到黃昏才搭好，最糟糕的，是半夜氣墊床漸漸消氣，還不只一個@@，第一天廁所味道還蠻重的，小孩不斷喊好臭，隔天早上清洗乾淨就好多了。建議廁所外的洗手台，設置肥皂，可別小覷在疫情期間的重要性喔！。,3,1,0,6066,,2022/05/08,0
眾所周知，週末人潮眾多，建議提早規劃，以免擁擠；專屬停車位，的確能省下不少麻煩；廁所外觀潔淨，但維護工作顯然還有待加強；附近的長興國小，是帶小孩玩耍的好去處。,3,1,0,6096,,2021/05/08,0
公共廁所雖說還算乾淨，不過，蚊子確實還是滿多的。,3,1,0,6120,,2020/05/08,0
我同意你的說法，我去年曾在那裡露營過，的確如你所言，營地設施有點老舊，帳篷間距也稍嫌擁擠，不過風景真的很美，還是值得一去的。,3,1,0,6128,,2019/05/08,0
環境宜人，卻被帳位眾多而顯得擁擠，廁所數量亦顯不足，鄰近D區的排水溝更瀰漫著惡臭。清晨狗群在營位間嬉鬧，不慎留下排泄物於帳篷邊，心情為之煩悶。,3,1,0,6132,,2019/05/08,0
玩沙池、水塘，孩子們總是興味盎然，記得小時候，也愛去這樣的處所玩水、捉蟹。,3,1,0,6156,,2018/05/08,0
營地綠地保養得真好，不過宿舍費確實略高，聽說要漲價了。,3,1,0,6157,,2018/05/08,0
"優點：廁所乾淨、服務人員態度佳，缺點：帳篷間距近、地面不平整，驚訝租到帳篷時，才被告知要加收搭帳費，且無法選擇搭帳種類，對此感受不佳，且原因在網站上無法說明。》
這個回應是根據所提供的對話上下文，以繁體中文重新表述。",3,1,0,6180,,2023/02/13,0
營區人潮眾多，垃圾處理宜加強。,3,1,0,6228,,2019/03/02,0
營地面積狹小，帳篷眾多，噪音擾人，夜間及白天不知是營地內的狗或鄰家犬吠聲，實在煞風景，不論白天或夜晚，都無法逃脫狗叫聲、小孩尖叫、露營客談話聲，管理員卻從未出面處理，蚊蟲亦特別多。.....。,3,1,0,6281,,2018/04/06,0
根據你的描述，老闆的性格可歸納為熱心但話不多，且可能在約會後沒有主動聯繫的傾向。,3,1,0,6337,,2024/04/08,0
湖邊景色宜人，坐著聊天，感覺真好，這兩個位子，確實是個好所在,3,1,0,6412,,2019/05/08,0
我知道，你我都去過，覺得還好，說不定下次去找找看其他選項。你去過園區裡的瀑布走廊嗎？聽說風景很美。,3,1,0,6423,,2019/05/08,0
環境尚可，地勢分三層，最高層僅有一浴室，略顯狹窄，二樓空間不大，但設有4間浴室，與三樓共用，人多時，希望能定期清理廁所的垃圾會更好。,3,1,0,6426,,2019/05/08,0
每個帳篷幾乎都有棧板，所以睡得很舒服！早上起床就期待著美不勝收的景致！可惜營地較小。。但這營地有販賣部，可以補充一些飲料或生活用品。,3,1,0,6500,,2018/05/08,0
裝潢雖說景觀不錯，但收費稍高，還是讓人覺得值不值得。,3,1,0,6502,,2017/05/08,0
單純的淨土，清幽之地。,3,1,0,6625,,2021/05/08,0
遠離城市喧囂，於山林間賞景，心境清澈，為下一次挑戰做好準備！。,3,1,0,6641,,2020/05/08,0
上山路段路況不佳，駕車行經時務必小心；營地景致宜人，卻也坡度起伏頗大。,3,1,0,6713,,2021/04/26,0
場地寬敞遮陽棚設置完善，前方空地不小，主人家的狗兒貓兒都很親人，超級可愛，不過小黑蚊實在太多了，將近20位大人、小孩都被叮過，得準備捕蚊燈，建議選在天氣涼爽點的時候來比較適合。,3,1,0,6754,,2023/08/08,0
7月份租下櫻花區5帳，只有1間廁所、2個洗手台(但1個較為老舊，不太方便)，對5帳來說略顯不足，小黑蚊很多，但營主會提供大蚊香。櫻花區需使用對面營本部的冰箱，但冰箱因營主私人使用，內有許多醬菜罐，味道像阿嬤的冰箱。若有冰箱的營客，建議使用自有冰箱。營地遇到營主朋友上山野餐，冰箱塞滿2箱啤酒，一整天唱歌到晚上10點，熱鬧非凡。營地有親人的貓狗，溫和不怕小孩，步行4分鐘有清涼溪水可玩，營主夫人會提醒可將蚊香帶至河邊。整體而言，場地偏小，設備可再加強，自然環境則不錯。,3,1,0,6775,,2023/05/08,0
黑蚊加上無數蚊蟲，伴隨大雨，營地成水鄉濱渡，應是碎石鋪設不良，致使爛泥溼滑，洗澡及如廁空間狹小，五個營位僅一處可洗澡如廁，電源供應又需拉線過長，危險性高。,3,1,0,6776,,2023/05/08,0
"主人夫婦十分和藹，隨叫隨到，很是好話。離古街也不遠，結帳後還可去古街閒晃覓食，很是輕鬆愜意。不過營地有些問題，1。廁所共用，要等上好一陣子才輪到2。營地有貓兒，貓兒會到營位跑來跑去，還會跳到餐桌上，甚至咬營帳，因為不怕人，趕也趕不走，半夜還聽到露客尖叫說帳篷拉鍊被咬3。半夜沒路燈管制，兩三點還是很多露客走動、探險、聊天，會建議部分路燈調整時段，管制一下會更好4。水槽數量不足，和廁所一樣，要排隊洗菜洗碗，遇到煮飯時間就卡住了。
主人夫婦十分和藹，隨叫隨到，很是好話。離古街也不遠，結帳後還可去古街閒晃覓食，很是輕鬆愜意。不過營地有些問題，1。廁所共用，要等上好一陣子才輪到2。營地有貓兒，貓兒會到營位跑來跑去，還會跳到餐桌上，甚至咬營帳，因為不怕人，趕也趕不走，半夜還聽到露客尖叫說帳篷拉鍊被咬3。半夜沒路燈管制，兩三點還是很多露客走動、探險、聊天，會建議部分路燈調整時段，管制一下會更好4。水槽數量不足，和廁所一樣，要排隊洗菜洗碗，遇到煮飯時間就卡住了。",3,1,0,6789,,2022/05/08,0
