content,rating,type,publishedDate,tokenization,status,origin
態度親切，環境優美居住起來乾淨又舒適還有配好的行程適合一群朋友來耍廢度假價格非常划算實惠,5,2,2021/05/07,,1,1
一開始是因為Celine的介紹才知道山思雲想的，真的是一個很漂亮也很有內容的地方！除了價格偏貴⋯之外，其他都還算不錯到山思雲想參加的第一個活動是精油調香課程！真的非常喜歡 老師很活潑也很可愛餐點的部份非常的豐富，也非常的多！建議來入住的旅客不必攜帶太多的零食此外，我很喜歡山思的一點為它的食物皆是來自在地小農的，幫助在地產業與文化，也可以減少碳排放！雖然也因此價格小昂貴了點⋯喜歡山思餐點的朋友可以跟小管家購買蜜蕃薯、蕃薯片、紅茶（奶香）等等，雖然價格昂貴，但真的很好吃！（帳篷的燈飾與小旗幟為自己攜帶的，建議不要帶紙裝飾，因為早上會濕掉）,5,2,2021/05/07,,1,1
人員都很親切提醒一下晚餐早餐一定都吃得飽烤肉的量也夠所以在使用自助餐點的時候要酌量不然會不小心就浪費太多食物最後風景很美 能看到雲海星空但我女朋友更美,5,2,2021/05/07,,1,1
輕鬆又自在不用做任何準備就可以來露營了值得再來,5,2,2021/05/07,,1,1
輕鬆自在露營學職人做奶茶誰說老人古板我在山思雲想逍遙自在露營,5,2,2021/05/07,,1,1
山思雲想，不是想像得很大的空間，總共大概七八個帳篷，但採用很好的Canvas camp 來自比利時帳篷，當天不算風很大，但氣溫也是十度以下，體感應該只有五六度，待在帳內沒有感到很冷，但還是建議個人可以攜帶毛毯。最想提到的地方是-素食友善。我本身是一個Pescatarian，村長依舊非常用心的製作料理（參考附圖），第一次在外面享用素食套餐是這麼精緻，每一道菜都可以感受到村長的用心。早餐也是採自助式，手作辣椒可以另外加購（已訂購）是一個非常推薦與親朋好友參與的發呆聯繫感情的地點，讚！,5,2,2021/05/07,,1,1
運氣很好~雖然晚上遇到了一點寒流~但是看到了很清楚的獵戶座都市裡看不見的滿天星空和沉靜的夕陽小管家們的菜色也很棒!! 老闆人很年輕也很熱情~在乎竹山的後續生態是個放鬆放空放下自己一個很棒的地方小缺點就是沒地方可以逛~想去哪裡都得開車~對於沒車的人來說 相對不適合~~除此之外 真心覺得很喜歡PS.香療工作坊的活動超加分!! 但好像不是長期活動...,5,2,2021/05/07,,1,1
整理完相簿後決定還是一定要分享一下這次Glamping的心得真的超棒的首先入住的時候 會送上迎賓飲料以及小管家貼心的介紹環境和行程再來上職人體驗課前會有下午茶都是來自竹山在地的特產上課的時候因為我們人數較多所以會分配人數去參加不同的課程最後跟朋友互相分享交流都很好玩晚餐有熟食跟BBQ烤肉熟食也是有使用在地種植的農作物晚餐真的吃到非常撐 甚至吃不完但是烤肉是專人幫我們烤+送餐這個服務真的是太讚了哈哈哈（我只想吃不想烤）因為露營的那幾天比較濕冷還有提供封口袋給我們當鞋套怕鞋子溼溼的小貼心+10分再來最讓我覺得心動的是月事真的非常掃興的突然來了想說問他們有沒有衛生棉可以賣給我一包他們竟然直接給我！！而且看起來已經預備好了有需要再提供給客人那樣～太貼心了吧～～～小貼心+10000分隔天早起起來吃早餐跟退房還好有早起才可以看到美美的雲海（我好幸運）早餐也是很豐盛 吃得很開心很飽～真的是很棒的一個體驗價格雖然相較於其他Glamping還高一些但是質感以及服務真的讓人感覺物超所值因為在山上所以景色真的非常不一定想要夏天的時候再來玩一次 想參加螢火蟲夜遊非常美好的一次旅程 也很值得小管家跟老師還有村長都好熱情 非常好玩因為很開心 還跟其他旅客聊天起來超好玩的很少遇到可以跟其他人玩得這麼嗨聊得這麼開心而且不只有我們 其他旅客也會互相喝酒聊天這種感覺真的不是每一次都可以遇得到的！,5,2,2021/05/07,,1,1
漂亮的風景，有咖啡課程，老師又專業又幽默，完全適合放鬆超推薦大家來玩 …,5,2,2021/05/07,,1,1
風景好空氣佳服務好 …,5,2,2021/05/07,,1,1
超美推推,5,2,2021/05/07,,1,1
好嗨喲～,5,2,2021/05/07,,1,1
整個心情超放鬆活動安排很好推推 …,5,2,2021/05/07,,1,1
很棒的體驗,5,2,2021/05/07,,1,1
夕陽超漂亮 工作人員很親切 整體營造溫馨的氣氛 值回票價！,5,2,2021/05/07,,1,1
環境美 服務好 下午活動老師活潑親切 晚餐也好好吃,5,2,2021/05/07,,1,1
超級喜歡這 服務優 環境美,5,2,2021/05/07,,1,1
在山思雲想露營️上著山林調香的課 …,5,2,2021/05/07,,1,1
在1/8 寒流來襲時入住 村長及管家都很用心在雲霧中山林調香的體驗 真的非常難得又冷又好玩 老師教學很有趣餐點也非常美味 大家都吃的很飽一個值得再訪的地方,5,2,2021/05/07,,1,1
"老闆親切有趣,東西好吃環境優美,帳篷內舒適好睡,應有盡有,一年四季都很適合來渡假的好所在！",5,2,2021/05/07,,1,1
硬體設備很齊全，帳篷很堅固，戶外的花草造景跟帳篷內擺設都很美！浴室也很乾淨、熱水夠強夠熱！除了硬體設備很完善很美以外，安排的體驗、導覽都很棒，物質跟心理都得到很大的滿足！好可惜以後不接待寵物了 …,5,2,2021/05/07,,1,1
是在pinkoi知道這家露營祕境，經過九彎十八拐終於抵達目的地，有2層營區，帳篷很美，衛浴設備也很新很乾淨，一到就有好喝的迎賓果汁迎接我們，下午的職人體驗課程有宋代點茶、精油調香、咖啡烘豆可選，每樣課程都很豐富有趣！晚餐超級豐盛，還有宵夜紅豆紫米粥，當晚很幸運的有施放煙火！！度過了很美好的一晚～工作人員全都很親切友善！很推薦喔！,5,2,2021/05/07,,1,1
一切都很棒很享受早餐的蘿蔔糕跟麵包很好吃 …,5,2,2021/05/07,,1,1
孕婦有很多不方便但已經想來豪華露營很久了 還是任性的安排了這次的行程現場服務人員看出來我是孕婦 特別提醒我那些地方需要注意小心 提供手電筒給我 還幫我準備了無咖啡因的熱茶這是我來之前完全沒想到的真的讓人很意外跟覺得很暖心欸去其他地方常常都會覺得麻煩到別人來這裡有一種他們好像原本就幫我準備好的感覺活動方面安排也都很用心 推薦大家可以來體驗,5,2,2021/05/07,,1,1
環境清幽，營區擺設、餐點和音樂都很用心，因為聖誕節，夜晚還有20秒的煙火每隔半小時景觀就會有變化，天空很美，也無光害，可以很清楚看到星星，營區的衛浴設備也都很乾淨整潔，非常棒,5,2,2021/05/07,,1,1
景色幽美  小管家很親切！文森老師跟村長都很幽默，課程有趣,5,2,2021/05/07,,1,1
雨天有雨天的浪漫，在山思雲想體驗了點茶課程，茶筅在茶碗中來回掃動，好不容易形成泡沫，學習了茶的知識，還有很有溫度的服務Nicole 很熱情 …,5,2,2021/05/07,,1,1
"場地漂亮、有安排課程體驗還不錯。但冬天非常不建議去，水龍頭只有冷水！！！早上8點多 morning call, 水龍頭水根本是冰的！帳篷內部簡陋，完全稱不上豪華露營，頂多算有幫你搭好帳篷的露營區。建議一定要去上面的園區，梳洗區有小屋子圍起來，有地方放盥洗化妝用具也不用吹風。下面園區就是完全開放，又小也沒地方放東西又會吹風～吃的食物都來自在地，幫助在地農民很不錯，口味也還ok",3,2,2021/05/07,,0,1
謝謝！課程很棒,5,2,2021/05/07,,1,1
很美好的地方風景美好、體驗課程也很有趣,5,2,2021/05/07,,1,1
生日體驗很棒,5,2,2021/05/07,,1,1
環境清幽，食物好吃，體驗課程非常有趣,5,2,2021/05/07,,1,1
相比其他無裝備露營的營區，這次的體驗很失望，我不會推薦親朋好友來這！1.我們18個人的包區場地非常小，還要跟其他營友共用參加活動、不相干的營區人員一直穿梭，誇張的是他們的狗還在我們專屬的衛浴間大小便。2.帳篷大小、設備、質感都不符合$3800/人的標準，簡易帳篷內就只有2-3張充氣床而已。3.食物在量不在質。4.第一天14:30讓我們入場，隔天10:00就請我們離開，實在非常匆促。5.營主非常難聯絡。帶寵物的收費也比官網上還貴，就地起價。,2,2,2021/05/07,,-1,1
有兩種體驗課程安排隔天會帶你探索山上的祕境早晚溫差非常大要多帶被被有氣喘的朋友務必記得帶藥這裡是可以忘卻煩惱的地方（有影片~~）,5,2,2021/05/07,,1,1
整體的住宿經驗讓我感覺是山思雲想是一個包宿的主題樂園之旅。入場、離場時間有明確的規定，入園後也有安排好的體驗行程，晚餐也由工作人員準備好依序服務上桌。假如是期待在大自然裡放空的露營體驗那可能不太適合，這裡比較像是園區有自己營造的主題氛圍，充滿美感、知性，喜歡的人可以大拍美照且沈浸其中。住宿品質純粹看個人睡眠習慣，園區提供的環境非常乾淨，無論是帳篷裡或是浴室廁所。無奈露營就是得接受無可避免的噪音，有提供耳塞多少能幫助。,4,2,2021/05/07,,1,1
在來之前就在網路上看到超多美麗的照片，也覺得包套行程設計得很完整，實際來到這裡之後覺得一切超乎預期的美好！在園區裡不是只有華麗好拍的擺設，連大家照片不會特別拍到的浴室、廁所，都非常乾淨整潔，帳篷裡的空間、寢具一塵不染的，住起來真的很安心舒適。一到這裡之後，迎接我們的是好吃的小點心和迎賓飲料，接著參與調香體驗課，老師很有趣也很專業，整堂課的氛圍很歡樂，每個人都調製出不同味道的精油，像這樣的課程在外面至少都是上千元的，我們卻能在包套行程體驗到實在是很值得。結束調香課程後，就是晚餐時間了，晚餐主要內容是烤肉，也有一些自助式的主食和菜餚，每道料理都很美味，原來我們擔心份量不夠，還另外準備了一些零食上山，最後發現根本不需要！因為烤肉大餐真的非常非常豐盛！食物的內容也很多元，可以滿足不同喜好的朋友。睡前朋友想更換睡袋，訊問後也馬上得到回覆，小幫手還怕我們冷，貼心的多帶了一個給我們，住宿最怕有問題得不到回應，但在這裡完全不用擔心。整體而言我認為$3800的價格非常合理甚至可以說是很超值！吃飽睡好這些基本要求山思雲想都照顧到了，園區所在的位置讓我們能看到很美的風景，每個角落用心佈置，所有一切真的都很棒。唯一的小缺點應該是對於沒有自行駕車的朋友來說交通真的比較麻煩一些，還有因為第二天早上安排的行程是十點出發到竹林秘境，吃完早餐後就差不多要出發了，因為很喜歡這裡的氛圍，對於想在營區多待一下的我們來說就有點可惜～但也知道應該是為了要收拾整理準備迎接當天的新客人啦總之，謝謝山思雲想給了我們美好的兩天一夜，所有的工作人員們辛苦了～～,5,2,2021/05/07,,1,1
環境優美，氣氛悠閒舒服，餐點很精緻，吃超飽^_^調香精油課程也很有趣，老師還介紹了各種精油的功用，CP值滿高的！,5,2,2021/05/07,,1,1
環境氛圍很好的地方有注意小細節服務人員、體驗課程與導覽活動都很用心雖然不完美但感受到你們想要逐漸完美,4,2,2021/05/07,,1,1
佈置超美，環境超好，服務超好！,5,2,2021/05/07,,1,1
活動安排的很充實，有三個可以選環境優美，餐點也不錯重點是服務人員 真的很親切大推,5,2,2021/05/07,,1,1
風景優美，佈置很有氣氛,5,2,2021/05/07,,1,1
空氣很好視野無敵,5,2,2021/05/07,,1,1
山不在高，有吃則行雲不在多，有酒則飲樂不思蜀，不想上班山思雲想，等你來玩在這裡，我三十而立帳篷的熱鬧，飲酒的歡笑，還有醉後的嘔吐一切那麼隨緣、自然、開心精油咖啡明信片的手作課程很有趣學長的味道讓我難以忘懷早晨的陽光灑在白色帆布的帳篷上身為網美的你不會失望五星吹捧，下次再來,5,2,2021/05/07,,1,1
餐點不錯吃,5,2,2021/05/07,,1,1
風景美 氣氛佳 食物多,5,2,2021/05/07,,1,1
Nicole人超好，精油課程又好玩，早餐麵包好好吃,5,2,2021/05/07,,1,1
風景優美、餐點好吃、Nicole本人健談、風趣很快跟大家融入在一起，安排不同的體驗課程，是一趟不錯的輕旅行,5,2,2021/05/07,,1,1
早晚餐很好吃，nicole服務很棒精油課程很讚,5,2,2021/05/07,,1,1
好吃的晚餐服務很好 …,5,2,2021/05/07,,1,1
用盡全力打出來的......泡,5,2,2021/05/07,,1,1
"體驗課程真的很棒，很有趣。可惜來的時候下了一點雨Btw, thanks Nicole for two days",5,2,2021/05/07,,1,1
nicole人很好,5,2,2021/05/07,,1,1
第一天的體驗活動抽到香氛精油課程，講師非常有趣，課程很活潑！第二天早上起床看到美美的雲海，覺得心情很好 …,5,2,2021/05/07,,1,1
體驗舒適,5,2,2021/05/07,,1,1
Nicole服務很棒！很親切～活動超棒，食物好吃～,5,2,2021/05/07,,1,1
餐點非常美味~風景超漂亮~ …,5,2,2021/05/07,,1,1
我太喜歡了這是我人生第一次參加這種類型的露營心情太美麗 所以每一個餐點 課程 員工 設施 擺設 所有的一草一木 都讓我覺得太棒太棒了3800值得 只要用心細細體會的話 一定會覺得超值未來我會再訪,5,2,2021/05/07,,1,1
 2020/10/10-11 南投 山思雲想 ️價格不便宜，但是人生體驗這麼一次露營，非常值得！這次Glamping，除了看到滿滿美景和呼吸到滿滿芬多精外，職人體驗是我覺得最特別的一部份。我體驗到的是烘豆，第一次烘豆體驗，發現原來那麼累，但完成後，伴隨著夕陽，喝著咖啡是一大享受！兩天一夜下來，覺得非常值回票價,5,2,2021/05/07,,1,1
環境很美，餐點美味，竹編體驗課程很有趣，受到管家Nicole很棒的照顧，在這裡度過了很chill的週末。,5,2,2021/05/07,,1,1
管家Nicole很熱心，仔細介紹園區，把我們餵得飽飽的。第一次體驗竹編，好新奇！來山上吃東西跟好友盡情聊天，遠離日常壓力～,5,2,2021/05/07,,1,1
工作人員很親切 …,5,2,2021/05/07,,1,1
芋頭麵包好好吃,3,2,2021/05/07,,0,1
我們來住了一晚，活動和用餐時間都有固定的議程。工作人員很周到，食物也很周到 …,5,2,2021/05/07,,1,1
服務人員人態度超好超nice，課程豐富有趣，吃好住得舒服很值得來此一遊,5,2,2021/05/07,,1,1
乾淨的設施和友好的服務:) 每天 5 餐，遠離沉悶！,5,2,2021/05/07,,1,1
空氣風景很棒，調香課程很特別，一泊五食真的吃很飽，身心靈整個都提升了一個層次,4,2,2021/05/07,,1,1
三五好友相聚無數的歡笑難忘的回憶最美的夜最幸福的早晨,5,2,2021/05/07,,1,1
露營區很美！烘豆課程讚讚，手搖的好酸！,5,2,2021/05/07,,1,1
服務親切，還有手作體驗跟祕境導覽然後不斷被餵食，一泊五食真的太狂,5,2,2021/05/07,,1,1
這次能來到山思雲想很讓人開心，安排的精油課程是意外的驚喜，授課的老師很棒，也與一同前來的客人分享了彼此的部分生活。據說活動都有不同，詳情可以先詢問，建議直接打電話，因為他們大部分時間都用在維持環境跟照顧客人了整體的氛圍很舒服，準備的備品包很用心，不論是環保的竹牙刷或者竹梳都有著竹山當地的特色，美麗的備品袋也是很特別的紀念品。即使沒有車輛，預先聯繫竹山車行上山也不困難或昂貴。最後帶我們參觀的竹林秘境也很推薦走走，在竹海消失前，去看看挺好的～希望竹山永遠叫竹山。,5,2,2021/05/07,,1,1
一到營區就感受到村長滿滿的熱情迎賓飲料特別又好喝，點心也好吃烘咖啡豆的課程也很有趣，可以選擇自己喜歡的課程體驗三餐都吃很飽，餐點很豐盛整體來說，非常放鬆，遠離都市塵囂的感覺所有工作人員也非常貼心，總之是100分的體驗愛迪達顆顆,5,2,2021/05/07,,1,1
日落美景超級值得拍！帳篷比想像中的寬敞舒適！迎賓的地瓜甜點都超好吃⋯晚餐非常豐盛吃很飽！完全不需要自己帶零食！備品袋超可愛的可以帶走收藏！一入園就能感受到經營者的用心！雖然價位有點小貴但非常值得之後還要來！謝謝所有人員的熱情招待！玩得非常開心！ …,5,2,2021/05/07,,1,1
環境非常美，晚上點燈後更美，食物很好吃但是晚餐份量多到一個爆炸吃好撐，服務人員NIKO服務非常好，推推。,5,2,2021/05/07,,1,1
自然環境舒適、服務人員親切、讚嘆⋯,5,2,2021/05/07,,1,1
露營是一次很棒的經驗。非常友好和很棒的課程。精油研討會很有趣，培訓師帶領得很好。食物很豐富，團隊知識淵博。,5,2,2021/05/07,,1,1
薯片好吃,5,2,2021/05/07,,1,1
食物好好吃，Nicole人很nice …,5,2,2021/05/07,,1,1
山上的空氣很舒服，工作人員很親切，度過了一個輕鬆的週末,5,2,2021/05/07,,1,1
營地維持得很好也一直有舒服的音樂跟食物提供茶點都很好吃也很好喝營地的熱水很熱廁所也很多間很不錯的體驗！,5,2,2021/05/07,,1,1
環境設備舒適 風景很好 服務周到 精油調香課程有趣 是放鬆的好去處,5,2,2021/05/07,,1,1
一泊五食吃很飽，山上很舒服浴室也很乾淨，熱水很熱很舒服，下次還會再來。 …,5,2,2021/05/07,,1,1
先結論說明：環境中上，餐點普通到不行，人均3800元太貴1.環境乾淨，看起來是有完善打理，不過園區腹地超小，基本上只會在自己帳內與用餐區活動而已2.與朋友們住宿六人帳，三個床還排列成ㄇ字型(??)3.浴室區只有一個洗手的地方，只要同時有他人使用就必須排隊與等待3.帳內是睡充氣床與睡袋，少了高級感，且沒有垃圾桶4.號稱一泊五食，但是一杯茶算一食，好歹也是茶加上地瓜片算迎賓吧；晚餐燒烤類的調味有點不行，肉只有一個字『硬』，食材選料上也很普通5.精油課程以為是其他地方聘請來的講師，結果發現老師根本就是員工6.隔天早上才告知10點就必須東西都上車，跟全部的人去竹林參觀，其實就是變相要客人趕緊check out，且竹林課程很尷尬，村長還會講述因為用了某些設施，所以人均3800元很合理，這段論述讓我有種幫村長繳貸款的既視感,2,2,2021/05/07,,-1,1
完美地將舒適的生活空間融入竹山的美麗景致，野性中帶有一點奢華，非常特別的體驗。,5,2,2021/05/07,,1,1
遠離塵囂的閒情週末一夥人開心相聚抬摃恰逢雲霧繚繞的氣候也別有一番風味環境：真的不錯 處處能感受到主人的用心吃食：新鮮 恰到好處的調味 對客製需求用心對待活動：下午有三種體驗活動 可以選擇；讓下午的時光也很有趣服務：一極棒,5,2,2021/05/07,,1,1
事前的聯絡預訂到最終成行，真的擁有很棒的時光！最讓人回味的是塔羅精油，老師超幽默，是被精油耽誤的歌手，推薦大家選課程可以試試！五星推薦！,5,2,2021/05/07,,1,1
非常棒的露營️第一次體驗豪華露營，覺得很棒！主人很親切，也有精油體驗，晚餐很豐盛，還有宵夜，可以感受主人的用心！很推薦想要來露營的、放鬆的人 …,5,2,2021/05/07,,1,1
懶人帳篷~工作人員親切有禮貌還會安排活動,5,2,2021/05/07,,1,1
喝酒放鬆的聖地 一行人住六人帳玩到chill high high,5,2,2021/05/07,,1,1
期待已久的露營區果真沒讓大家失望不論是體驗課程（手烘咖啡課程）還是餐食準備一點都不馬虎，都超級棒的另外大推早餐的現烤麵包超級好吃大家一定要多吃點啦,5,2,2021/05/07,,1,1
在秋季露營，很涼爽餐點很好 …,5,2,2021/05/07,,1,1
這裡環境很讓人覺得放鬆，推薦大家來,5,2,2021/05/07,,1,1
山思雲想，服務人員很貼心，景色優美，晚餐超級飽的～調香課可調出屬於自己的味道 …,5,2,2021/05/07,,1,1
第一次參加GLAMPING覺得很好玩，環境優美，讓人覺得心情放鬆，推薦大家來玩。,4,2,2021/05/07,,1,1
可以體驗戶外瑜珈覺得很特別！整體屬於舒適，來到山區較無法掌控天氣因素及其他帳的人～但飲食及整個園區設計都不錯，很讓人舒服備品包還附了耳塞很特別哈哈哈 …,4,2,2021/05/07,,1,1
很喜歡山思雲想的環境，在山裡很悠閒舒服，房間也很簡單可愛，重點沒想到在山裡的廁所浴室可以那麼乾淨不昏暗。下午調香活動，晚上在山裡喝酒聊天玩遊戲超chill~,5,2,2021/05/07,,1,1
精油課程很讚～又好美～晚上大家一起玩很chill,5,2,2021/05/07,,1,1
整個的氣氛很chill，山上晚餐後喝點小酒聚聚的感覺很棒，是個很棒的露營體驗。,5,2,2021/05/07,,1,1
調香精油老師很有趣，晚上在這喝酒很chill～,5,2,2021/05/07,,1,1
超美超棒～我玩的好開心還很好拍,5,2,2021/05/07,,1,1
很美很愜意 …,5,2,2021/05/07,,1,1
好玩好吃好美推薦 …,5,2,2021/05/07,,1,1
好玩好吃好美推推 …,5,2,2021/05/07,,1,1
好山好水好風景,5,2,2021/05/07,,1,1
風景超美~~,5,2,2021/05/07,,1,1
風景很美很放鬆,4,2,2021/05/07,,1,1
現場人員很親切，不錯的地方,5,2,2021/05/07,,1,1
很悠閒的懶人露營讚讚,5,2,2021/05/07,,1,1
很chill的地方讚,5,2,2021/05/07,,1,1
終於來到了這讓人放鬆的地方，遠離塵囂把所有煩惱都先放在山下，行程讓人輕鬆自在，不同的體驗，值得推薦給大家,5,2,2021/05/07,,1,1
放鬆心情，享受難得的假期,4,2,2021/05/07,,1,1
風景優美輕鬆自在,4,2,2021/05/07,,1,1
提舒適的，適合看夜景，放鬆的好地方 …,4,2,2021/05/07,,1,1
現在這個時候來溫度最適合，店家用心的準備咖啡、精油、瑜珈體驗活動，整個環境、空間、都很美，很舒服！一定會再推薦朋友來 …,5,2,2021/05/07,,1,1
原本與家族是來渡假放鬆心情的，但隔壁帳一群年輕人喧鬧喝酒一整晚還不時大聲飆駡三字經，簡直把這裡當作酒店狂歡飲酒作樂，更令人失望的是未曾看到店家出面溝通制止。一泊五食說實在感覺沒有物超所值，懷抱滿心期待但呈現出來的食材卻很稀少，幸好有自備零食還能應用，但要稱讚一下工作人員的態度真的很棒也非常親切。另外要述說一下隔天早上的活動感覺是在趕人退房而建立的，集體行動行李需打包放置車上，然後被帶到一處竹林簡介一下就告訴我們可自行參觀接著就被放生了……以上皆為個人觀感 …,2,2,2021/05/07,,-1,1
至今最棒的露營體驗！一定要來！,5,2,2021/05/07,,1,1
第一次到訪在中秋連假，依然很放鬆不擁擠，員工態度都非常好，食材美味，晚餐陸續送餐到9點，飽到不行。白天拍晚上拍都美，很開心的旅程唷～,5,2,2021/05/07,,1,1
這是第一次參加Glamping在入園的前幾天就收到了園區村長傳來的訊息本來還有點不知所措 不知道應該準備些什麼沒想到訊息裡面都寫得非常清楚還包括了當天入夜的氣溫 日落的時間以及許多注意事項真的讓人感覺很窩心當天到園區時 不幸的下起了雨原本還正在擔心換下的鞋子該怎麼辦 沒想到園區主動提供了鞋套 就不需要擔心鞋子淋濕或是弄髒行李了 真的非常貼心兩天的行程 過程中園區的服務人員都非常的熱情園區也非常漂亮 花了不少時間在拍照兩天下來感受到園區滿滿的用心 很推薦大家來體驗看看,5,2,2021/05/07,,1,1
雖然遇到雨天，無法盡善盡美營地主人翁讓我們在雨中享受了別有一番風味的浪漫情懷。,5,2,2021/05/07,,1,1
實際來到山思雲想感受更棒讓我感覺與世隔絕跟朋友在這裡一起歡樂的氣氛也超讚！管家蘇蘇人超親切的喔！幫忙服務解說，老闆人也很nice下午茶點好吃之外配上風景晚上BBQ 真的份量很足夠，又好吃！隔天早上早餐 也超棒，麵包吃好吃到問蘇蘇在哪裡可以買到整個2天一夜下來 就是開心，放鬆，環境服務都好棒其實我們來的時候 天氣有下雨 還是可以玩成這樣，就知道很棒啦,5,2,2021/05/07,,1,1
風景優美，空氣清新，餐點美味，雖然下雨沒辦法體驗更多的東西，但是來這邊放鬆是一個不錯的選擇，還蠻推薦來這裡體驗放鬆一下,5,2,2021/05/07,,1,1
放下上班忙碌的節奏，來體驗親近大自然的生活～～老闆親切、環境很好、餐點很豐富超推薦，露營聖地️,5,2,2021/05/07,,1,1
環境、氣氛舒適，老闆人超好！餐點準備的很充裕、也很美味。非常適合嚮往露營的人來體驗體驗山間生活唷！ …,5,2,2021/05/07,,1,1
兩天一夜行程放鬆之餘還有體驗咖啡自己烘焙伙食不錯不過對女生來說量較多衛浴設備及廁所環境不錯帳篷舒適山上空氣好差但一定都有蚊蟲整體來說還不錯,5,2,2021/05/07,,1,1
風景美氣氛佳可看日落，但看不到日出有點可惜。平日人煙稀少很推薦，來得時候只有兩組客人，空間很大。,5,2,2021/05/07,,1,1
適合涼爽的天氣來，早晚的景色都不錯。,4,2,2021/05/07,,1,1
跟許久沒見的大學朋友一起出來玩，原本以為會入住4人帳篷，入住時被免費升等到6人房覺得很開心，帳篷比較大間。這次的職人活動很有趣很好玩晚餐的烤肉讓我們吃得很飽唯一美中不足的應該是夏天早上很容易熱醒，晚上要找服務人員時詢問事情找不到人，早餐的麵包有一點點硬。如果秋天來應該會更涼爽，建議吃完晚餐後跟宵夜時段之間有服務人員在會更好。,4,2,2021/05/07,,1,1
請一定要早起沐浴在早晨的沈靜中淨化心靈與肺 …,5,2,2021/05/07,,1,1
浴室寬敞乾淨舒適，夜景很漂亮,5,2,2021/05/07,,1,1
先說結論，以我個人而言，很喜歡整體的活動。不滿意的地方都跟天氣有關，天氣也不是營區或老闆可以決定的，只是想提一下體驗會受到天氣影響。參加場次：9/12-9/13天氣：下午時大時小的陣雨、晚上沒下雨，隔天晴天夕陽：只有看到紅紅的光夾在雲層裡面（沒有夕陽QQ）星星：晚上有看到一點點體驗內容：活動是隨機的，這次是原地靜態瑜珈，因為地板是濕的，所以變成在有遮蔽的帳內做簡單的瑜珈，充滿霧氣與雷聲的戶外瑜珈。食物：蜜地瓜、地瓜薯片、檸檬蜂蜜的飲品（忘了名稱）、烤肉吃到飽（前面應該很多人拍了，食材好像會有點變化，烤的蠻好吃的）、紫米粥、隔天配料豐富的稀飯早餐。睡覺：睡戶外本來就不會太舒服，但真的各方面都照顧得很到位，我自己是覺得已經很不錯了，因為什麼都有準備好。帳篷內的洗漱小袋有附耳塞，怕吵的人可以使用。衛浴設備：衛浴設備覺得蠻乾淨的，以露營來說算是滿分了啦！至於前面評論有提及的衛浴設備太少的問題，老闆的解釋是說希望以最低限度影響大自然的前提下，讓客人舒適的體驗露營。我自己是沒有碰到客滿到衛浴設備要等很久的情況。老闆是個幽默有趣的人，大概是這次活動最大的亮點吧，因為我們剛好有機會可以跟老闆聊天，感覺知道很多事情，會用幽默的方式告訴大家，是樂於分享的人。雖然最後大里菩薩寺我們來不及去，但已經收入清單了！這次來剛好碰到有人求婚，所以連帶有跟著看到煙火，真的很開心。而且跟老闆聊天的時候，得知對於放煙火的位置有研究過，覺得「哇～怎麼這麼用心」。第一次看到單膝下跪的求婚在眼前，時間是晚上9：06分，也是蠻有趣的體驗。體驗完後不會累，很適合周休二日來放空吃烤肉。導覽或體驗不知道是不是有少，猜測可能跟天氣狀況有關，活動時間能根據現場的狀況去彈性的調整，這點蠻不錯的。雖然我們有遇到下雨，但營地的草地並不會泥濘到不好走。這大概是我今年看到最多昆蟲的兩天XD阿還有就是建議帶個防蚊的配備，生態友善的那種，因為我穿涼鞋，所以回來腳上都是蚊子咬的QQ備註：（1）天氣很好的話，我自己覺得可以不用開濾鏡拍照，原圖就很好看了。（2）PINKOI 訂購的話，請記得再跟老闆聯絡確認，因為我們訂購的過程有碰到實際剩下的數量跟網站上看到的不一樣的狀況，這點其實蠻煩人的，所以預計要參加的話請特別注意。（3）謝謝老闆還載我們到孟宗竹步道，還沒兩點半的時候就放我們進來營地避雨，大方地給了地瓜薯片。（4）需要自己開車上山，我們是花錢包車上下山，單趟大概要一小時左右。（5）帶酒或桌遊比較不無聊，如果同行的人不是都很熟的話，帶一下，但我跟我朋友都太熟了，所以幾乎都在聊天。,5,2,2021/05/07,,1,1
很美,5,2,2021/05/07,,1,1
很美的露營區～老闆人很好♡,5,2,2021/05/07,,1,1
晚餐吃超飽根本不用買吃的好吃 老闆也有趣,5,2,2021/05/07,,1,1
老闆人超好～～帳篷很乾淨～超可以的餐點也很美味～超飽的,5,2,2021/05/07,,1,1
認識人面蜘蛛，感受昆蟲擾西的魅力,5,2,2021/05/07,,1,1
感覺今天（9/5）是很好的天氣，2個月前就預約，但出發2天前（9／3）老闆打來說因為營地這兩天天候不佳，所以要取消我們的行程，請問當天的天氣難道不是該看天氣預報的嗎？9／4天氣很好，店家怎麼說呢？安排了很久的行程，被這樣臨時取消真的很糟糕，我只能合理懷疑店家是不是超收才要取消我們的行程,1,2,2021/05/07,,-1,1
夜景美，清優，老闆人很nice，但食物的部分可以改善為精緻一點，會更好,4,2,2021/05/07,,1,1
