content,rating,status,type,label,sequence_num,publishedDate,origin,text
舒服乾淨的營地，夏天來的時候覺得很涼爽，風景非常美廁所乾淨衛生，水壓夠有力有飲水機可使用，營主人很好有機會一定會再來！！,5,1,1,2,3389,2023/05/07,1,舒服乾淨營地夏天涼爽風景美廁所乾淨衛生水壓夠飲水機營主人機會再來
老闆真的很用心浴廁真的很乾淨,5,1,1,2,4807,2020/08/05,1,老闆真的用心浴廁真的乾淨
很棒的營區，營主人很好，青蛙有點多，注意小黑蚊，我那天被咬慘了，其它都超讚,5,1,1,2,4822,2019/09/03,1,很棒營區營主人青蛙小黑蚊那天咬慘超讚
在草地上靠近門旁不錯，雖然車道旁。環境很好，廁所浴室整潔乾淨。會想再回訪。營主也很用心自製較天然的洗碗精。,5,1,1,2,3990,2023/05/08,1,草地上靠近門旁不錯車道旁環境廁所浴室整潔乾淨會想回訪營主用心製天然洗碗精
很不錯。營區頗大，每個分區有一定的距離，處處感受到營主的用心。也因為很大，要去本部冰箱拿東西要走一小段唷,5,1,1,2,1940,2020/10/01,1,不錯營區分區距離感受營主用心因為很大本部冰箱東西走一小段唷
場地大，環境整理的很好,5,1,1,2,736,2018/12/04,1,場地環境整理
推推，很棒的露營體驗！。大部分的路段都還算好開，比較需要小心的是後面一小段會車會比較困難一點，還有入口處需要迴轉的部分～浴室和廁所會定時清潔，不管是地板還是垃圾桶都是一直保持乾淨的狀態！！！營主也很熱情，會到處聊天關心～還有我們露營經驗較不足，很感謝當天一起幫忙搭帳篷的露友和營主,5,1,1,2,6692,2023/05/16,1,推推很棒體驗大部分路段還算開小心一小段會車會困難一點入口處迴轉浴室廁所定時清潔地板垃圾桶乾淨狀態營主熱情聊天關心經驗感謝當天幫忙搭帳篷露友營主
這次梅雨季的夜衝，營區的生活用水管路被大水沖毀，營主三番兩次上去水源地搶修，在溪流喘急下恢復供水，真是太感動了！營主還很熱情提供水球給小朋友娛樂，衛浴環境也不錯，有提供沐浴乳和洗髮精，下次有機會還會再來的！,5,1,1,2,1356,2023/05/07,1,梅雨季夜衝營區生活用水管路大水沖毀營主水源地搶修溪流喘急恢復供水真是太感動營主還熱情提供水球小朋友娛樂衛浴環境不錯提供沐浴乳洗髮精下次機會還會再來
夏天森林區域 蟬叫聲太大了 但是夜景很美 服務很好,5,1,1,2,6414,2022/07/22,1,夏天森林區域蟬叫聲太大夜景美服務
營區不是宣導22:00後降低音量嗎？ 怎麼還有團體再彈吉他、喧嘩到半夜兩點卻沒有任何管制呢？ 是要不要讓人休息？,1,-1,1,0,45,2023/05/06,1,營區宣導2200降低音量團體再彈吉他喧嘩半夜兩點管制休息
排水不好地不平沒有護草淹水反應營主態度消極,1,-1,1,0,507,2023/05/06,1,排水不好不平護草淹水營主態度消極
第一次來到這個營區，讓人看到真的是一個世外桃源的地方，風景非常優美清淨，浴室廁所也可以媲美五星級，寬敞又乾淨，老婆讚不絕口，小朋友也玩的非常盡興，跟營主的孫子玩到不想回家了 該營區有種植高麗菜，而且還有親自醃製的黃金泡菜，清爽爽口非常好吃來這露的人我相信一定會帶個幾罐回去吃，太鮮甜了。營區還有可以體驗做竹筒飯，很好玩。雖然這次沒報名給小朋友玩，但是、營主夫妻真的很好，很客氣的請我們試吃，真的找不出該營區的缺點（只是上山時有點小陡峭比較不好會車），有機會的話一定會在回露的，再次感謝營主夫妻的熱情招待,5,1,1,2,3437,2021/05/07,1,第一次來到營區真的世外桃源地方風景優美清淨浴室廁所媲美五星級寬敞乾淨老婆讚不絕口小朋友玩盡興營主孫子玩不想回家營區種植高麗菜醃製黃金泡菜清爽爽口吃來這露帶個幾罐回去吃太鮮甜營區體驗做竹筒飯好玩報名小朋友玩營主夫妻真的客氣請試吃真的找不出營區缺點上山時陡峭不好車機會回露感謝營主夫妻熱情招待
四月底在這裡的C區露營，這邊不是全草皮，有三個木棧板可以搭三個帳篷，一個洗手台，不過插頭很少，最好要帶很長的延長線，而且c區離浴廁稍遠一點，浴室比較簡單，有架子可以放東西，不過吹風機沐浴用品要自己帶，浴廁總體來說是乾淨，不過浴室裡面有的有蟲子，水壓有時候會不穩，外面蚊子很多，一定要噴防蚊液，四月的晚上有遇到螢火蟲，還不錯，還有營地主人的貓會一直走來走去,4,1,1,2,1846,2019/05/07,1,月底C區全草皮三個木棧板搭三個帳篷洗手台插頭很長延長線c區離浴廁稍遠一點浴室比較簡單架子放東西吹風機沐浴用品浴廁總體乾淨浴室蟲子水壓有時候會不穩外面蚊子噴防蚊液四月晚上螢火蟲不錯營地主人貓會走來走去
景觀優美的營地。雖然B區離浴廁有點遠，但景觀優，使用空間大，浴廁也乾淨，很棒！,5,1,1,2,2685,2018/01/02,1,景觀優美營地B區離浴廁遠景觀優空間浴廁乾淨很棒
離市區很近的低海拔營地，營地維護的很棒，營主非常nice!!,5,1,1,2,4007,2022/05/08,1,市區很近低海拔營地營地維護很棒營主nice
場地漂亮，帳篷間隔大，浴室廁所乾淨，夜景優美,5,1,1,2,5916,2022/05/08,1,場地漂亮帳篷間隔浴室廁所乾淨夜景優美
這是一個絕對值得二訪的營地。位置很好，在北埔老街附近，海拔很低但不像一般的平地營區一樣悶熱；到營地的道路很好開，都是可以會車的柏油路；營位很大，非常適合親子露營，有溜滑梯、沙坑、球池、鞦韆；營主很客氣，浴室廁所很乾淨，有飲水機和可以冷藏冷凍的大冰箱，沒有小黑蚊；晚上10點後營區大門會關閉，安全性令人放心。這個營地真的很舒服！值得再訪！,5,1,1,2,1572,2020/05/07,1,這是值得二訪營地位置北埔老街海拔低平地營區悶熱營地道路開會車柏油路營位很大非常適合親子溜滑梯沙坑球池鞦韆營主客氣浴室廁所乾淨飲水機冷藏冷凍冰箱小黑蚊晚上10點後營區大門關閉安全性令人放心營地真的舒服值得再訪
營主熱心親切。隨時都可看到營主的身影在營區走動熱情親切滿帳時帳與帳之間的距離有點緊,5,1,1,2,4158,2020/10/22,1,營主熱心親切營主身影營區走動熱情親切滿帳時帳與帳之間距離緊
露營區規劃區域佳，小朋友遊戲區也棒，營主人員很親切，讚喔！,4,1,1,2,537,2022/05/06,1,露營區規劃區域佳小朋友遊戲區也棒營主人員親切讚喔
衛浴設備很乾淨，也很貼心的附上洗髮精和沐浴乳帳篷與帳篷之間不會很密集，因此大家的活動空間都很足夠，有機會會再回來玩～,5,1,1,2,5470,2022/05/08,1,衛浴設備乾淨貼心附上洗髮精沐浴乳帳篷帳篷之間密集活動空間足夠機會回來玩
漂亮的露營區，環境乾淨，推,5,1,1,2,608,2020/05/06,1,漂亮區環境乾淨推
地點美麗 還可以看得到 石門水庫晚上星空很美,5,1,1,2,4025,2022/05/08,1,地點美麗石門水庫晚上星空美
森林區空間很大，非常涼爽，昆蟲生態很豐富！,5,1,1,2,3,2024/04/29,1,森林區空間很大涼爽昆蟲生態
雖然海拔不高，但是風景也是很漂亮，只是蚊子兇了些,4,1,1,2,4419,2018/11/11,1,海拔不高風景很漂亮蚊子兇
喜歡這裡，老闆娘老闆人超好！下次會再來 …,5,1,1,2,6650,2021/05/09,1,喜歡老闆娘老闆人超下次再來
環境不錯空曠舒服 廁所乾淨 交通便利,4,1,1,2,4423,2018/10/30,1,環境不錯空曠舒服廁所乾淨交通便利
交通方便管理整潔環境優美,5,1,1,2,4483,2018/01/28,1,交通方便管理整潔環境優美
下次還會再去！。老闆娘人很親切;夜景超廣角很讚！浴室廁所乾淨舒適～,5,1,1,2,6463,2019/01/05,1,下次還會老闆娘親切夜景超廣角讚浴室廁所乾淨舒適
很棒..足夠的冰箱分冷藏及冷凍.素西的浴廁供廁紙及吹風機.置物架.獨用的洗手台.大同的紅茶這麼棒.,5,1,1,2,1000,2020/04/06,1,很棒足夠冰箱分冷藏冷凍素西浴廁供廁紙吹風機置物架獨用洗手台大同紅茶棒
有水有電很方便，需要護草墊也幫忙鋪設，有獨立衛浴，搭篷不怕下雨，每個區塊分隔好風景好~,5,1,1,2,6119,2021/05/08,1,有水有電護草墊幫忙鋪設獨立衛浴搭篷下雨區塊分隔風景
衛浴乾淨、熱水充足、無光害、風景好、營主親切人超nice,5,1,1,2,3393,2023/05/07,1,衛浴乾淨熱水充足無光害風景營主親切人超nice
營主熱情、親切細心維護草皮小而美的營地值得推薦 …,5,1,1,2,2514,2022/05/07,1,營主熱情親切細心維護草皮小而美的營地值得推薦
很適合大團露的營區運氣很好是個兩天一夜的好天氣露友的素質都很好衛浴清潔也很頻繁保持的很乾淨,5,1,1,2,15,2023/12/06,1,適合大團露營區運氣兩天一夜天氣露友素質衛浴清潔頻繁乾淨
場地規劃不錯，來露營這天風爆炸大。,4,1,1,2,535,2022/05/06,1,場地規劃不錯這天風爆炸
營區老闆服務超讚，隨時可看得到他的身影，一家人都很親切，風景/設施/人情,5,1,1,2,4560,2017/05/29,1,營區老闆服務超讚身影一家人親切風景設施人情
營主是位熱心的人，值得推薦，現在又有螢火蟲活動很棒。,4,1,1,2,1579,2019/05/07,1,營主是位熱心值得推薦螢火蟲活動很棒
其他都好，只有網路差到爆,4,1,1,2,47,2023/05/06,1,網路差到爆
平日露營第一晚因為瓦斯桶有謎樣的開關未開啟，導致自己拿瓦斯爐去廁所燒水洗澡，有點不悅，洗完後遇到營主，所以第二晚就有熱騰騰的水可以洗澡了，但環境優美，氛圍很棒，又乾淨，且營主人很好，又有超級乖的小白，還可以溪釣、玩水，所以我給予五星，並且下次還會再來,5,1,1,2,4732,2020/05/07,1,平日第一晚因為瓦斯桶謎樣開關未開啟導致瓦斯爐廁所燒水洗澡不悅洗完營主晚熱騰騰水洗澡環境優美氛圍很棒乾淨且營主人超級乖小白溪釣玩水給予五星下次還會再來
"環境很不錯,營主有用心在經營,夏日炎炎有水池可以玩水,有魚池可以釣魚,營主有請喝涼湯,紅豆湯,龍眼木耳湯,可惜營位給的比較小一點,蚊子多,。",5,1,1,2,288,2023/07/06,1,環境不錯營主有用心經營夏日炎炎水池玩水魚池釣魚營主有請喝涼湯紅豆湯龍眼木耳湯可惜營位給一點蚊子
有老鷹餵食秀。高山.冬天要記得保暖裝備廁所很大又乾淨整體來說還不錯的園區 !!,4,1,1,2,6723,2020/12/03,1,老鷹餵食秀高山冬天記得保暖裝備廁所很大乾淨整體不錯園區
上禮拜剛露完，心裡只有一種感想就是乾淨，廁所跟淋浴間每次去都呈現剛打掃完的感覺非常乾淨，營主很好客看到我們在搭帳篷的時候會在旁邊協助，晚上還會來跟我們喝一杯聊聊天，下次一定要在回來露,5,1,1,2,6638,2021/05/09,1,禮拜剛露完一種感想乾淨廁所淋浴間每次呈現打掃完感覺乾淨營主好客搭帳篷旁邊協助晚上會來喝一杯聊聊天下次回來露
很棒、很美的營區用心經營的營區乾濕分離的浴室！超推！ …,5,1,1,2,3209,2021/05/07,1,很棒美的營區用心經營營區乾濕分離浴室超推
老闆服務熱忱，廁所洗澡間很乾淨,4,1,1,2,1307,2023/05/07,1,老闆服務熱忱廁所洗澡間乾淨
非常不推的露營區，一帳費用1250營主態度非常不好，訂雨棚營位兩帳，實際有雨棚遮著，只有400*600，裡面放不了兩個帳篷。訪客收費太貴，一個人要150，小學生身高太高一樣被收150，一台車要100，還規定時間離開，非常不推,1,-1,1,0,4225,2021/05/07,1,推區一帳費用1250營主態度不好訂雨棚營位兩帳雨棚遮著400600放兩個帳篷訪客收費太貴人要150小學生身高太高收150一台車要100時間離開推
謝謝老闆。場地都維持的很好草皮也很漂亮老闆也都會主動提供蚊香跟關心露友們都是小包區為主所以沒什麼景色衛浴設備也很普通半夜會有狗來翻垃圾跟整個晚上狗叫聲都沒停過,3,0,1,1,6245,2018/11/26,1,謝謝老闆場地草皮很漂亮老闆主動提供蚊香關心露友們小包區為主沒什麼景色衛浴設備半夜狗翻垃圾晚上狗叫聲停過
UNRV.特別推薦雲端紅土咖啡給各位露友，我們非常非常的滿意，回家也沒有這裡舒服～小提醒（來此若能品嚐一下本土咖啡，更加美好）,5,1,1,2,5967,2020/05/08,1,UNRV特別推薦雲端紅土咖啡露友滿意回家舒服提醒來此品嚐本土咖啡美好
唯一的小可惜是林蔭太少，其他方面幾乎無可挑剔。,5,1,1,2,2425,2017/04/30,1,唯一可惜林蔭太少無可挑剔
清境地區夏天避暑露營好地方,5,1,1,2,5741,2021/05/08,1,清境地區夏天避暑地方
兒童遊戲區可以設個廁所，小孩比較不用跑那麼遠！。上去的路陡了點，但是因為這樣才有更好的環境！營主夫婦人超好，還拔菜送我們！,5,1,1,2,2950,2018/06/11,1,兒童遊戲區設個廁所小孩不用跑遠路陡了點因為更好環境營主夫婦人超還拔菜送
老闆娘很輕切，營區晚上夜景很美！,5,1,1,2,6061,2019/04/01,1,老闆娘很輕切營區晚上夜景美
營區整潔。營區很乾淨，營區配的位子也很夠，營主也很認真分類垃圾，但唯獨白天沒有熱水這點比較麻煩，家有小孩玩沙玩水玩玩完想沖澡卻只有冷水沒辦法洗。小一點的小朋友大號完想洗屁股也沒辦法。,5,1,1,2,5328,2024/04/09,1,營區整潔營區乾淨營區配位子很夠營主分類垃圾唯獨白天熱水麻煩家有小孩玩沙玩水玩玩完想沖澡冷水辦法洗一點小朋友大號完想洗屁股辦法
不錯歐，設備新新的有用心維護，老闆還請喝茶,5,1,1,2,909,2020/05/07,1,不錯歐設備新新用心維護老闆還請喝茶
附近有小溪可以親近大自然,4,1,1,2,2805,2020/05/07,1,小溪親近大自然
第26露在星院，環境有整理浴廁乾淨露友水準高，享受到不錯三天兩夜車露 …,5,1,1,2,1529,2023/05/07,1,26露星院環境整理浴廁乾淨露友水準高享受不錯三天兩夜車露
浴室水龍頭忽冷忽熱。寵物建議都禁止，不然就是可以帶不要收錢,2,-1,1,0,1905,2022/04/18,1,浴室水龍頭忽冷忽熱寵物建議禁止收錢
營主很親切，設施及服務都很好。,5,1,1,2,5609,2019/03/10,1,營主親切設施服務
櫻花很美。櫻花季很值得到訪，營主熱心,4,1,1,2,3150,2019/03/06,1,櫻花美櫻花季值得到訪營主熱心
隔壁的好吵，吵死了大家都不用睡了,2,-1,1,0,2174,2023/05/07,1,隔壁吵吵死不用睡
"寬闊的視野, 親切熱心的營主, 超推。第二天晚上遇上大雨, 營主還每帳提醒並幫忙拉水線, 超貼心 !! C區睡帳後方即為浴廁區的必經走道, 深夜碎石聲響有點擾人 , 若能改善必定大大加分, 但並不影響整體營區品質喔 !!",5,1,1,2,2356,2018/07/02,1,寬闊視野親切熱心營主超推第二天晚上遇上大雨營主還每帳提醒幫忙拉水線超貼心C區睡帳後方為浴廁區必經走道深夜碎石聲響擾人若能改善加分但並影響整體營區品質喔
衛生設備有待加強。對於環境要求不高的話這邊是OK，傍晚會有小黑蚊,3,0,1,1,3670,2023/04/05,1,衛生設備有待環境不高OK傍晚小黑蚊
營主人很好，還送我們茶包廁所乾淨，熱水夠力，夜景美很推薦的營地,5,1,1,2,832,2023/11/07,1,營主人還送茶包廁所乾淨熱水夠力夜景美推薦營地
沒有飲水機，熱水忽冷忽熱，冬天根本不夠用，可以讚賞的是宮廷帳，其他都很平庸。環境還不錯,2,-1,1,0,4179,2024/03/07,1,飲水機熱水忽冷忽熱冬天讚賞宮廷帳平庸環境不錯
因為不是自己訂的營位，到現場才知收費標準，有被驚訝到，不過兩天露下來，覺得這營區真的很棒，草皮照顧的好讓人想一直赤腳走，浴室寬敞乾淨熱水穩定，廁所超級超級乾淨，乾淨到小孩問我上廁所要脫鞋嗎？（相比前兩個禮拜在某網美露營區收費1200/天，廁所卻整整三天沒人清潔，垃圾還要自己帶回家）這裡真是太美好了,5,1,1,2,3194,2022/05/07,1,因為訂營位現場知收費標準驚訝兩天露營區真的很棒草皮照顧想赤腳走浴室寬敞乾淨熱水穩定廁所超級超級乾淨乾淨小孩問我上廁所脫鞋相比前兩個禮拜網美區收費1200天廁所整整三天清潔垃圾帶回家真是太美好
台北近郊很方便的露營區,5,1,1,2,4406,2019/03/04,1,台北近郊區
好營區+好營主。有保險的營區，朋友受傷，營主主動聯絡,5,1,1,2,1926,2021/04/28,1,營區好營主營區朋友受傷營主主動聯絡
風景美麗 空氣清新 營主熱情 小孩的樂活天地,5,1,1,2,1599,2018/05/07,1,風景美麗空氣清新營主熱情小孩樂活天地
營區風景很美，但營區中間有條馬路車子經過有點吵,4,1,1,2,921,2019/05/07,1,營區風景美營區有條馬路車子吵
很安靜、乾淨、愜意的營區，是會再度二訪的名單。營區廁所未提供廁紙及沐浴用品，也沒有鏡子，稍微不方便。但大致上都很滿意,5,1,1,2,2638,2019/01/18,1,安靜乾淨愜意營區再度二訪名單營區廁所未提供廁紙沐浴用品鏡子稍微滿意
很不錯的露營跟民宿場所,5,1,1,2,3317,2017/05/07,1,不錯民宿場所
"舒服悠閒的好營區。區與區都有間隔開來, 減少彼此間的聲音干擾, 衛浴/冰箱/洗水槽數量充足, 沒有排隊的問題洗澡水量大, 且浴室有下方有排水墊, 不會一直踩在水上, 洗澡真是舒服園區內有親人的貓咪四處逛街, 很可愛沒事就會想來, 只怕訂不到為",5,1,1,2,6171,2023/04/19,1,舒服悠閒營區區與區間隔開來減少彼此間聲音干擾衛浴冰箱洗水槽數量充足排隊洗澡水量浴室下方排水墊踩水上洗澡舒服園區內有親人貓咪四處逛街可愛沒事想來訂不到為
風景好空氣又好， 廁所又乾淨，值得推薦……,5,1,1,2,2832,2019/05/07,1,風景空氣廁所乾淨值得推薦
好走的山路，所以不用擔心開車技術不好不敢上山；露營區環境很乾淨，包括浴室、洗澡間；業者很親切；離瀑布區不會太遠，走一小段可以當運動,5,1,1,2,2554,2019/05/07,1,走山路不用擔心開車技術不好上山區環境乾淨包括浴室洗澡間業者親切瀑布區太遠走一小段運動
交通方便，有溪水可玩還有魚蝦，浴廁乾淨，露過2次了，還會再去！,5,1,1,2,4385,2020/02/15,1,交通溪水可玩魚蝦浴廁乾淨露過次還會
還不錯的營區。鄰近溪流，交通方便，都有附遮雨棚，大多為小包區，雨後營區水聲超大，怕吵的可能要慎選,5,1,1,2,4328,2022/10/14,1,不錯營區鄰近溪流交通附遮雨棚為小包區雨營區水聲超大吵慎選
環境寬敞舒適，衛浴設備充足且衛生乾淨，更用心做防蚊蟲的小貼心，小朋友可以好好玩水及秘境探索，路況超好,5,1,1,2,1271,2023/10/07,1,環境寬敞舒適衛浴設備充足衛生乾淨用心做防蚊蟲貼心小朋友好好玩水秘境探索路況超好
營主很注意浴廁的乾淨。愛,4,1,1,2,3761,2017/11/17,1,營主浴廁乾淨愛
意外包場的營地，空間大，浴廁優 ，管理員相當熱心 !,5,1,1,2,1462,2022/03/22,1,意外包場營地空間浴廁優管理員熱心
一個非常美的營地第二次造訪，有雲海相陪營主人很好時時關心，值得一去再去的營區～,5,1,1,2,6837,2023/05/09,1,美的營地第二次造訪雲海相陪營主人時時關心值得一去營區
感謝老板招待，就像是自己的大哥一樣很親切很舒服。。夏天一定要穿長褲小黑蚊真的好可怕。,5,1,1,2,5701,2017/08/15,1,感謝老板招待像是大哥親切舒服夏天穿長褲小黑蚊真的可怕
美麗的營區+柔軟的草皮+親善的服務人員+五星級的衛浴空間=美好的露營時光,5,1,1,2,3234,2020/05/07,1,美麗營區柔軟草皮親善服務人員五星級衛浴空間美好時光
營地小而優，水池，跳跳床讓小孩玩瘋了，營主非常親切，貼心,5,1,1,2,395,2019/05/06,1,營地小而優水池跳跳床小孩玩瘋營主親切貼心
感謝營主晚上特別準備點心,5,1,1,2,392,2019/05/06,1,感謝營主晚上特別點心
營主很阿莎力，有讓小孩放電的娛樂設施，衛浴很近又乾淨，冰箱的空間很大，整體感覺很棒，值得再來！,5,1,1,2,1543,2022/05/07,1,營主阿莎力小孩放電娛樂設施衛浴很近乾淨冰箱空間很大整體感覺很棒值得再來
環境很寬闊。熱水後面去洗的不夠熱,4,1,1,2,5100,2018/03/19,1,環境寬闊熱水洗熱
草皮寬廣，衛浴清潔，有沙地與水池，現場還有自行車可借用(要挑一下)，冰箱也很夠用，孩子們也玩得很開心。,5,1,1,2,5241,2023/05/08,1,草皮寬廣衛浴清潔沙地水池現場自行車借用挑冰箱夠用孩子玩開心
遮陰樹木太少，蚊子有點多。遮陰樹木太少，蚊子有點多,5,1,1,2,5716,2017/07/09,1,遮陰樹木太少蚊子遮陰樹木太少蚊子
一個我不會想再去的營區，悶熱的夏天不要來，午後雷陣雨會讓糟糕的排水系統現形，泥濘不堪的路面影響露營放鬆的心情，需要改善，,1,-1,1,0,375,2021/05/06,1,想營區悶熱夏天要來午後雷陣雨糟糕排水系統現形泥濘不堪路面影響放鬆心情改善
營地有小孩遊戲區 玩水池 廁所浴室乾淨 整體規劃不錯 營區以碎石地為主 下釘比較不方便 建議可以提供 塑膠棧板,4,1,1,2,474,2023/11/06,1,營地小孩遊戲區玩水池廁所浴室乾淨整體規劃不錯營區碎石地為主釘建議提供塑膠棧板
椰子區排水問題。本次使用椰子區包區，但遇到雨天，發現雨天排水不佳，地上都是爛泥和積水,5,1,1,2,4504,2017/11/19,1,椰子區排水本次椰子區包區雨天發現雨天排水不佳地上爛泥積水
位在山頂風景漂亮、營區跟廁所整理的很乾淨雨棚大到再大的帳都裝的下、還有咖啡廳喝他們自己種的咖啡、到晚上可以看百萬夜景蠻喜歡的一個營區。,5,1,1,2,5918,2022/05/08,1,位山頂風景漂亮營區廁所整理乾淨雨棚大到帳都裝咖啡廳喝種的咖啡晚上百萬夜景喜歡營區
個人認為F區，C區，A區裡面view很棒，新蓋的雨棚區風景也很漂亮，cdef區要爬險升坡，要考慮車子夠不夠力，稍微有點風險，蚊子少，熱水穩定，氣候宜人，整體而言感受不錯,5,1,1,2,1129,2022/05/07,1,認為F區C區區裡面view很棒新蓋雨棚區風景很漂亮cdef區要爬險升坡車子夠不夠力稍微風險蚊子少熱水穩定氣候宜人整體而言感受不錯
營主熱情，會寒軒小聊。營區蚊蟲蒼蠅少~營主說會定期消毒，很棒的營區，會再訪~,5,1,1,2,6705,2022/05/19,1,營主熱情會寒軒小聊營區蚊蟲蒼蠅少營主說定期消毒很棒營區再訪
浴室乾淨清爽無異味。。浴室乾淨清爽無異味；營主還等我去載小夜班下班的太太才關門，謝謝營主,5,1,1,2,4382,2020/03/17,1,浴室乾淨清爽異味浴室乾淨清爽異味營主還載小夜班下班太太關門謝謝營主
真是一個超讚的露營區，營主夫妻倆待人和善有禮，營區清潔工作一日巡視清潔數次，還有超美的雲海大景，讓人彷彿置身人間仙境，還有季節限定的桂竹筍，營主也是大方分享，體驗採收桂竹筍的樂趣，大人小孩都玩的超開心的。,5,1,1,2,1137,2021/05/07,1,超讚區營主夫妻倆待人和善有禮營區清潔工作一日巡視清潔數次超美的雲海大景彷彿置身人間仙境季節限定桂竹筍營主大方分享體驗採收桂竹筍樂趣大人小孩玩超開心
親切的服務態度！親子好去處！。服務的大姐們都非常親切，環境和浴廁都保持的很乾淨，非常勤得在清理，早上七點起床，昨日的累積的垃圾都收走了。這次小孩都超級愛，兒童遊戲區泳池、沙池都非常乾淨，大人可以放心讓孩子玩，孩子也玩得很盡興！交通方便：7-11 開車距離十分鐘，巷子附近也有柑仔店。特別注意：海拔低要注意小黑蚊！,5,1,1,2,5389,2019/02/11,1,親切服務態度親子好去處服務大姐親切環境浴廁乾淨勤得清理早上七點起床昨日累積垃圾收走小孩超級愛兒童遊戲區泳池沙池乾淨大人放心孩子玩孩子玩盡興交通11開車距離十分鐘巷子柑仔店特別注意海拔低要小黑蚊
這是一個險境露營區，出與入露營區的山路極度危險，沿途路徑雜草叢生，路寬極端的小，幾乎完全無法會車，一路路旁樹枝，竹枝條不斷的刮傷車子，遇到會車時，你就是就是獨木橋上的黑羊與白羊，有極高的車輛受損害風險，除非你是會車高手。,1,-1,1,0,2189,2021/05/07,1,這是險境區入區的山路危險沿途路徑雜草叢生路寬車一路路旁樹枝竹枝條刮傷車子會車時獨木橋黑羊白羊有極高車輛受損害風險會車高手
風景好，環境好。停車可以在好好規劃一下,5,1,1,2,1993,2018/11/20,1,風景環境停車好好規劃
11月18日~19日在哪裡露營環境是不錯但早上洗澡洗到一半變成冷水差一點感冒打了三四次電話都沒人接,3,0,1,1,5434,2023/12/08,1,11月18日19日環境不錯早上洗澡洗一半冷水感冒三四次電話沒人接
環境很好，空間很大，廁所很乾淨。,5,1,1,2,4576,2017/05/06,1,環境空間很大廁所乾淨
風景狠美，建議早早入園！,5,1,1,2,2246,2019/05/07,1,風景狠美建議早早入園
很棒的營區，建議浴廁上方可加裝紗窗，避免昆蟲飛進去,4,1,1,2,2026,2018/06/15,1,很棒營區建議浴廁上方可加裝紗窗昆蟲飛進去
服務很好，有機會再來。建議建築物要翻新。,5,1,1,2,4510,2017/11/05,1,服務機會再來建議建築物翻新
搭在老鷹區衛浴完全沒有異味打掃的算蠻勤的 早上一次  晚間也看到有打掃一次真心覺得浴室跟廁所可以增加防蟲網浴廁數量只有各2間 我覺得有點少可能因為有減帳 我沒有覺得排很久要是正常收的時候  就真的會太少了我是夜衝去的到營區前最後一小段路真的有點刺激要慢慢開營主人很客氣.加分～草皮也維護的很棒 加分～浴廁沒有異味 加分～,5,1,1,2,4905,2022/05/08,1,搭老鷹區衛浴異味打掃算蠻勤早上晚間打掃真心浴室廁所增加防蟲網浴廁數量間少因為減帳排久收真的會太少是夜衝去營區前一小段路真的刺激慢慢開營主人客氣加分草皮維護很棒加分浴廁異味加分
3露這次看氣象不想收濕帳，選了雨棚營地營區小小的，但該有的設施都有，營主夫妻人很好優點1.浴廁沒話說，乾淨明亮又大，很勤的做清潔2.離溪水很近，而且清澈3.往營區的路很好走，也離超商不會太遠4.臨時瓦斯罐用完，雖然營本部沒有販賣商品，營主的哥哥（附近營區）有賣，很不巧沒連絡上營主哥哥，最後營主拿自用瓦斯罐救急，非常感謝5.蟲蟲數量還可以接受小小需要留意的地方1.左邊三間浴室似乎熱水不太穩，遇到2次沒熱水2.冰箱如果滿帳不知道會不會沒位置冰，這次遇到冰了一堆冰塊、啤酒、水、果汁，還好平日沒滿帳還有位置能放3.A區的位置前方矮牆沒有安全圍欄，有小小孩的露友要注意一下孩子的安全4.晚上食物要收好，我們的零食被米奇搜刮了5.附近的狗很愛叫但還是個不錯的營區，會再回訪,5,1,1,2,4673,2023/05/07,1,露氣象不想收濕帳選雨棚營地營區小小的設施營主夫妻優點浴廁沒話說乾淨明亮很勤做清潔溪水很近清澈營區路走超商太遠臨時瓦斯罐用完營本部販賣商品營主哥哥營區賣連絡上營主哥哥營主自用瓦斯罐救急非常感謝蟲蟲數量接受小小留意地方左邊三間浴室熱水不太穩次熱水冰箱滿帳位置冰冰一堆冰塊啤酒水果汁還好平日沒滿帳位置能放區的位置前方矮牆圍欄小孩露友孩子晚上食物收好零食米奇搜刮狗愛叫不錯營區回訪
這個營地雖然小可是設備卻是非常齊全的，衛浴間也非常的乾淨，營主是一對退休的老夫妻非常的用心在經營這個營地，而且營主人超好的，這裡我一定還會再來的。,5,1,1,2,4725,2020/05/07,1,營地設備卻是齊全衛浴間乾淨營主是一對退休老夫妻用心經營營地營主人超好還會再來
空間舒適的營地，小孩可以完全放風，不擔心危險，廁所等也維護良好，可再訪也有小朋友遊樂設施及沙坑，夏天還可以玩水,5,1,1,2,5246,2023/05/08,1,空間舒適營地小孩放風擔心危險廁所維護可再訪小朋友遊樂設施沙坑夏天玩水
非常大自然的環境，居然在秋冬之際看到螢火蟲；熱水非常充裕，不用擔心水溫不穩的問題。拖吊露營車可能不太容易進來，連SUV都要轉個幾次才能進來,5,1,1,2,3582,2023/05/07,1,大自然環境秋冬之際螢火蟲熱水充裕不用擔心水溫不穩拖吊露營車不太SUV轉個幾次
很美的營地、營主親切、熱心。衛浴很乾淨、舒適,5,1,1,2,5094,2018/04/06,1,美的營地營主親切熱心衛浴乾淨舒適
