content,rating,status,type,label,sequence_num,publishedDate,text
場地乾淨很放鬆的露營區衛浴設備乾淨、水溫穩定老闆娘人很好又漂亮，很推薦的露營場地 …,5,1,1,1,3181,2022/05/08,場地乾淨放鬆露營區衛浴設備乾淨水溫穩定老闆娘漂亮推薦露營場地
看到半年前的評論跟現在好像沒有感受到明顯的改善先說我們在C1.C2那區:1.營地幾乎沒有綠草皮，直接就是泥地，地面凹凸不平整，一堆大大小小的石頭，要很小心不然床墊可能會刺破。2.接上述，又沒提供護草墊。3.浴室熱水依舊沒有中間值熱的時候很燙，要不就是直接變冷水；依舊只有掛鉤沒有置物架；蓮蓬頭的水柱依舊會分岔要拆開洗。4.走樓梯下去就開始聞到廁所的惡臭味，洗澡時還是要搭配尿騷味；雖然主人有拿芳香劑噴，但問題根本似乎不在此。5.我們所在的區域沒有景觀可言。沒有感覺有在用心維護營地，但一帳一晚也是要收到1千元，要選擇營地的話請再多考慮。,2,-1,1,0,932,2023/05/08,半年前評論好像感受改善先說C1C2那區營地綠草皮泥地地面凹凸不平整一堆大大小小石頭小心床墊刺破接提供護草墊浴室熱水依舊值熱燙變冷水依舊掛鉤置物架蓮蓬頭水柱依舊會分岔拆開洗走樓梯聞到廁所惡臭味洗澡時搭配尿騷味主人芳香劑噴不在區域景觀可言感覺用心維護營地一帳一晚收到千元選擇營地請
2023年11月，本次選擇景觀區住兩晚，風景很開闊，浴廁相當乾淨，浴廁區有直立式飲水機提供冷熱水，唯一可惜是冰箱太給力，溫度太低，把高麗菜冰壞了，然後冰箱擺放位置很特別，在水溝邊，露友們使用時要注意,4,1,1,1,688,2024/01/06,2023年11月本次選擇景觀區住兩晚風景開闊浴廁乾淨浴廁區直立式飲水機提供冷熱水唯一可惜冰箱太給力溫度太低高麗菜冰壞冰箱擺放位置特別水溝露友們時要
石楠C區。環境好，營地跟衛浴空間大。對有小小孩的家庭來說是很棒的。有水池小孩們玩的很開心。,5,1,1,1,4353,2018/06/12,石楠C區環境營地衛浴空間小孩家庭很棒水池小孩玩開心
那天意外的我們包場露營XD營區設備真的很好，浴室衛生什麼都很高級、清潔。此外提供冰箱保存食物真的很讚。希望可以提供一些些防蚊液或蚊香會更好～超讚的營區^^,5,1,1,1,6022,2018/04/30,那天意外包場露營XD營區設備真的浴室衛生高級清潔提供冰箱保存食物真的讚希望提供防蚊液蚊香更好超讚營區
因為地震的關係想延期，打給營主，營主第一反應就推給愛露營，都是他們在處理，也沒心幫我們解決，説路況都沒問題，我都不曉得地震造成的土壤鬆動是肉眼就可以看得清楚的？愛露營也踢皮球說「政府沒停班停課，可自行考量評估如期前往或釋出營位」，真不曉得出事的時候，是不是又要改口說已經提醒了^^ 兩邊都不給退費也不給延期，沒關係啦，一千多塊換平安，很值得,1,-1,1,0,1210,2024/04/06,因為地震關係想延期打給營主營主第一推給愛露營沒心幫解決説路況曉得地震土壤鬆動肉眼就可以看愛露營踢皮球說政府停班停課自行考量評估前往釋出營位真曉得出事改口說提醒兩邊不給退費不給延期沒關係一千多塊換平安值得
可以觀賞茶園雲海，十個營位有六間衛浴，營主維持整潔，有熱水開飲機，冷藏和冷凍位置也很足夠，附近有鄒族市集、悠遊吧斯園區，跟營主拿名片可以優待門票費用，開車一小時可以到得恩亞那部落，距離大凍山步道30分鐘車程，可以安排愜意的行程。,5,1,1,1,592,2022/05/07,觀賞茶園雲海十個營位六間衛浴營主整潔熱水開飲機冷藏冷凍位置足夠鄒族市集悠遊斯園區營主名片優待門票費用開車小時恩亞那部落距離大凍山步道30分鐘車程安排愜意行程
標示不清楚外 營主根本不管轄 營區位置這麼空 卻讓營位出入口堵住 根本不考慮其他使用人 真的爛到爆炸 水壓還忽冷忽熱 廁所浴室也少到可憐 以後不會再來了,1,-1,1,0,6001,2023/05/08,標示外營主管轄營區位置空營位出入口堵住真的爛到爆炸水壓忽冷忽熱廁所浴室少到可憐再來
第一次來文化村喜樂跨年，遇到了很棒很好聊的營主，每個人都有屬於自己的故事，很高興客氣的營主與我分享，貨櫃屋很舒適，室內遊戲室小孩玩的很開心，衛浴的熱水很強，很棒的營區，下次有機會來到魚池還要來住,5,1,1,1,1831,2024/01/07,第一次文化村喜樂跨年很棒聊營主故事客氣營主分享貨櫃屋舒適室內遊戲室小孩玩開心衛浴熱水很強很棒營區下次機會來到魚池要來住
超棒的營區！營主夫妻很用心經營，環境很乾淨，是會讓人一直想去的好營區。建議營主洗手台旁要有可放置碗盤跟食材的小平台,5,1,1,1,4457,2020/11/01,超棒營區營主夫妻用心經營環境乾淨想營區建議營主洗手台旁要放置碗盤食材平台
以娜區草皮翠綠乾淨，浴室寬敞明亮整潔年輕營主親切服務貼心,5,1,1,1,4330,2023/05/07,以娜區草皮翠綠乾淨浴室寬敞明亮整潔年輕營主親切服務貼心
五星級設備，老闆親切，地理位置優，距離九族和日月潭近，補貨也很方便，值得一來再來~,5,1,1,1,4151,2019/05/07,五星級設備老闆親切地理位置優距離九族日月潭補貨值得再來
多肉植物很漂亮環境闆娘整理的漂亮乾淨闆娘漂亮親切好聊,5,1,1,1,2346,2022/05/08,多肉植物很漂亮環境闆娘整理漂亮乾淨闆娘漂亮親切好聊
營地的風景很美早上要看日出的朋友們只要出帳篷就看得到了重點是還有熱水！！還有可愛的三隻小貓咪老闆跟老闆娘都很親切還請吃橘子絕對會推薦給想要露營的朋友們,5,1,1,1,4417,2021/05/07,營地風景美早上日出朋友帳篷重點熱水可愛三隻小貓咪老闆老闆娘親切請吃橘子推薦想要露營朋友
露營區環境清靜且乾淨舒適設備一應俱全 四面環山 景色優美適合與家人朋友一起放鬆噢,5,1,1,1,4307,2021/05/08,露營區環境清靜乾淨舒適設備一應俱全四面環山景色優美適合家人朋友放鬆噢
營主很大氣。我們快四點才到，營主還打電話關心。營主說除了我預定的營位外，還有一處位置可選，沒想到是整區，也許是連日雷雨有人取消吧!隔天撤帳去附近走高繞溪古圳，真的好棒啊!,5,1,1,1,4949,2023/05/28,營主大氣四點營主還打電話關心營主說預定營位外一處位置選沒想到整區也許雷雨有人取消隔天撤帳走高繞溪古圳真的棒
很棒營區，就小黑蚊多了點，但有提供蚊香哦!!,5,1,1,1,620,2019/02/10,很棒營區小黑蚊多了點提供蚊香
環境清幽，設備充裕，希望廢水不要直接排到草地上影響到大地,4,1,1,1,2350,2017/10/08,環境清幽設備充裕希望廢水排草地上影響大地
衛浴沒幾間要排隊，冰箱只有一台（爆櫃），注意小黑蚊,2,-1,1,0,3554,2022/05/08,衛浴幾間排隊冰箱一台爆櫃小黑蚊
森林系露營，充滿芬多精和檜木精油味，空氣乾淨又舒適，沒有小黑蚊；正值螢火蟲季節，晚上7-8點滿山的螢火蟲，超級美麗！最原始的大自然環境保持的很棒！A1和A2區的營地，帳與帳之間的距離太擠了，容易相互打擾；另外遊戲區的雨棚實在是太髒了，潮濕長霉發黑，沙坑裡的沙太臭，環境不優，黑黑又髒兮兮的，小孩即便愛玩沙也不願意進到沙坑裡，但是戲水池的水是山泉水，乾淨又超級冰涼！這次營隊的大人小孩眾多，衛浴設備雖然齊全，但沒人打掃衛生，故洗手間非常可怕的髒，洗手槽也不夠，還好這次選擇不開火，否則還真不知道洗菜洗碗怎麼辦呢？就排隊吧！我給三顆星️️️會不會被刪評論呢？每個營地肯定都有優缺點，這個營地最大優點是螢火蟲生態環境吧！,3,0,1,0,3492,2024/05/06,森林系露營充滿芬多精檜木精油味空氣乾淨舒適小黑蚊螢火蟲季節晚上點滿山螢火蟲超級美麗原始自然環境很棒A1A2區的營地帳與帳之間距離太擠相互打擾遊戲區的雨棚實在太髒潮濕長霉發黑沙坑裡的沙太臭環境不優黑黑髒兮兮小孩愛玩沙進沙坑裡戲水池水山泉水乾淨超級冰涼營隊大人小孩眾多衛浴設備齊全沒人打掃衛生洗手間可怕髒洗手槽還好選擇開火真不知道洗菜洗碗排隊我給三顆星️️️被刪評論營地肯定優缺點營地優點螢火蟲生態環境
一定要從霞雲派出所上千萬不要照google導航導航路超小條又抖好顯即時回頭很棒的營區營主熱情，打掃用心帳帳距離都算可以山景，廁浴都很棒,5,1,1,1,5332,2023/05/07,霞雲派出所google導航導航路超小條抖顯即時回頭很棒營區營主熱情打掃用心帳帳距離算山景廁浴很棒
親子戲水，家庭聚會烤肉好去處…老闆娘親切客氣…值得一遊！但入口不太明顯，要多注意招牌哦！,4,1,1,1,995,2021/05/08,親子戲水家庭聚會烤肉好去處老闆娘親切客氣值得一遊入口不太招牌
雖然路程有點不好 但是是一個值得一遊的好地方，視野很好，非常安靜，老闆很親切，完全自製的咖啡非常順口 微酸不苦 順口，花園散步非常悠閒，非常適合來此放空充電,5,1,1,1,3060,2018/05/08,路程不好值得一遊地方視野安靜老闆親切製咖啡順口微酸苦順口花園散步悠閒非常適合來此放空充電
清明連假來露營 ，連續下了3天的雨，營地排水非常棒，不會積水超棒的， …,5,1,1,1,5564,2022/05/07,清明連假來露營連續天雨營地排水棒積水超棒
不錯的新營區，有泳池可戲水，小溪可玩水抓蝦，老闆娘親切有禮！但還有許多可以更好的空間，比如說草地的排水問題，去浴廁的鐵板聲音，廁所衛生紙提供等~,3,0,1,0,4438,2020/05/08,不錯新營區泳池戲水小溪玩水抓蝦老闆娘親切有禮更好空間草地排水浴廁鐵板聲音廁所衛生紙提供
總數10帳的營區營地本身雖不大，但周邊腹地及步道很多最遠可延伸到角板山商圈營主超級熱情生態導覽讓人意猶未竟浴室乾淨又有公用空間可使用附飲水機、大冰箱會讓人想要一去再去,5,1,1,1,304,2021/05/08,總數10帳的營區營地周邊腹地步道最遠延伸角板山商圈營主超級熱情生態導覽人意猶未竟浴室乾淨公用空間附飲水機冰箱想要一去
雖然在很山上，但是個很愜意的露營區廁所浴室清潔的很乾淨，進去都要換拖板鞋有沒帶到的東西都可以跟老闆借!!,5,1,1,1,2783,2019/05/08,山上愜意露營區廁所浴室清潔乾淨要換拖板鞋有帶到東西老闆
收費 雨棚：1000 草地：800優點：雨棚草地優美 衛浴設備五星級 免費釣魚缺點：蚊子小黑蚊多 要做好防蚊措施,4,1,1,1,931,2022/05/06,收費雨棚1000草地800優點雨棚草地優美衛浴設備五星級免費釣魚缺點蚊子小黑蚊多做好防蚊措施
喜歡天際線的悠閒感。天際線的E區營位很舒適，沒有過多設施，但有最棒的view...,4,1,1,1,5907,2022/02/22,喜歡天際線悠閒感天際線E區營位舒適過多設施棒view
整體環境算不錯，價格很優惠，雖說有些小缺點（蚊子、衛浴設備），但這都是小問題，營主的熱情，足以彌補不足處，重點，便利性非常夠，沒有買到的東西，步行幾分鐘就可以一次滿足。拘泥小細節的可以試試，但是喜歡露營的一定要來！！！,5,1,1,1,2693,2022/05/08,整體環境算不錯價格優惠缺點蚊子衛浴設備這都營主熱情足以彌補處重點便利性夠買到東西步行幾分鐘拘泥細節試試喜歡露營要來
3/26 下雨也要露營的一次第一次下雨搭帳好辛苦。不過老天也很幫忙，雨過天晴的景，辛苦都值得了。營主跟營主媽都很熱心來關心住的狀況。好的景就是要開比較久的山路。值得再去的好營地。,5,1,1,1,154,2022/05/07,26下雨露營第一次下雨搭帳辛苦老天幫忙雨過天晴景辛苦值得營主營主媽熱心關心住狀況景要開久山路值得營地
有山有水，舒適方便。。衛浴可考慮乾濕分離。,5,1,1,1,4145,2018/04/05,有山有水舒適衛浴乾濕分離
中秋連假幾乎滿帳的狀況，營地品質還是維護得很好，營主真的很認真和用心，不時循視察看，對小孩的態度也都很nice，有水池、沙池、腳踏車和藍球等設施，非常推薦的營地。 …,5,1,1,1,687,2021/05/08,中秋連假滿帳狀況營地品質維護營主真的用心循視察小孩態度nice水池沙池腳踏車藍球設施推薦營地
2021/05/01環境舒適，保留比一般露營區相對自然原始的景觀，營區提供浴室、有熱水、吹風機，剛好遇上螢火蟲季節，帳篷旁邊的草坡即可觀賞到，很棒的體驗。,4,1,1,1,371,2021/05/07,20210501環境舒適保留露營區自然原始景觀營區提供浴室熱水吹風機遇上螢火蟲季節帳篷旁邊草坡即可觀賞很棒體驗
營主夫婦很熱情、浴廁超乾淨、草皮超厚，很棒的營地！,5,1,1,1,378,2018/04/07,營主夫婦熱情浴廁超乾淨草皮超厚很棒營地
CP值高的營地，非常推薦輕露營或三代同堂。老闆娘非常好客且熱情，雖然設施不像其他露營去那麼多元，但真的是很好放空的地方，臨近還有許多景點可以去，足以彌補設施不足的缺點。下次會再回訪。,5,1,1,1,4434,2019/02/11,CP值高營地推薦輕露營三代同堂老闆娘好客熱情設施不像露營多元真的放空地方臨近景點足以彌補設施缺點下次回訪
路況確實是很好走～營主真的也很熱情！但是環境衛生狀況非常的差營本部門口停車場滿地煙蒂廁所式流動式的組合廁所浴室的地板排水真的不優泄水方向沒往排水孔傾斜草地狀況與照片落差很大想用護草板墊高也沒幾片唯一的標準男廁異味很重營主的家人還有台改裝摩托車超吵每次出門都發車在那熱車熱很久包場收費規則也是模糊不清很有爭議嚴格來說只能算私人院子稱不上營地,1,-1,1,0,2953,2021/05/08,路況確實走營主真的熱情環境衛生狀況差營本部門口停車場滿地煙蒂廁所式流動式組合廁所浴室地板排水真的不優泄水方向沒往排水孔傾斜草地狀況照片落差很大想用護草板墊高幾片唯一標準男廁異味重營主家人台改裝摩托車超吵每次出門發車熱車熱久包場收費規則模糊不清爭議嚴格來說只能算私人院子稱不上營地
草皮跟網路資訊不符露友表示108 10 月前往時草皮就很少但營主卻說因為過年人多才導致草皮稀疏...我們在B區場地很小營主說可以搭7帳如果搭隧道帳可以沒問題但同時只剩下走道 然後一堆營繩小孩大人因此都絆倒過小孩要奔跑完全沒地方...有小孩的可以斟酌訂位我是建議不要收到7帳頂多五帳 如果真的有品質的話廁所完全沒有整理 垃圾都滿出來了...因為場地都是土沒有什麼草皮加上廁所和淋浴同一間導致廁所區塊地板都是泥土....之前去的其他營區都有整理廁所給人舒適感如果不介意的人當然不用理會給的護草墊也很不乾脆一帳限定6片不建議天氣不好時去...肯定都是泥濘建議如果真的希望草皮狀況好那麼可以多準備護草墊讓我們可以在客廳內使用因為評論4.6而去的當然有好的地方但 只想告訴還沒去的人其實也有需要改善的地方請營主虛心接受有評論 才能進步真心希望你們更好 謝謝,1,-1,1,0,4430,2020/05/06,草皮網路資訊不符露友10810月前往時草皮營主卻說因為過年人多導致草皮稀疏B區場地很小營主說搭帳搭隧道帳剩下走道一堆營繩小孩大人絆倒小孩奔跑地方小孩斟酌訂位建議收到帳五帳真的品質廁所整理垃圾因為場地土草皮廁所淋浴間導致廁所區塊地板泥土營區整理廁所給人舒適感不介意不用理會給的護草墊乾脆一帳限定片建議天氣不好時去肯定泥濘建議真的希望草皮狀況護草墊客廳因為評論4.6地方只想告訴還沒去改善地方請營主虛心接受評論真心希望更好謝謝
露營剛好遇到豪大雨，營位有超大遮雨棚還有遮雨圍布，洗碗槽也有遮雨棚，感覺好貼心，每層營位間隔距離滿大的，相互影響程度比較小，加上茶園景致跟營主貼心的小茶包，讓人還會想回露的好營地… …,5,1,1,1,3853,2022/05/07,露營豪大雨營位超大遮雨棚遮雨圍布洗碗槽遮雨棚感覺貼心每層營位間隔距離滿大相互影響程度茶園景致營主貼心茶包還會想回露營地
我預訂3區位置超小，有一部分是水泥地沒辦法打營釘跟營主反應也沒有試圖解決。浴室數量嚴重不足，晚上123區所有人共用2間浴室。冰箱設置在大水溝旁邊，去拿東西超危險人容易掉落水溝空曠區域也很少，沒有景觀視野整體而言很不值得,1,-1,1,0,4619,2021/05/06,預訂區位置超小一部分水泥地辦法打營釘營主試圖解決浴室數量嚴重不足晚上123區所有人共用間浴室冰箱設置大水溝旁邊東西超危險掉落水溝空曠區域景觀視野整體而言值得
環境清幽，小巧而美，營主親切，服務超讚，讚唷！,5,1,1,1,5239,2021/05/07,環境清幽小巧而美營主親切服務超讚讚唷
下山的時候忘記帶走隨身包包鑰匙錢包都在裡面幸好營主媽媽得知情況後馬上下山幫我郵寄～人真的很好還有請我們一行人喝咖啡XD,5,1,1,1,6795,2022/05/08,下山忘記帶走隨身包包鑰匙錢包幸好營主媽媽得知情況下山幫郵寄真的請一行喝咖啡XD
螞蟻太多，老闆不友善，垃圾不會照時間來收，滿了裝不下,1,-1,1,0,2388,2023/05/06,螞蟻太老闆友善垃圾時間來收裝不下
晚上10點硬性關公共區域的燈，卻要人自備燈光，衛浴設備少，停車難,1,-1,1,0,5490,2021/05/07,晚上10點硬性關公共區域燈自備燈光衛浴設備少停車難
很清幽、適合放空、附近有小瀑布可玩水、可惜火車站在整修！營主老爺爺奶奶人真的超級超級棒的！,5,1,1,1,5833,2019/05/07,清幽適合放空小瀑布玩水可惜火車站整修營主老爺爺奶奶真的超級超級棒
黑店收的好，藉由國家天然資源來圖取私人黑心暴利，早該被查緝,1,-1,1,0,1705,2021/05/07,黑店收藉由國家天然資源圖取私人黑心暴利早該查緝
這次造訪德芙蘭農場C區，此區滿帳是18帳，可能是疫情關系，部份有人退帳，營主也為了讓大家活動空間能較大一些，把部份帳讓客人選擇可以移至B區分散人群，要不然個人覺得如果C區要擠18帳，帳與帳的距離太近空間上比較擠，園區裡的衛浴很加分，還貼心的特別規劃了親子大間乾濕分離的衛浴間，水壓水溫非常穩定，浴廁也維護的很乾淨，水糟與電座也很夠用，營本部賣的東西也相當平價，草皮也很厚實健康，園區裡還有小水池、黑板可以畫畫、盪鞦韆、溜滑梯、小型夜市釣魚池、大球、砂坑、還可以跟營主拿菜餵兔子，也有提供冰箱與飲水機，算是優良營區，也能感受到營主的用心維護。,5,1,1,1,2921,2022/05/07,造訪德芙蘭農場C區此區滿帳18帳疫情關系部份有人退帳營主為活動空間較大部份帳讓客人選擇移至B區分散人群C區要擠18帳帳與帳距離太近空間擠園區裡的衛浴很加分貼心特別規劃親子大間乾濕分離衛浴間水壓水溫穩定浴廁維護乾淨水糟電座夠用營本部賣東西平價草皮厚實健康園區裡水池黑板畫畫盪鞦韆溜滑梯小型夜市釣魚池大球砂坑營主拿菜兔子提供冰箱飲水機算是優良營區感受營主用心維護
營主雖然都很客氣，場地有羊大便，有點麻煩，不過我覺得影響感受最差的就是居然沒有護草墊，草地維護的也不夠好，一下雨很多泥巴，帳篷下去真的是髒兮兮⋯⋯廁所蠻小的，這也還好，不過水真的不夠穩定，忽冷忽熱！營主雖然有宣導，10點了要小聲，不過有人大聲其實也沒有管制．．停車沒規劃丶螞蟻很多．．場地擠！．．種種的感受給予兩顆星．．,2,-1,1,0,1171,2023/11/07,營主客氣場地羊大便麻煩影響感受最差護草墊草地維護下雨泥巴帳篷真的髒兮兮廁所這也還好水真的穩定忽冷忽熱營主宣導10點了小聲有人大聲管制停車規劃螞蟻場地擠種種感受給予兩顆星
若對小黑蚊過敏者，不建議你來，雖說是不多，總是有,3,0,1,0,4092,2022/05/07,小黑蚊過敏者建議
老闆&老闆娘待人親切，這次下山輪胎爆裂，很感謝老闆不辭辛勞替我們下山換胎，無怨無悔的幫忙，我們感激在心,5,1,1,1,1485,2019/05/09,老闆老闆娘待人親切下山輪胎爆裂感謝老闆不辭辛勞下山換胎無怨無悔幫忙感激心
好棒的大自然營主好親切！人超好親子友善環境、廁所浴室很乾淨居然還有飲水機！（泡奶很方便森林系營區～期待明年來看螢火蟲！,5,1,1,1,2536,2024/01/07,棒大自然營主好親切人超親子友善環境廁所浴室乾淨飲水機泡奶森林系營區期待明年螢火蟲
首露給了這個營區，但爛到我整個難忘，滿滿的蒼蠅大軍傾巢而出，營主超收營位讓人無法停車，又30-40人搶一間浴室（熱水時有時無看運氣），晚上營主養的看門狗吠整晚，垃圾桶已滿出來到隔日卻也不整理上面停滿蒼蠅，害我現在訂營區第一件事就是問有沒有蒼蠅？營主有沒有養狗？有沒有熱水洗澡....,1,-1,1,0,3874,2022/05/08,首露給營區但爛難忘滿滿的蒼蠅大軍傾巢而出營主超收營位停車3040搶一間浴室熱水時有時無看運氣晚上營主養看門狗吠整晚垃圾桶已滿整理停滿蒼蠅害訂營區第一件事問有沒有蒼蠅營主有沒有養狗有沒有熱水洗澡
要說缺點也沒什麼大缺點，但也沒什麼特別令人印象深刻的特點...就只能說這類的露營場地就這樣吧。說點實際的。優點是每區都有衛浴和分區供電，草地平整，景觀也不錯。缺點是螞蟻實在太多，我知道野地不能要求什麼蟲都沒有，但螞蟻實在太多被咬了幾口（也不算太大的困擾），小孩的沙坑也是一堆大螞蟻。冰箱有點小遠（好矛盾，現在的露營有冰箱還嫌）。希望再多點大樹，未搭帳或拆帳時能給小孩躲太陽。總之不差啦。,4,1,1,1,5566,2020/05/07,要說缺點沒什麼缺點沒什麼特別令人印象深刻只能說這類露營場地說點優點每區衛浴分區供電草地平整景觀不錯缺點螞蟻實在太野地蟲都螞蟻實在太咬幾口不算太大困擾小孩沙坑一堆螞蟻冰箱小遠矛盾露營冰箱還嫌希望多點大樹未搭帳拆帳時能給小孩躲太陽不差
坐擁180度景觀露台，山嵐美景映入眼簾，昆蟲蝴蝶很多。營主夫妻人超好超親切，適合小包場,5,1,1,1,4436,2018/07/28,坐擁180度景觀露台山嵐美景映入眼簾昆蟲蝴蝶營主夫妻人超超親切適合包場
"非常注重細節的營區,營主非常熱情大方且用心,洗澡浴室超級寬廣整潔,更重要的是魚不怕你釣,只怕你不釣",5,1,1,1,6213,2019/01/08,注重細節營區營主熱情大方用心洗澡浴室超級寬廣整潔是魚釣不釣
晚上的星空非常漂亮！廁所和環境也都非常乾淨～營主人超好，看我們裝備不齊全還補了蚊香跟燈和電風扇給我們ಥ_ಥ,5,1,1,1,605,2023/05/08,晚上星空漂亮廁所環境乾淨營主人超好裝備齊全還補蚊香燈電風扇ಥಥ
環境整潔度不錯，營主人很熱心，盥洗衛浴也維持得很乾淨，親子設施-沙坑，溜滑梯，水池，小朋友玩瘋了，惟要幫小朋友注意蚊子與蒼蠅,4,1,1,1,899,2021/05/06,環境整潔度不錯營主人熱心盥洗衛浴乾淨親子設施沙坑溜滑梯水池小朋友玩瘋惟要幫小朋友蚊子蒼蠅
老闆你們人好好！～。很喜歡的營區，一直不太喜歡擁擠的營區，老闆們的規劃讓人擁有非常棒的露營體驗～希望。。。已後還是好訂位！哈哈哈～,5,1,1,1,4899,2021/10/28,老闆好好喜歡營區不太喜歡擁擠營區老闆規劃擁有棒露營體驗希望訂位哈哈哈
營區位於高處，地處清幽，且高低層次分明，視野良好，可俯視那瑪夏縱古，美景環抱，營位水電設施完善，浴廁乾淨，尤其老闆跟老闆娘的風趣與親切，是最棒的軟體設施喲～！,5,1,1,1,2560,2019/05/08,營區位於高處地處清幽層次分明視野俯視那瑪夏縱古美景環抱營位水電設施完善浴廁乾淨老闆老闆娘風趣親切棒軟體設施
環境維持得不錯，滑草場沒有石頭碎石、草皮鬆軟,4,1,1,1,6773,2020/05/06,環境不錯滑草場石頭碎石草皮鬆軟
環境很棒唷。女廁衛浴排水不佳，其他都很棒會想再去,5,1,1,1,2166,2019/01/30,環境很棒唷女廁衛浴排水不佳很棒會想
廁所很髒，一天只倒垃圾一次 ，沒有清潔，營區還有蟑螂出沒,1,-1,1,0,2002,2022/05/06,廁所很髒倒垃圾清潔營區蟑螂出沒
優質的營區一：往營區的路好走，照著營主的告知走121鄉道。二：環境清悠，四周都是樹林。三：浴廁乾凈，夠大，建議兩位一起洗。四：營主親切且會注意露客需要什麼，但也不會打擾。五：懶的搭帳蓬的話，營主還有帳蓬可以租。六：補給在營區附近有雜貨店，但不知道開到幾點，建議來之前先買完，不然最近的全聯要30分鐘值得夏季再來一次看看,5,1,1,1,194,2023/05/08,優質營區營區路走照著營主告知走121鄉道環境清悠四周樹林浴廁乾凈夠大建議兩位洗營主親切且會露客打擾懶搭帳蓬營主帳蓬租補給營區雜貨店開幾點建議先買完全聯要30分鐘值得夏季再來
圖文不符⋯⋯場地欠缺整修營主什麼都自己來結果每個部分都沒用好,2,-1,1,0,1613,2023/05/06,圖文不符場地欠缺整修營主沒用
很清幽的地方。建議收費時順便對所有營友提醒，晚上十點之後就要降低說話音量，以不干擾到鄰居睡覺為原則。我們可以選擇好營地，更希望遇到好鄰居。,5,1,1,1,3843,2017/11/20,清幽地方建議收費時順便營友提醒晚上十點降低說話音量干擾鄰居睡覺為原則選擇營地希望鄰居
乾淨，景觀好的營區，營主夫妻非常友善，私心推薦,5,1,1,1,6277,2023/05/07,乾淨景觀營區營主夫妻友善私心推薦
浴廁是很新沒錯，不過在廁所上大號時沒訊號會比較無聊，再來比較嚴重的是晚上只有12度，結果我們四個人都遇到洗到一半沒熱水的問題，洗到一半還要等熱水真的是蠻痛苦的，一帳800算是比較便宜的價格，附近也有全家跟飲料店還有雜貨店很方便,3,0,1,0,346,2023/05/07,浴廁新沒錯廁所大號時訊號無聊再來比較嚴重晚上12度四個洗一半熱水洗一半熱水真的痛苦一帳800算是便宜價格全家飲料店雜貨店
哪裡有籃球場而且洗澡的地方很大還有櫃子很方便,5,1,1,1,4347,2021/05/08,籃球場洗澡地方很大櫃子
新的營區乾淨 廁所乾淨！ 獨缺晚上的時候沒有人管理音量！ 都已經超過12點了隔壁營區的人還是開著喇叭大聲聊著天 絲毫不顧及到旁邊的人要不要休息很沒有水準。出門在外一點自覺都沒有，你有付錢租場地我們也有付錢租場地阿 為什麼我們就得要忍受你們的噪音久久不能入睡。不是付錢就是大爺好嗎？,3,0,1,0,2307,2024/04/08,新營區乾淨廁所乾淨獨缺晚上管理音量超過12點了隔壁營區開著喇叭大聲聊著天絲毫顧及旁邊休息水準出門在外一點自覺付錢租場地付錢租場地為忍受噪音久久入睡付錢大爺
廁所很少廁所很髒熱水忽大忽小打電話反應廁所髒，但是營主沒有處理,1,-1,1,0,3483,2023/05/09,廁所廁所很髒熱水忽大忽小打電話廁所髒營主
很棒的露營體驗，營主夫妻很親切 、熱情，下次還會再去！,5,1,1,1,3175,2023/04/16,很棒露營體驗營主夫妻親切熱情下次還會
衛浴設備真的很棒。1帳1洗手台真的很好，但洗手台太小，旁邊沒有可以放置物的地方很不方便衛浴很乾淨，但空間太小，放置物架的衣服容易濕,4,1,1,1,43,2020/03/02,衛浴設備真的很棒帳洗手台真的洗手台太小旁邊放置物地方衛浴乾淨空間太小放置物架衣服濕
優點不少不贅述缺點的部分：1. 蚊子多(商家有提供蚊香及驅蚊棒可使用)2. 112/01/22晚上無熱水可使用3. 車位不足，需停路邊4. 營地邊污水管會漏水淹到營位5. 附近有改裝車，夜深人靜會在小路上補/回油門6. 大帳會搭到路中間,5,1,1,1,296,2023/05/06,優點贅述缺點蚊子商家提供蚊香驅蚊棒1120122晚上熱水車位需停路邊營地污水管會漏水淹到營位改裝車夜深人靜路上補回油門大帳搭路
座落在群山之中，老闆娘與女兒的熱情款待讓人再三回味，非常推薦前往。,5,1,1,1,5780,2018/05/08,座落在群山之中老闆娘女兒熱情款待再三回味推薦前往
沒飲水機，沒沐浴用品，必須得自己準備，景色很普通，而且附近有農地，蒼蠅很多，上山的路很小且路況不優，底盤太低不建議去，再加上會車很辛苦，個人不推。,3,0,1,0,6655,2021/05/07,飲水機沐浴用品景色農地蒼蠅上山路很小路況不優底盤太低建議會車辛苦推
場地普通，收費不算便宜，例如附設卡拉OK，唱一首歌20元，帳蓬租借每頂300元，場地費用還要另計。,1,-1,1,0,1552,2018/05/07,場地收費不算便宜附設卡拉OK唱一首歌20元帳蓬租借每頂300元場地費用另計
"交通非常方便, 營主很Nice。營主的仙草茶好喝, 營區因為有果樹所以昆蟲很多, 風景不錯, 面向關刀山.很不錯的露營體驗.",5,1,1,1,1337,2021/09/24,交通營主Nice營主仙草茶好喝營區因為果樹昆蟲風景不錯面向關刀山不錯露營體驗
