content,rating,type,status,sequence_num,tokenization,publishedDate,origin,label
環境很美，但浴室的數量明顯不夠，另外開車在山路上要特別小心，因為路很窄又陡峭，低底盤的車輛要小心駕駛。,3,1,0,4929,,2020/05/08,0,中立
路小有幾段路有車輛問題，但風景不錯。,3,1,0,4930,,2020/05/08,0,中立
營地的服務很好。廁所和浴室很乾淨，但數量少而且集中在一起需要排隊等待。建議增加更多廁所和浴室，但要注意不要超過場地的容量。此外，進出的路很窄，尤其夜晚時較難通行，需要想辦法改善。,3,1,0,5152,,2017/10/23,0,中立
這個營地整體環境舒適，提供了親子設施、冰箱、飲水機，草皮活動空間也很大。營主人也很友善。但是洗澡時間有限制，白天沒熱水；裝備只能在不到3米寬的柏油路下，下裝備時可能會擋到後面的車；騎腳踏車空間只有柏油路，且路很窄；撤帳時間較為硬性；光害影響星空觀賞；A區3帳之後距離放置區需要走很遠。總體來說，仍然會列入考慮，但下裝備的限制確實是個硬傷，希望營主能夠考慮改善。,3,1,0,5231,,2023/12/08,0,中立
這個地方的設施相當充足，有提供足夠的冰箱和冷凍空間，還有草皮可以讓孩子打棒球，籃球場可以供運動使用，還有腳踏車、玩沙區、戲水區和飲水機。營地的主人家非常勤奮，經常打掃並協助丟垃圾和分類，雖然廁所和浴室較少，但經常巡視清潔環境，並提供反光衣給車輛指引方向以確保孩子的安全。建議改善的地方包括女廁浴室的冷水流太小，水溫不穩且過燙，只有5間淋浴間，回應是因為人數過多？洗澡常常變成一種痛苦，建議安裝加壓馬達來改善水壓。另外，最好挑選好季節造訪，因為如果碰上風大的日子，可能就不會遇到小黑蚊了，而小黑蚊太輕，容易被風吹走。,3,1,0,5253,,2023/05/08,0,中立
這個地方有一些好處，比如海拔不高、開車方便、兒童設施豐富、適合小孩玩耍。然而，最大的問題是有很多小黑蚊，即使使用防蚊液也無法完全避免被叮咬，尤其從中午到傍晚更加嚴重，晚上還有大型斑蚊，叮咬會很痛。也許下次考慮冬天來會比較好。,3,1,0,5259,,2022/05/08,0,中立
這個地方對於喜歡大雜燴食材、習慣在白天不怕吵鬧的人來說是很合適的營區。帳篷相鄰，距離很近，晚上十點以後就要保持安靜。營位擁擠，搭帳篷和天幕的方向不對還會被營主指責，地面區塊沒有清楚的標示，即使釘了營釘有一點點偏移也會被指正。浴室和廁所無法應付週六時的人潮，熱水只有晚上六點到半夜十二點，尖峰時段要排隊等候，水壓也不穩定，冰箱塞得滿滿的，食材被擠壓得亂七八糟，有些東西還找不著。營位旁的插座電壓非常不穩定，可能跟人數多寡有關係，夏天可能會面臨跳電問題。建議夜晚十點前到達，因為十點後營區大門就會上鎖。整體環境乾淨整潔，看來我和朋友可能不太適應這裡。來之前最好詳細閱讀營地須知和規定，一不小心就會違規被責罵。,3,1,0,5283,,2021/05/08,0,中立
冬天時電力供應不穩定，必須改進以確保提供友善的露營體驗品質。,3,1,0,5284,,2021/05/08,0,中立
A區和CD區是不同的，A區是停車場，而CD區比較方便觀望但有共用的廁所和浴室。如果帳篷位置滿了，可能要等很久才能洗澡，而且上面會有點冷。廁所很乾淨，有拉門和提供衛生紙。如果選擇CD區接近尾巴的位置，要注意需要走一段路到廁所。十二月去的話，可能會有一些蒼蠅，難免有螞蟻出沒，甚至可能會影響到帳篷和車子。建議選擇靠近前面的營位，但營地主分配的位置應該不會有帳篷連接到天邊的問題。對小孩來說是個理想的地方，有沙坑、籃球場、腳踏車和溜滑梯，對於放生小孩很適合。此外還有冰箱和飲水機。建議準備好食物和飲品再開車，因為下山要花10分鐘到20分鐘才會有便利商店711。,3,1,0,5288,,2021/05/08,0,中立
孩子們戲水後沒有24小時的熱水洗澡不太方便。,3,1,0,5331,,2023/12/28,0,中立
老闆可以給員工更多自由空間嗎？感覺很不舒服。,3,1,0,5341,,2022/05/16,0,中立
鄰居早上六點割草的噪音讓人困擾，希望老闆可以幫忙改善與鄰居之間的關係。如果無法要求鄰居改變作息時間，至少應該提前告知割草時間，讓露營者可以做好準備。向老闆反映後未見改善，感到困擾。,3,1,0,5353,,2020/11/30,0,中立
營地管理人員未能主動聯繫。因為連日大雨，當天一早我們就詢問營地主人是否建議取消露營活動。直到晚上七點半才回覆表示可以不用前往，然而我們已經出發了…蚊蟲非常多，讓我對人生產生了質疑。草地積水相當嚴重，雖然提供了草地保護墊，但仍然泥濘不堪！整個營地設施中，可能浴室算是相對不錯的，但排水速度仍有改善空間！,3,1,0,5376,,2019/06/10,0,中立
草地很長，可能需要修剪一下。如果有三組朋友同時到達A區，搭帳篷和結賬可能會變成一場災難。營位十分狹窄，客廳帳搭好後，幾乎無法活動空間。由於車輛無法進入營區，即使先收拾了行李也難以離開，停車位離營位有距離，也沒有推車可用，全部得靠人力來回接駁，這容易造成家庭關係緊張。在春夏季節，加上附近有果園，蚊蠅非常多。浴室和廁所算是乾淨整潔。只有垃圾桶的入口處，這還好，但如果帳篷多的話可能容易爆滿。下大雨時，草地排水有問題，容易積水。,3,1,0,5426,,2024/05/05,0,中立
11月18日到19日露營的地點環境很好，只是早上洗澡時洗到一半突然變成冷水，差一點感冒了。我打了三四次電話都沒人接。,3,1,0,5434,,2023/12/08,0,中立
整體來說還不錯，就是有些問題在於棧板。,3,1,0,5435,,2023/11/08,0,中立
廁所設施很周全，但僅營本部有冰箱，對於C區的我們來說要走得很遠，不是很方便。B區的大草皮讓孩子們玩水很開心，且備有衛浴設施，但可惜沒有冰箱。A區的營位形狀較為狹長，如果是帶大帳篷可能會有些擁擠，而且草地不夠平整，有些地方有坑洞，搭帳篷時需注意選擇位置。洗手台有點不夠，網站上寫是3帳位，對應三個洗手台。營區主人將我們四個帳位安排在同一區。這地區這個季節常見很多螢火蟲，但也有許多小型黑蚊、螞蟻和蜘蛛（都相當大隻），白天也會有一些蒼蠅，最可怕的是還有大型蟑螂。這裡的生態非常豐富。,3,1,0,5440,,2023/05/08,0,中立
從香港回來的小哥人很友善且熱情，但每個帳篷的距離都很近。晚上十點過後其他的帳篷開始很吵，即使多次勸說也沒有用，營地業者也沒有效地協助解決。玩桌遊的人爭先恐後地吵鬧、喝酒的團體又開始放音樂和大聲講話...差不多到凌晨12點才漸漸變得安靜，才能入睡。,3,1,0,5450,,2023/05/08,0,中立
這次我們前往一個地方，共有大人和小孩約20人左右，透過網路找到這裡。整體來說，這個地方相當不錯，環境優美、廁所也算乾淨、設備也很齊全方便使用、營主也很熱情。但唯一讓我們感到困惑的是，有幾位營主的朋友來打招呼。一開始只是簡單的招呼，我們也還可以接受。但後來他們的行為越來越誇張，一直來我們的營位要我們與他們喝酒聊天，甚至尋找我們其中一位妹妹。我們已經很客氣地拒絕了，但他們卻死皮賴臉地不肯離開。更糟糕的是，他們甚至在我們的營位一直徘徊不走。當時已經很晚，小朋友都在睡覺，這行為明顯侵犯到了我們的私人空間。我們本來是來放鬆享受的，為什麼要花錢特地來這裡，還要應酬營主的朋友？！對於他們的職業和經歷我們一點興趣也沒有，更不用說要浪費時間和精力應付。這次遇到這麼糟糕的事情，讓我們對於再次造訪這個地方有所猶豫。,3,1,0,5468,,2022/05/08,0,中立
抵達時是兩點左右，營地主人才開始準備搭建出租的帳篷，直到傍晚才完成。最糟糕的是，半夜睡的氣墊床漸漸漏氣，而且不僅一個。第一天廁所的味道相當濃重，小孩一直抱怨很臭。第二天早上清潔後好很多。建議在廁所外面設置洗手池放洗手乳，尤其在疫情期間，這真的很重要！,3,1,0,5477,,2022/05/08,0,中立
在多帳時人潮眾多，建議前往包廂區，廁所外觀設計不錯，但清潔方面還有待改善，另外，附近的長興國小是個不錯的地方可以去玩。,3,1,0,5500,,2021/05/08,0,中立
廁所雖然比較乾淨，但小黑蚊還是挺多的。,3,1,0,5519,,2020/05/08,0,中立
這個露營地的地勢不太平坦，每個帳篷之間的距離太過接近，需要仔細考慮一下，和照片上看到的不太一樣。,3,1,0,5524,,2019/05/08,0,中立
環境還算不錯，但帳篷區人潮眾多，有點擁擠，同時廁所設施不足，導致D區旁廢水排放臭味。早上被狗吵醒，發現帳篷附近有狗大便，心情大受影響。,3,1,0,5527,,2019/05/08,0,中立
有小沙坑和小水池，很適合玩耶,3,1,0,5540,,2018/05/08,0,中立
營地的草坪保持得很好，但是營地主人收取入場費的金額相對較高，所以人潮比較密集。,3,1,0,5541,,2018/05/08,0,中立
浴廁的清潔環境很好，但當我到現場時才被告知需要额外支付搭帳費，讓我感到有些不滿。優點是浴廁整潔，服務人員態度良好；缺點是帳篷之間距離較近、地面不平整。到達現場後才告知我需要額外支付300元搭帳費，且無法自行選擇搭帳位置，詢問原因時竟被告知無法在網站上註明，這讓我感到不滿。,3,1,0,5562,,2023/02/13,0,中立
在人多的時候，應該更加注意垃圾處理。,3,1,0,5610,,2019/03/02,0,中立
這個營地的情況確實很吵，晚上後還有人大聲聊天、小孩尖叫，狗也在狂吠，營主似乎沒有管制。各種吵鬧聲和蚊蟲都令人不安。,3,1,0,5663,,2018/04/06,0,中立
老闆雖然熱心但不太擅長聊天，不常回訪，店裡除了兔子沒有其他特別的。,3,1,0,5719,,2024/04/08,0,中立
湖畔區的風景很美，很舒暢。在大樹下的這兩個座位更是絕佳。,3,1,0,5786,,2019/05/08,0,中立
景觀不錯，但營位有點擁擠，而且收費太高了，露營一個晚上要價1500元。,3,1,0,5791,,2019/05/08,0,中立
環境還算不錯，地形為三層樓，最上層只有一間浴室，有點不足，二樓空間不大，但有4間浴室，需與三樓共用。如果人多的話，希望能更頻繁清理廁所的垃圾。,3,1,0,5793,,2019/05/08,0,中立
每個房間都配有棧板，所以睡起來很平舒！早上醒來就可以期待美麗的風景！可惜營區有點小⋯不過這裡有販賣部，可以補充一些飲料或生活必需品！,3,1,0,5844,,2018/05/08,0,中立
設備無需擔憂，風景不錯，只是收費稍貴。,3,1,0,5845,,2017/05/08,0,中立
乾淨的空氣，樸實的環境。,3,1,0,5955,,2021/05/08,0,中立
到山上欣賞風景，暫時遠離都市生活，讓心情放鬆，為了迎接新的開始！,3,1,0,5968,,2020/05/08,0,中立
前往營地的山路比較崎嶇，開車要小心。營地周圍風景很美，有種陡峭的感覺。,3,1,0,6031,,2021/04/26,0,中立
場地舒適，雨棚設置良好。前方空地不小，營地主人的狗狗貓咪非常親人超可愛，但小黑蚊實在太多了。近20位大人小孩都無一倖免，人體捕蚊燈可能要挑選在天涼一點的時候來，比較適合。,3,1,0,6072,,2023/08/08,0,中立
七月時包了五帳的櫻花區，只有一間廁所和兩個洗手台，其中一個洗手台比較老舊、使用起來不太方便。對於五帳來說有點不夠用小黑蚊很多，但營主會提供大支的蚊香。櫻花區需使用對面營區的冰箱，但那是營主私人使用的，裡面擠滿了醃漬食品等物品，帶有阿嬤家的味道。建議有冰箱需求的人最好使用自己的。碰巧遇到營主的朋友在山上喝酒，冰箱除了擠滿了啤酒，還整天唱歌直到晚上十點，氣氛熱鬧。營區有親人的貓和狗，性情溫和不怕小孩，步行四分鐘就有冰涼的溪水可供嬉戲。營主太太也友善提醒可以把蚊香帶到岸邊。總結來說，場地有點小、設備有待改善，但天然環境不錯。,3,1,0,6092,,2023/05/08,0,中立
營地內小黑蚊和蒼蠅很多，又遇上大雨，整個地方都淹成泥濘，很不舒服。洗澡和上廁所的地方不足，只有一個營位提供服務，電源供應也遠遠不夠，相當危險。,3,1,0,6093,,2023/05/08,0,中立
營區的主人夫婦非常親切，遇到任何需求都能立刻幫忙，這點真的很不錯。而且距離老街不遠，露營完之後可以去老街逛逛尋找美食，相當輕鬆愜意。然而，營區也存在幾個問題：1. 浴廁共用，需要排隊等候上廁所；2. 營區有飼養貓咪，貓咪會到露營區跑來跑去，跳上餐桌並咬營帳，貓咪不怕人難以制止；3. 晚上缺乏路燈，導致很多露友在深夜不停活動、探險、聊天，建議增加一些路燈控制；4. 洗碗洗菜的水槽不足，與浴廁共用導致排隊，影響煮食的時間。,3,1,0,6105,,2022/05/08,0,中立
這個露營區的設施真的很不完善，浴廁的建築很簡陋，設備也無法令人滿意。同價格的營區中有很多地方景觀和設施都比這裡好很多，$1200對這樣的環境來說確實有些貴了。,3,1,0,6114,,2021/05/08,0,中立
這個空間有點寬敞，可能太過分散了，營地的面積稍微小了一點。,3,1,0,6133,,2019/05/08,0,中立
進到營區時，我看到了一個坡度很陡的地方，讓我擔心起家裡的小黑，幸好老闆娘很親切地介紹營區，並告訴我晚上會有螢火蟲。當天晚上我關了燈，果然看到了很多螢火蟲，可惜沒有拍照。營區的布置像梯田一般，每區都不算很大，而且廁所和浴室各有一間，插座數量也不多。不過，我比較不滿意的是蒼蠅比較多，風景一般般。好處是營區下方有一條溪，讓小孩子可以在水中玩耍，水很乾淨，有大人在旁邊照顧，算是蠻安全的。總的來說，我的建議是不太推薦這個地方。,3,1,0,6143,,2018/05/08,0,中立
廁所和浴室合併在一起，所以...如果晚上要洗澡，需要等待使用廁所的人。,3,1,0,6146,,2018/05/08,0,中立
各個區域都有很好的分佈，但出租的帳篷並沒有附帶鋁箔墊。,3,1,0,6148,,2018/05/08,0,中立
不錯設施不夠完善的露營地也不太適合家庭前往，有些令人失望。,3,1,0,6214,,2019/10/21,0,中立
場地環境還可以，有狗會追人。草地狀況還可以，交通方便，僅營辦人員缺乏互動，其中最重要的是狗會追人這一點！,3,1,0,6217,,2019/09/17,0,中立
廁所需要增加改善！1. 最好將廁所和沐浴區分開，否則會感到很髒！2. 在網路上看到的浴廁分配圖和實際有些落差，廁所間數少了，就相當於 10-11 戶共用兩間浴廁。等到快要瘋了！3. 營區的規劃還有待加強，因為每次去營區辦事幾乎都要經過別人家的營地（我訂了五葉松區）。如果不經過別人營地的話，坡度太陡，而且階梯做得不夠完善，小孩都在那裡跌倒受傷。4. 遇到一些沒禮貌的露營朋友，連續兩天都在唱卡拉ok！5. 營區位置還不錯，離附近景點都很近。,3,1,0,6230,,2019/01/07,0,中立
老闆很周到，場地維護得很好，草皮也十分漂亮。他也會主動提供蚊香，並關心顧客。包區以小型為主，雖然景色有限，衛浴設備也很普通。然而半夜經常有狗來翻垃圾，整晚都聽得到狗叫聲不斷。,3,1,0,6245,,2018/11/26,0,中立
我們的浴室在柚子區包區裡有水壓問題，有時候水量大，有時候又小，水溫也不穩定，希望可以改進這個情況。,3,1,0,6267,,2017/07/23,0,中立
這裡的服務態度很好，店家的女老闆們也都非常親切、服務很周到。,3,1,0,6284,,2017/03/12,0,中立
在制高點的沿路上，可以看到雲霧在周圍飄移，但可惜森林區形狀相對扁平，因此帳篷只能橫著架設，無法直接面對外面的風景，而只能望向旁邊其他帳篷。石子地面有些傾斜。夜景區風景雖美，卻過於擁擠，帳篷也只能橫放，帳篷間距非常接近，無法直接往外看。浴室照明不足，昏暗，熱水則是足夠熱但水壓不穩定。如果不介意擁擠的話可以考慮夜景區，但如果要求更寬敞的空間，可能要考慮其他地方。值得一提的是，老闆娘的態度非常好，這點值得加分。,3,1,0,6335,,2022/05/09,0,中立
森林區的景色不錯，可以遠眺關西夜景。不過近期正好有東北季風增強，所以森林區風較大，森林區沒有浴室建議您準備一個。,3,1,0,6340,,2022/05/09,0,中立
Google Maps顯示可以抵達竹62路，不過可惜大門被封閉，也不確定是否有其他路線可以通行。,3,1,0,6354,,2021/05/09,0,中立
高地盤的道路不太好走，但比較適合行駛高地盤的車輛，因為這裡的風景和夜景非常美麗。,3,1,0,6373,,2020/05/09,0,中立
這條路不能通行，無法到達竹62。,3,1,0,6633,,2021/05/09,0,中立
這個地方的景觀並不出眾，地面都是鋪上石子的，也沒有提供草地保護墊。老闆人很親切，但我覺得員工有點愛抱怨...,3,1,0,6634,,2021/05/09,0,中立
營區的最大優勢就在於旁邊有溪流和清幽！每一區都收得滿滿的！營位稍微狹小，很密集！建議每區再減少一帳可能更適合…,3,1,0,6665,,2020/05/09,0,中立
老闆熱心、浴廁清潔、空間緊湊。,3,1,0,6667,,2020/05/09,0,中立
四月以後是個很適合的時候，可以邀請親朋好友一起來欣賞螢火蟲，或者一起露營。,3,1,0,6678,,2019/05/09,0,中立
使用電暖爐的問題是冷氣機太多時容易跳電，即使降低功率也無法解決強大的寒流壓力。在B1區只有一個插座，當開啟兩台380瓦的電暖爐時就會造成跳電。老闆建議使用煤油暖爐，因此如果冬天沒有煤油暖爐則不建議使用。,3,1,0,6696,,2022/12/22,0,中立
A2區的景觀空間有限，浴廁較狹小，不適合放置碗型天幕。早上醒來時，發現有隻大狗在我們帳篷前拉大便，差點中獎了^_^,3,1,0,6702,,2022/09/12,0,中立
半夜狗叫聲真的很吵啊~能不能請你幫忙控制一下呢？,3,1,0,6715,,2021/10/17,0,中立
邱先生和邱太太人很親切喔。,3,1,0,6744,,2019/03/05,0,中立
這次我們在景觀A2區的營位，帳篷之間空間非常擁擠，感覺一點空間都沒有。雖然事先知道營主增加了新的營位，但沒想到會變得這麼擁擠。每個帳位約莫只有5*8天幕大小（建議不要帶這麼大的帳篷），當人數增加時廁所變得又髒又臭，而營主也沒有打掃或清理垃圾。除了景色不錯外，其他讓人感到相當失望。,3,1,0,6754,,2024/04/09,0,中立
這次在騰雲露營的經驗真的有一些不如意。雖然風景美、營區不錯，但最後一天卻遇到了一些問題。例如洗澡沒有熱水，讓人感到不舒服。另外，撤收時間明明是中午12點前，下一組才可以進來，卻在早上11點就讓其他客人進來，這讓我們感到困擾。營主和服務人員似乎沒有好好管理進出口。希望未來在露營時能更順利，避免類似問題的發生。,3,1,0,6767,,2024/03/09,0,中立
這個地方的風景很漂亮，而且設施很完善！感覺他們非常用心在維護環境！我們預定了平日三天兩夜的行程！第一晚遇到的露營伙伴都很友善，讓我們睡得很好！但第二天營地主人告訴我們，晚上有三組露營者凌晨一點到營地！而且就在我們附近的營位！沒錯！凌晨一點！！問題是，主人，你凌晨一點還讓人入營，不怕影響其他露營者嗎？當天我們沒有留下來，下午就收拾離開了！不會介意深夜有人搭帳篷、敲打營釘的人！這裡或許是碰碰運氣的好地方！,3,1,0,6772,,2024/01/09,0,中立
我第一次來到這個營地，路標指示還蠻清楚的，但是浴室設備有些不足，只有衣物掛架，放沐浴乳的地方缺失，洗澡時很不方便！另外，電壓也不穩定，昨晚跳電了兩次，真的很煩人！,3,1,0,6778,,2023/12/09,0,中立
營區的風景很美，但管理不夠嚴格，晚上十點多才到半夜一點還有露客在打釘、喧鬧得像夜市一樣。這樣不太符合台灣人的優良形象。,3,1,0,6784,,2023/11/09,0,中立
昨晚臨時訂的露營區，因為晚到，所以被分到沒有視野的位置。營區依不同台地分布，主要建有一個大且有頂蓋的活動平台。整體來看，落雨松區的樹木生長尚未茂盛，雖然浴廁分區設置了，但數量和空間仍有待改善。感覺營主仍在擴建營地，不少區域看起來像是整地中的工地。最高處視野良好，但其他地區就比較平凡。感覺營地裡營位密度過高，甚至有點擁擠。路上經過九份二山紀念園區，反倒是一個很不錯的遊憩點。勉強可以當作過夜的地方。總的來說，還有很多地方需要改進。,3,1,0,6788,,2023/10/09,0,中立
"優點：
1. 營區內的道路皆為柏油路，行駛便利。
2. 特區視野開闊，尤其某些區域面向優美景觀。
3. 天氣晴朗時，能欣賞滿天星星。

缺點：
1. 營位空間狹小，僅有少數位置在落羽松區較寬敞，其他則相鄰設帳篷。
2. 衛浴設施不足，男女共用且需排隊，高峰時段需等待，且定期清潔不夠。
3. 飲水機、冰箱缺乏管理與整理。
4. 晚上休息時間沒有明確規範，部分露營者可能聊天至深夜2-3點。
5. 容易受到二手菸影響。

營區管理人員或許表現尚可，但可能對於不遵守規則的露營者束手無策。",3,1,0,6795,,2023/09/09,0,中立
這個地方的好處是在夏天來訪時，景色很美，溫度也適中，只要避開中午時段的陽光曬射，在通風處感覺還不錯。當浴室沒有熱水時，反應後馬上處理，這點很值得肯定。草地的維護做得很好，排水良好，也方便釘營釘。缺點是飲水機上蓋、馬桶水箱蓋等地方未定期清潔。露營區有很多大型螞蟻，尤其要注意停在樹附近的車子，很快就會被爬滿。另外，和其他露營區一樣，對於露營區內抽菸和吵鬧的人，並未積極勸說或明確禁止，請謹慎選擇重視露營品質的人前往。,3,1,0,6796,,2023/09/09,0,中立
整體環境看來還不錯，但晚上的管理似乎欠缺，例如過了晚上10點後還在唱KTV，音樂聲音大且講話聲音也不加控制，客人似乎缺乏對彼此的尊重。儘管客人的行為是個人的，但缺乏管理確實給人很不好的感受。,3,1,0,6810,,2023/05/09,0,中立
位置接近冰箱，整理不佳且有異味。D區3帳包區的浴廁也有異味，空間較小且沒有分隔，需要加強清潔度。營主親切協助搭帳。往上走有觀景平台，風景優美。,3,1,0,6811,,2023/05/09,0,中立
這個地方的優點包括：1. 夜晚的景色很漂亮2. 能看到美麗的山景和夜晚星空3. 衛浴設備熱水穩定，清潔程度也不錯4. 如果沒有滿營位，可以與營地管理者協調5. 草地整體環境還算不錯。缺點則有：1. 最後一段道路到達營區較狹窄，車輛不易通行2. 假日時營區冰箱容易擠滿，建議攜帶個人冰箱3. 晚上十點後管理不嚴格，直到半夜兩點才較安靜4. 半夜有野狗翻垃圾桶，早上地面就會有很多垃圾5. 營位間距較近，不適合搭建大型帳篷或天幕。,3,1,0,6841,,2023/05/09,0,中立
第一次露營時感受到類似市集的氛圍，帳篷之間幾乎貼在一起，再加上擁擠的情況，我建議營地管理者只應該開放營位的60-70%，這樣才能確保品質。,3,1,0,6851,,2023/05/09,0,中立
我很推薦這個露營區，但最近在7/3到7/5的時候我們遇到了些問題。由於C區平日露營者較少需要整理，我們只能轉到特區。然而，這幾天的體驗非常糟糕，希望露營區可以設立宵禁，不要讓露友在深夜聊天、喝酒、唱歌。更糟糕的是，有人在唱KTV，聲音又難聽又大，讓我們整晚無法入睡。我們來露營是為了享受大自然，但卻被這些噪音影響到睡眠質量。希望露營區的管理者可以看到這篇訊息，謝謝。,3,1,0,6852,,2023/05/09,0,中立
視野很好，水電充足，浴廁設備俱全，但缺乏打掃。,3,1,0,6871,,2022/05/09,0,中立
營區很寬敞，有專人打掃，空氣清新，景色優美，只是道路較狹窄，開車時需注意安全，爬山時請開慢一點。,3,1,0,6899,,2022/05/09,0,中立
這個地方風景優美，就是爬山的路太窄了，開車會有困難。,3,1,0,6921,,2021/05/09,0,中立
雖然風景很美，草地也很棒，但帳帳相連，感覺有點擁擠。可惜的是衛浴設施也太少，導致輪候時間比較長。,3,1,0,6955,,2021/05/09,0,中立
我的營位有2間熱水器壞掉，只能洗一間熱水器，溫度無法控制，被燙到兩次。後來換到第三間解決問題。營區有很多狗和假日帳篷，空間擁擠，小朋友活動空間少了。風景美麗，有百萬夜景和豐富生態，螢火蟲很多。草地保持得很好，營區規劃也很不錯，但希望營主更用心在衛浴和活動空間。,3,1,0,6965,,2020/05/09,0,中立
這個地方的夜景真的很漂亮，只是可惜衛浴設施太少了。當住房滿了的時候，等候的時間比較長，而且熱水的穩定性也很差，時冷時熱，甚至燙到我老公的手。希望旅館老闆能夠關心這個問題。,3,1,0,6967,,2020/05/09,0,中立
洗澡時水溫難以調節，需要注意熱水器的穩定性，可能需要改善水壓以確保熱水供應穩定。,3,1,0,6974,,2020/05/09,0,中立
這裡的設施較簡單，浴室和廁所各有兩間，如果想入浴，最好提早前往，否則可能會需要排隊等待。,3,1,0,6980,,2020/05/09,0,中立
這個地方的景色真的很美，不過空氣污染很嚴重。露營地給的空間很大，也有保留一些公共空間。孩子們在那裡玩得很開心。不過衛浴設施真的有點少了。好在沒有小黑蚊，但在傍晚可能會出現一些大蚊子。,3,1,0,6989,,2020/05/09,0,中立
衛浴設施有限，每個衞浴區只有一台吹風機，營位由營區管理者分配，當天有濃霧，無法看到美景，但提供飲水機。,3,1,0,6990,,2020/05/09,0,中立
營區的道路普通，但周邊風景很漂亮！僅營區的價格有點高！,3,1,0,7011,,2019/05/09,0,中立
這裡的環境很美，空氣清新，唯一的問題是廁所設施太少。,3,1,0,7013,,2019/05/09,0,中立
景觀不錯，但台中、埔里、草屯和彰化卻缺乏遊樂場所這一缺點。,3,1,0,7026,,2019/05/09,0,中立
這個露營地下方的地勢不平且有凹洞，還有水溝蓋，搭帳時可能會有困難。旁邊的雨棚看起來有些廢棄。如果打算選擇這個露營地，建議選擇在上方的類森林營位，比較整潔舒適。,3,1,0,58,,2023/05/06,0,中立
覺得規劃需要改進，容易斷電，衛浴清潔有待加強，但空間很寬敞。,3,1,0,117,,2022/05/06,0,中立
這家老闆待人和善，服務周到，位置方便，離市區近。適合家庭露營聚會，值得推薦。不過到了假日人潮眾多，廁所可能不夠用。如果想欣賞美景，這裡可能不太適合，因為海拔較低，氣溫也會較高。,3,1,0,134,,2022/05/06,0,中立
建議老闆應該優先解決這三個問題：熱水忽冷忽熱、廁所清潔以及跳電情況。這樣的狀況在夏天還能接受，但冬天的話就會造成人們受凍。,3,1,0,138,,2022/05/06,0,中立
營位空間很寬敞，但衛浴設施太少，而且洗澡時水量時大時小、溫度時冷時熱！,3,1,0,146,,2021/05/06,0,中立
場地不錯，只是沒有飲水機。,3,1,0,150,,2021/05/06,0,中立
路況良好，但衛生環境還有改善的空間。廁所很少清潔，垃圾桶也滿了沒有清理。,3,1,0,169,,2021/05/06,0,中立
四個月前，朋友們安排了一個露營活動。昨天早上，十九個家庭各自從不同地區出發，北部的來自基隆，南部的從台南而來。大約11:30，所有朋友都聚集在一起，總共有93人，包括小孩在內。我們吃過午餐後開始暢談、暢食、暢飲、暢歡、暢喊，一直持續到現在！根據現場情況來看，中秋節連假接下來的兩天肯定會非常愉快！我期待著！,3,1,0,175,,2021/05/06,0,中立
浴室廁所有點遠，但沒有飲水機，環境還不錯。,3,1,0,201,,2020/05/06,0,中立
這個地方的面積很大，草地和樹木都整理的很整齊，進入營區的道路很容易開車。,3,1,0,218,,2019/05/06,0,中立
寧靜區的地方有很多落葉，而且下雨後容易潮濕，另外洗澡時水壓也不穩。,3,1,0,243,,2022/03/01,0,中立
營地老闆對待人很親切，但管理上可能稍微有些問題。在晚上7點多還不到8點的時候，一位住客抱怨我太吵，後來老闆來提醒我要小聲一點，讓我感到有點不開心。在還沒到晚上10點的時候，我決定離開，有些生氣。,3,1,0,303,,2023/05/06,0,中立
露營的好地方通常是營區環境整潔，光源不過度，且安靜幽靜，只有昆蟲和動物的聲音。,3,1,0,335,,2023/05/06,0,中立
如果您擔心車聲的干擾，建議在預訂時選擇靠近釣魚池的位置，因為這樣離馬路會比較遠。帳篷區和雨篷區相連，如果您不喜歡在別人家門口睡覺，最好不要預訂雨篷區。營區內有兩台冰箱，在雨篷區露營時，晚上會一直聽到冰箱壓縮機運轉的聲音，非常非常吵。營區的路況很好，導航設備可以順利引導到指定位置。五星級衛浴設施非常寬敞，一家四口一起洗澡也不會擁擠，備有洗髮精和沐浴露。至於釣魚池，要看老闆每天的開放時間，沒有辦法隨時釣魚。,3,1,0,378,,2020/05/06,0,中立
"優點：露營場地寬敞，提供大型營位；場主用心維護，提供多樣親子設施；風景優美。
缺點：有非常多野貓，第一天星期五晚上將牛肉放在水糟中退冰時被野貓全包咬走，第二天星期六將整隻雞放在鍋中退冰並蓋上鍋蓋，仍然被三隻野貓打開鍋蓋偷吃；雞被咬得亂七八糟，最後不敢吃而直接丟進垃圾桶。另外，清晨7:00左右會有猴群出現在帳篷附近覓食，食材要特別注意。",3,1,0,470,,2024/01/06,0,中立
優點：園區維護得很好，讓人感到乾淨整潔，園主也很用心。缺點：地面堅硬，不方便釘營釘。每個帳篷區域都有被砍伐的樹幹，高度不一，有些甚至不到三十公分，並沒有警示燈，夜晚需非常注意，以免撞到障礙物。在園區內有蜜蜂和虎頭蜂存在，務必注意安全。,3,1,0,473,,2023/11/06,0,中立
這個營地整理得很好，設備齊全，地面平整堅硬。帳篷佈局分散遠近，顯得非常熱鬧。,3,1,0,497,,2023/05/06,0,中立
