tokenization,status,type,label
謝謝 | 營主 | 夫妻 | 熱心 | 款待 | 家 | 弟弟 | 喜歡 | 說 | 下次 | 還想 | 營地 | 溫馨 | 營主 | 阿姨 | 人超 | 關心 | 電風扇 | 還問 | 電風扇 | 搗 | 麻 | 糬 | 超 | 好吃 | 泳池 | 大人 | 小孩 | 玩 | 開心 | 唯一 | 廁所 | 太小 | 很棒 | 下次 | 還想,1,1,2
考驗 | 駕車 | 技巧 | 路況 | 漂亮 | 雲海 | 滿天 | 星空 | 幽默 | 好客 | 老闆 | 桶裝 | 瓦斯 | 洗 | 一半 | 無熱水 | 電源 | 廁所 | 照明 | 閃爍 | 露營 | 總體 | 值得 | 到訪,1,1,2
會放鳥 | 營主 | 號勿 | 踩 | 雷,-1,1,0
山居 | 樂露營 | 寬 | 鬆 | 舒 | 適 | 營,0,1,1
浴廁 | 整潔 | 著重 | 老闆娘 | 烘焙 | 咖啡 | 很贊,0,1,1
沒轍 | 役使 | 電毯 | 帳數 | 一多 | 動用 | 跳電 | 晚上 | 跳 | 電數次 | 口碑 | 載道 | 露營 | 經驗,-1,1,0
開車 | 極上 | 回轉 | 極下 | 難開 | 到亢 | 區前 | 草地 | 短短的 | 完完全全 | 小朋友 | 玩 | 盡興 | 乾淨 | 廁所 | 洗手 | 檯 | 水 | 溫水 | 舒服 | 冬天 | 裡的 | 效果 | 鑑 | 地理位置 | 山谷 | 風 | 晚上 | 冷 | 風不大 | 溪水 | 區 | 走 | 一陣子 | 行 | 魚上 | 勾 | 覺 | 心曠神怡 | 請 | 營主 | 扶持 | 關切 | 倏地 | 11 | 點睡 | 隔壁 | 鄰居 | 三點 | 還在 | 聊 | 本分人 | 安歇,0,1,1
水壓 | 水溫 | 電壓 | 不穩 | 黑 | 沙坑 | 水池 | 很小 | 鄰地 | 果園 | 全家人 | 很慘 | 見圖,-1,1,0
營地 | 微乎其微 | 搭 | 完帳 | 停完 | 車就 | 沒什麼 | 空間 | 挪動 | 洗澡 | 廁所 | 總計 | 間 | 總 | 共有 | 帳人 | 真的 | 很不夠 | 間浴 | 廁同 | 時 | 洗澡 | 結尾會 | 沒白 | 開水 | 孩子 | 14 | 度 | 情下 | 洗到 | 一半 | 變 | 冷水 | 帷幄 | 搭 | 下層 | 上層 | 水 | 流下 | 下層 | 下層 | 帳子子 | 孫孫 | 溼 | 營主 | 親切 | 聊,-1,1,0
營主 | 熱情 | 款待 | 晚上 | 烤肉 | 很不錯 | 晚上 | 早點 | 洗澡 | 沒熱水,0,1,1
露營 | 遛 | 小孩 | 地方 | 內部 | 設備 | 破舊 | 建議 | 營主 | 要定 | 時 | 修繕 | 洗手 | 間 | 浴室 | 廁所 | 乾淨,1,1,2
11 | 入住 | 觀網友 | 甚佳 | 評價 | 滿心 | 期盼 | 著 | 媳婦 | 兒小來 | 馬 | 胎 | 227 | 人生 | 第一 | 露 | 營區 | 選 | 廣場區 | 初來 | 乍 | 痛感 | 渾然 | 一體 | 環境 | 恬靜 | 乾淨 | 夜餐 | 過後 | 小孩 | 著 | 隔壁 | 營區 | 熱情 | 家長 | 開心 | 玩 | 夜間 | 探險 | 可惜 | 場雨 | 算 | 體驗 | 露營 | 樂趣 | 入夜 | 睡眠 | 時間 | 一群 | 晚來 | 客人 | 不絕 | 耳 | 嘻笑 | 喧鬧 | 徹 | 夜大 | 聲 | 唱歌 | 聊天 | 深夜 | 點恬靜 | 山區 | 顯得 | 吵雜 | 營主 | 出面 | 制止 | 考量 | 遲遲 | 未 | 前往 | 點 | 半左右 | 友人 | 以生 | 悶氣 | 不耐 | 口吻 | 告誡 | 改善 | 下雨 | 增長 | 一晚 | 睡 | 心情 | 大受 | 影響 | 早就 | 急忙 | 收拾 | 事物 | 下山 | 營主 | 前來 | 打招呼 | 幫忙 | 移車 | 竟是 | 主動 | 說 | 昨晚 | 客人 | 吵雜 | 事情 | 說 | 熟客 | 營主 | 聽 | 深夜 | 裡的 | 吵 | 雜聲 | 我質 | 問為 | 何不 | 制止 | 營主 | 笑笑 | 報 | 嫖客 | 喝了酒 | 大聲 | 沒辦法 | 營區 | 預訂 | 網站 | 星 | 評價 | 無奈 | 營主 | 好客 | 做 | 熟客,-1,1,0
草皮 | 網路 | 資訊 | 不符 | 露友 | 108 | 10 | 月 | 前往 | 時 | 草皮 | 營主 | 說 | 因過 | 年 | 草皮 | 稀疏 | B | 區場 | 很小 | 營主 | 說 | 搭 | 帳而 | 搭 | 隧道 | 帳 | 剩下 | 走 | 道 | 接下 | 一堆 | 營繩 | 😂 | 小孩 | 大人 | 絆倒過 | 😅 | 小孩 | 奔跑 | 悉 | 地方 | 小孩 | 斟酌 | 訂位 | 建議 | 收到 | 帳 | 五帳 | 真的 | 有品質 | 話 | 廁所 | 整理 | 廢物 | 滿出 | 因為場 | 土 | 草皮 | 廁所 | 淋浴 | 間 | 引致 | 廁所區 | 塊 | 地板 | 泥土 | 營區 | 整理 | 廁所給 | 人舒 | 適感 | 不介意 | 不用 | 理會給 | 護草 | 墊 | 乾脆 | 一帳 | 限定 | 片 | 建言 | 獻計 | 天氣 | 不好 | 時去 | 準 | 定都 | 泥濘 | 建議 | 真的 | 冀 | 草皮 | 現象 | 有何不可 | 多準 | 備護草 | 墊 | 客廳 | 緣 | 臧否 | 4.6 | 自然 | 地方 | 只想 | 告訴 | 還沒去 | 改善 | 方請 | 營主 | 虛心 | 接受 | 評論 | 進步口 | 陳 | 肝膽 | 希望 | 更好 | 謝謝,-1,1,0
小型 | 露營區 | 可容納 | 六人份 | 賬 | 888,-1,1,0
提早到 | 營主 | 抑讓 | 提前 | 搭帳,0,1,1
山路 | 危險 | ⚠ | ️ | 車況 | 糟糕 | 真的 | 建言 | 獻計來 | 山路 | 陡峭 | 適合 | 夜衝 | 營主 | 廁所 | 乾淨 | 冰箱,-1,1,0
26 | 27 | 一遊 | 營地 | 浴 | 廁空間 | 很大 | 特別 | 熱水 | 柴火 | 燒 | 熱水供 | 應 | 飽足,1,1,2
小而 | 俱全 | 營地 | 週到 | 營主 | 營主 | 週到 | ㄧ | 兩帳 | 花 | 很長 | 時間 | 營地怕 | 臨時 | 需求 | ㄧ | 般露 | 營區 | 設施 | 設備 | 一應 | 俱全 | 小孩 | 玩樂 | 玩具 | 棧板 | 衛浴 | 挑剔 | 營區 | 小黑 | 蚊 | 做好 | 防蚊,1,1,2
晚景 | 美 | 心情 | 放 | 鬆 | 心曠神怡 | 但衛浴 | 裝置 | 微 | 兩光 | 沸水 | 熱到 | 燙 | 轉過 | 一點 | 裡裡 | 外外 | 變 | 生水 | 營地 | 排水 | 企望 | 改善,-1,1,0
營區 | 乾淨 | 整潔 | 深山 | 放 | 鬆 | 感 | 覺,1,1,2
真的 | 很不錯 | 下次 | 還會,1,1,2
尾 | 營主 | 一上 | 馬 | 進營區 | 像是 | 沒營業 | 狀態 | 蟲和 | 跳蟲洵 | 超多 | 到現 | 身體 | 還在 | 癢,-1,1,0
未曾 | 景 | 衞 | 浴 | 舊 | 兇狠 | 黑 | 螞儀 | 咬 | 雨棚 | 區 | 1300 | 感覺 | PC | 值不夠 | 高,0,1,1
小小 | 擠 | 擠 | 營地 | 老闆 | 很熱情 | 回事,0,1,1
整體 | 感覺 | 還不錯 | 營位 | 很大 | 天幕 | 搭設 | 空間 | 餘 | 打釘實 | 困難 | 風大時 | 恐有拔 | 釘 | 之危,0,1,1
長 | 處 | 相形之下 | 露營區 | 綠樹 | 水流 | 舒心 | 營主 | 甚 | 和善 | 入住 | B1 | 有小涼亭 | 一本 | 萬利 | 園區 | WI | FI | 密集度 | 高 | 擔心 | 大網 | 題材 | 缺點 | 瑕 | 旁邊 | 盥洗 | 區外 | 常有 | 抽 | 菸 | 煙味 | 飄過 | 同行 | 友人 | 孩子 | 舒服 | 提醒 | 入住 | 營客 | 營區 | 非禁 | 菸 | 園區 | 煙味 | 敏感 | 留意,0,1,1
蠅 | 行伍 | 肆虐 | 衷心 | 希望 | 農主 | 十年 | 一劍 | 統籌 | 改善 | 說 | 鄰種 | 水果 | 波及 | 影響 | 蒼蠅 | 挨鬥 | 約 | 17 | 張 | 黏蠅 | 紙還 | 想像 | 身旁 | 蒼蠅 | 圍繞 | 情景 | 有人 | 吃 | 開心 | 風景 | 還不錯 | ............. | 好好 | 松 | ........ | 長 | 以往 | 經營 | 用心 | 規劃,-1,1,0
營主 | 超收 | 營位 | 單車 | 停放 | 空不大,-1,1,0
雨棚 | 麻雀 | 蟑螂 | 蜘蛛,-1,1,0
露營區 | 餐廳 | 旁 | 小平 | 臺 | 不利 | 雲海 | 老闆 | 浴 | 廁裝置 | 簡陋 | 洗手 | 檯 | 漏水 | 廁所 | 地上 | 溼 | 溼 | 衞 | 生 | 紙 | 補 | 靡 | 想像中,0,1,1
中華電信 | 收訊 | 另家 | 收訊 | 但營 | WIFI | 名門喻 | 開去 | 馬 | 胎 | 227 | 營地 | 路上 | 地開 | 道路 | 彎曲 | 看不到 | 來車 | 稍微 | 危險 | 快到 | 大本營 | 道路 | 因為 | 整修 | 凹凸不平 | 大小 | 石頭 | 刮 | 傷車子 | 底盤 | 開休 | 旅車 | 倒 | 沒什麼 | 轎車 | 還請 | 理會 | 入住 | 營主 | 家前 | 廣場區 | 場地 | 收 | 帳 | 帳帳 | 相連 | 孩子 | 活動 | 上空 | 營主 | 超收 | 環境 | 蟑螂 | 蒼蠅 | 眼下 | 第五 | 露 | 最多 | 蒼蠅 | 營地 | 因為 | 海拔 | 750M | 尚無 | 小黑 | 蚊廣場區 | 鄰近 | 約 | 不到 | 分鐘 | 距離 | 廁所 | 廁所 | 乾淨 | 旁邊 | 小溪 | 抓溪 | 蝦 | 水不深 | 淺 | 淺 | 適合 | 娃子 | 泡泡 | 腳 | 值得一提的是 | 營主 | 所養 | 雞 | 處 | 跑 | 沒有關 | 籠子 | 曙 | 點雞 | 咕咕 | 咕 | 吵得 | 睡 | 不好 | 晁還 | 跑 | 營地 | 玩耍 | 接受 | 話 | 試試 | 決不會,-1,1,0
疏 | 水性 | 強 | 營地 | 整潔 | 浴 | 廁時 | 時 | 清爽,1,1,2
浴室 | 熱水好 | 冷 | 忽 | 熱好,0,1,1
陳 | 韻玲 | 小姐 | 請問 | 轉臉 | 為 | 沒經過 | 同意 | 冒名 | 12 | 25 | 露客 | 未 | 同意 | 照片 | po | 吾 | 儕 | 15 | 號訂 | 營區並 | 月份 | 重點 | 紕 | 繆 | 12 | 25 | 聖誕節 | 同行 | 露友 | 為何 | 升營火 | 奇怪 | 耶 | 亂 | 髮 | 不實 | 評論 | 真的 | 翻白眼 | 流動 | 茅廁 | 乾淨 | 整天 | 沒掃 | 提供 | 衛生紙,-1,1,0
尚有 | 向上 | 長 | 空 | 營區 | 清幽 | 優點 | 營主 | 親友 | 訪 | 參觀 | 瑕 | 因為 | 並無知會 | 娃子 | 朝露 | 營朋腳 | 踏車 | 扔 | 石子 | 老親 | 制止 | 教育 | 錯誤 | 行為 | 到訪 | 尊重 | 付費 | 露營 | 露營客 | 包區 | 空間 | 繞 | 道 | 而行,0,1,1
浴室 | 廁所 | 分開 | 有人 | 洗澡 | 洗澡,0,1,1
私房 | 覺條件 | ok | 朋友 | 有帶 | KTV | 唱歌 | 夜幕 | 點多 | 壓 | 露營 | 30 | 40 | 露 | 一無遇過 | 太 | 嗨 | 露宿 | 適合來,-1,1,0
細密 | 廁 | 點費事 | 草地 | 不錯 | 風景 | 小溪 | 對面 | 猴子 | 小孩 | 遊玩 | 設施,0,1,1
2017.09 | 23 | 彩虹 | 蚊 | 露 | 台北 | 但營 | 地不大 | 活動 | 空間 | 受限制 | 夏天 | 太熱 | 台北,0,1,1
優點 | 草皮 | 景色 | 美好 | 衛浴徹 | 營主 | 帳篷 | 出租 | 服務 | 缺點 | 小黑 | 蚊太多 | 一家 | 五口 | 變紅豆 | 冰 | 衛浴 | 排水 | 不良 | 營地 | 坑洞 | 下雨 | 會瀝水,0,1,1
感受 | 營主 | 用心 | 經營 | 乾淨 | 廁所 | 隨時備 | 廁紙 | 壯闊 | 翻騰 | 雲海 | 為 | 驚嘆 | 仙境,1,1,2
五星 | 級 | 收費 | 蚊子 | 蒼蠅 | 一堆 | 任由 | 早上 | 下午 | 營主 | 還來 | 說 | 賣 | 蒼蠅 | 貼片 | ㄛ,-1,1,0
評論 | 說 | 營區 | 前 | 分鐘 | 路況 | 不好 | 車種 | 技術 | 異個 | 贅述 | 營區 | 整體 | 周邊 | 走動 | 走走 | 只能 | 下山 | 衛浴 | 整體 | 環境 | 我能 | 理解 | 夏季 | 山上 | 蚊蟲 | 不多不少 | 露 | 30 | 幾次 | 第一次 | 晚上 | 蟑螂 | 天幕 | 帳篷 | 飛 | 狀況 | 真的 | 誇張 | 隻 | 無數 | 隻 | 殺 | 殺 | 完 | 狀況 | 會怕 | 蟑螂 | 請 | 蚊子 | 螞蟻 | 還能 | 理解 | 蟑螂 | 真的 | 太 | 問號,-1,1,0
環境 | 衛生 | 優 | 地點 | 視野 | 空氣 | 辦,0,1,1
營區 | 正上方 | 電塔 | 衛浴還 | 熱水 | OK | 希望 | 美麗 | 營區 | 真的 | 還好 | 洗手 | 檯 | 鏽 | 鋼 | 包 | 樹種 | 普普 | 還會放 | 洋洋 | 大石 | 頭 | 造景 | 對美學 | 話 | 建議 | 旁營區,0,1,1
開業 | 可不 | 開露營 | 洗澡,-1,1,0
夕陽 | 超美 | 日出 | 可惜 | 期待 | 下次,1,1,2
很棒 | 營區 | 因為 | 太高車 | 程遙遠 | 之外 | 沒什麼 | 不好 | XD | 環境 | 乾淨 | 營位 | 空間 | 算大,1,1,2
風 | 很大 | 營地種 | 棕櫚樹產生 | 很大 | 吵 | 雜籟 | 整晚 | 吵到 | 睡 | 不好 | 茅房 | 手紙 | 吹 | 風機 | 洗澡水 | 很大 | 一發端 | 蠻熱 | 洗 | 到後面 | 熱水 | 只能 | 洗 | 冰水 | 沖 | 泡泡 | 冷死 | 感覺 | 不好 | 營地 | 不好 | 找 | 迷航 | 訪客 | 一人 | 加收 | 一百 | 不像 | 營地 | 一車 | 一百 | 偏貴 | 車 | 下山 | 老闆 | 開門 | 路燈 | 沒開 | 超過 | 12 | 點要 | 加收 | 錢 | 還會 | 趕人 | 整體 | 環境 | 乾淨 | 整潔 | 故給 | 兩顆 | 星,-1,1,0
營主 | 超級 | 用心 | 經營 | 感受 | 滿滿 | 心意 | ♥ | 祝福 | 生意 | 興隆 | 呦,1,1,2
進出 | 道 | 響度 | 落差 | 低底 | 盤車 | 需注意 | 衛浴 | 共六間 | 總營區 | 有七區 | 分割 | 槽 | 約十帳 | 共用 | 兩間 | 衛浴 | 特定 | 區域 | 打擾 | 該區 | 露友 | 工夫 | 總 | 人口 | 孩童 | 洗澡 | 壓力 | 有供 | Wifi | 我連 | 缺陣 | 手機 | 沒訊號 | 狀態 | 沒辦 | 法聯絡 | 同行 | 朋友 | 困擾,-1,1,0
地方 | 交通 | 到後段 | 路 | 少 | 建議 | 早點 | 早點 | 離開 | 減少會車 | 營主 | 菜 | 雞 | 露營 | 熱心 | 教學衛浴 | 很棒 | 整體 | 乾淨 | 下次 | 機會會 | 再訪,1,1,2
廁所 | 髒 | 每次 | 舖 | 一層 | 衛生紙 | 浴室 | 層 | 架 | 髒 | 牆 | 壁 | 黃 | 黃 | 垢 | 洗手台 | 飲水機 | 水垢 | 好像 | 沒擦過 | 清理 | 地方 | 不知 | 為何 | 評價 | 還蠻 | 高,-1,1,0
廁所 | 用密 | 閉式 | 太 | 多天 | 娥,1,1,2
老闆 | 夫妻 | 友善 | 場地 | 裝置還 | 算是 | 小型 | 露營區 | 分成 | 層露 | 營區 | 衛浴 | 裝置 | 下層 | 上層 | 露營 | 朋友 | 可得 | 走 | 遠些 | 上層 | 露營區 | 景色 | 因為 | 下層 | 景 | 竹林 | 擋 | 住 | 不見 | 遠方 | 民宿 | 很乾淨 | 可惜 | 水壓 | 不穩 | 洗澡 | 時有 | 洗 | 冷水 | 希望 | 露營時 | 老闆 | 改善 | 這情況,0,1,1
新 | 露營區 | 環境 | 很棒 | 新建 | 衛浴 | 設備 | 賞 | 梅花,1,1,2
交通 | 南庄 | 老街 | 營主 | 親切 | 營區 | 鄰近 | 溪流,1,1,2
車道 | 跟場 | 安排 | 還行 | 適合 | 中小型 | 團體 | 裝置 | 還算 | 乾淨,0,1,1
過年 | 跳電 | 熱水 | 不熱 | 翌年 | 瘋狂 | 跳電 | 跳電 | 次 | 超收 | 帳篷 | 熱水 | 不熱 | 決不會 | 營地,0,1,1
優點 | 營主 | 熱情 | 活動 | 體會 | 砍 | 竹子 | 做 | 弓箭 | 捉 | 蝦 | 請 | 吃 | 烤肉 | 缺點 | 帳帳 | 相連 | 真的 | 擠 | 清潔次 | 數太少 | 夏日 | 無遮陰,0,1,1
加油 | 優點 | 溪流 | 夏令 | 時可戲 | 水 | 短低 | 海拔 | 小黑 | 蚊多 | 浴廁 | 環境 | 不良 | 德國 | 蟑螂 | 超多 | 衛生 | 差,0,1,1
營主 | 親切 | 服務 | 岔路 | 地方 | 指示牌 | 一點 | 一點會 | 更好,1,1,2
營地 | 衛浴 | 乾淨 | 熱水 | 充足 | 營主 | 風趣 | 大方,1,1,2
叉路 | 路標 | 設 | 更好,0,1,1
隔壁 | 露友 | 聊天 | 半夜 | 3.4 | 點 | 不覺 | 講話 | 太大聲 | 唱 | 歌唱 | 晚上 | 11 | 點 | 整夜 | 干擾 | 營主 | 勸導 | 實在 | 不好 | 體驗 | 😤 | 😤 | 😤 | 夜景 | 不錯 | 沒什麼 | 蟲子 | 排水 | 還不錯 | 浴室 | 馬 | 桶 | 淋浴 | 浴 | 自備 | 垃圾袋 | 定點 | 垃圾桶 | 分類 | 營地 | 位置 | 一車 | 一帳 | 剛剛 | 吵雜 | 露友 | 整體 | 80 | 分,-1,1,0
營主 | 佛心 | 管理 | 進營區 | 找到 | 營位 | 因網路 | 訂位 | 區域 | 營主 | 安排 | 找 | 不到 | 營主 | 只好 | 找 | 幸好 | 同區 | 位置 | 已有 | 露友 | 紮 | 營 | 詢問 | 之下 | 位置 | 紮 | 營後住 | 兩晚 | 營主 | 確認 | 入住 | 😂 | 入住 | 兩晚 | 露營區 | 收 | 垃圾 | 垃圾桶 | 位 | 帳篷 | 旁 | 當天收 | 招來 | 蚊蟲 | 天氣 | 涼爽 | 還算 | 還好 | 天氣 | 一熱 | 衛浴 | 裝置 | 屬陽春型 | 同區 | 營地 | 完善 | 小小的 | 敗筆 | 廁所 | 因連假 | 人潮 | 眾多 | 髒 | 亂 | 營主 | 勤勞 | 清洗 | 稍微 | 味道 | 停車 | 隨意 | 停 | 旁邊 | 營友 | 溝通 | 擋 | 出入 | 即可,0,1,1
老闆娘 | 熱情 | 好客 | 環境 | 清幽 | 生態 | 第一次 | 東面 | 水 | 蠊 | 八重 | 山硬 | 蠊 | 筷子 | 竹 | 結蟲 | 第一次 | 吃山 | 羌 | 唯一 | 缺點 | 蚊子 | 小黑 | 蚊,-1,1,0
大自然 | 很棒 | 多加 | 除草 | 蚊蟲 | 應 | 至少 | 兩帳,-1,1,0
超大 | 雨棚 | 讚 | 建議 | 增設 | 飲水機 | 冰箱,1,1,2
滿貫 | 營區 | 冰箱 | 東西 | 權門 | 地方 | 放 | 德式 | 香腸整 | 包不見 | 一點 | 控管 | 營區 | 大清早 | 心情 | 不好 | 不吃 | 收帳 | 回 | 山下 | 吃,-1,1,0
老闆 | 老闆娘 | 客氣 | 交通 | 機會 | 安排 | 二訪,1,1,2
老闆 | 草皮 | 打理 | 廁所 | 乾淨 | 提供 | 過濾水 | 舒服 | 風景 | 美 | 值得 | 再來,1,1,2
視野 | 營地 | 排水,1,1,2
很棒 | 露營 | 旁邊 | 溪流 | 螃蟹 | 蝦子 | 抓 | 沒什麼 | 訊號 | wifi | 跑 | 不快 | 淋浴 | 間水 | 很熱 | 整體 | 環境 | 舒適 | 適合 | 一家人,1,1,2
小而 | 美的 | 營區 | 老闆 | 親切 | 風景佳浴 | 廁乾淨 | 熱水強 | 勁,1,1,2
好濃 | 豬屎 | 味 | 超有 | 小村 | fu,0,1,1
想 | 第二次 | 棚 | 草地 | 區 | 棚 | 碎石 | 區後面 | 然後去 | 下午 | 一整天 | 雨 | 草地 | 浸水 | 搭 | 帳篷 | 烤肉 | 趕來 | 趕去 | 感受 | 超級 | 不佳 | 老闆 | 說車 | 停 | 草地 | 區 | 停 | 整台 | 車都蟲 | 屎 | 洗 | 詢問 | 老闆 | 說 | 辦法 | 停後面 | 告知 | 會有 | 狀況 | 發生 | 停 | 人覺 | 感覺 | 營地 | 超收 | 人數 | 因下個 | 山 | 半個 | 小時 | 有要 | 露營 | 三思 | 這是 | 慘痛 | 經驗,-1,1,0
環境 | 還不錯 | 老闆 | 客氣 | 講話 | 超凡 | 脫俗貓 | 一大堆 | 半夜 | 跑 | 吃 | 帳篷 | 東西 | 翻 | 處 | 丟了 | 一句 | 野貓 | 東西要 | 收好 | 包區 | 強迫 | 症 | 聽 | 指揮 | 搭 | 提醒 | 一點 | 營主 | 貓要 | 點個 | 藥抑 | 請 | 牠 | 關好 | 請 | 三思,-1,1,0
搭 | 區 | 距離營 | 本部 | 遙遠 | 浴廁 | 需下 | 一條 | 稍 | 陡 | 樓梯 | 窘 | 廁所 | 封頂 | 蚊蟲,0,1,1
遊樂 | 設施 | 果園,0,1,1
超收 | 衛浴 | 水池 | 多個 | 馬 | 桶 | 堵塞 | 清潔 | 衛生 | 紙用 | 完 | 補 | 因為 | 廁所 | 沒人 | 清 | 洗澡水 | 忽冷 | 忽熱 | 洗手池 | 提供 | 肥皂 | 水槽 | 操作 | 檯 | 面 | 位置 | 區 | 地方 | 地面 | 不平 | 有多處 | 積水 | 超大 | 坑洞,-1,1,0
羅 | 老爸 | 親切 | 不錯 | 下次 | 機會 | 住 | 兩晚 | 第一晚 | OK | 清靜 | 晚羅 | 老爸 | 親戚 | 朋友 | 孫子 | 下午 | 點多 | 烤肉 | 歡唱 | 很大 | 聲 | 晚上 | 10 | 點 | 隔壁 | 帳要 | 休息 | 提醒 | 停 | 吵 | 糟糕 | 希望 | 改進,0,1,1
G | 區 | 夜景 | 很優 | 但衛浴 | 裝置 | 有待 | 增長 | 環境 | 衛生 | 需多,0,1,1
位涼 | 臺 | 高 | 位置 | 視野 | 安全性 | 高 | 兼營 | 民宿 | 供餐 | 及卡 | Ok,0,1,1
真的 | 難過 | 氣憤 | 10 | 13 | 發生 | 朋友 | 洗澡 | 偷拍 | 事件 | 朋友 | 事後驚魂 | 未定 | 說 | 著 | 永遠 | 忘記 | 門縫 | 手機 | 大叫 | 倉皇 | 抽離 | 畫面 | 抓到 | 兇手 | 事 | 營主 | 反覆 | 溝通 | 多遍 | 營區 | 疑慮 | line | 對話 | 不想 | 回憶 | 可怕 | 一晚 | 希望 | 營主 | 當晚 | 夜衝 | 帳露 | 友們 | 受害者 | 立場 | 將心 | 比心 | 心疼 | 朋友 | 遭遇 | 想將 | 兇手 | 繩 | 以法 | 想要 | 露友間 | 猜忌 | 懷疑 | 請平心 | 遭遇 | 事情 | 感受 | 換位 | 思考 | 同理 | 受害 | 心情 | 事件 | 追查 | 過程 | 始末 | 狀況 | 請麻煩 | 亂 | 下定 | 再給 | 無辜 | 受害者 | 二度 | 傷害 | 拜 | 託,-1,1,0
露營 | 市場 | 不正 | 規 | 浴室 | 廁所 | 價格 | 價格,0,1,1
螞蟻 | 太多 | 老闆 | 友善 | 垃圾 | 不會照 | 時間 | 收 | 滿了裝,-1,1,0
舒服 | 風景 | 漂亮 | 營地,1,1,2
低 | 水準 | 一年 | 前評 | 語歧,0,1,1
帳位 | 棧板 | 很平 | 睡 | 早上 | 起床 | 隻 | 求 | 入眼 | 風景 | 可惜 | 營區 | 但此 | 營區 | 販賣部 | 可補充 | 飲品 | 生活用品,0,1,1
夠爛 | 豪門 | 不用 | 睡 | 一點 | 多還 | 放人 | 營區 | 搭 | 帳篷,-1,1,0
環境 | 清幽 | 上佳 | 電壓 | 衛浴 | 不佳,0,1,1
熱水 | 忽冷 | 忽熱 | 熱水 | 10 | 秒 | 冷水 | 一分 | 鐘 | 太 | 痛苦 | 淋浴 | 間 | 黏使 | 喚過 | 衛生 | 棉 | 整理,-1,1,0
裝置 | 洗澡 | 時 | 水忽冷 | 忽冷 | 忽熱 | 解決,-1,1,0
訊號 | 差 | 不錯,-1,1,0
營主 | 因為 | 時 | 營位 | 隨我們 | 選 | 告知 | 施肥 | 味 | 介意 | 選那邊 | 草皮 | 養護 | 草皮 | 碎石 | 冰箱 | 老舊 | 位置 | 不太夠 | 冷度 | 相當夠 | 蛋 | 結霜 | 😆 | 冰箱 | 門要 | 關好 | 廁所 | 乾淨 | 提供 | 衛生紙 | 鞋子 | 提供 | 穿 | 洗澡 | 地方 | 蹲式 | 馬 | 桶 | 我個 | 不介意 | 人覺 | 奇怪 | 熱水 | 很熱 | 燙 | 小心 | 水也夠 | 11 | 早 | 涼 | 中午 | 熱但 | 雨棚 | 區有 | 涼風 | 晚上 | 稍微 | 會冷 | 蒼蠅 | 小黑 | 蚊滿 | 帶防 | 蚊液 | 蚊香 | 蒼蠅紙 | 冰箱 | 旁邊 | 提供 | 蚊香 | 飲水機 | 山泉水 | 過濾水 | 電熱 | 水瓶 | 自行 | 取用 | 桌子 | 椅子 | 自取 | 完畢要 | 歸位 | 晚上 | 欣賞 | 星空 | 半夜 | 狗叫 | 聲 | 距離 | 遠 | 影響 | 朋友 | 打呼 | 聲大到 | 不行 | 😆 | 小孩 | 玩 | 地方 | 泳池 | 玩 | 開心 | 有大球 | 追逐 | 羽球 | 早上 | 晚上 | 景色 | 不錯,1,1,2
盥洗 | 題目 | 小強 | 私心 | 🐒,0,1,1
營地 | 搭 | 完帳 | 停完 | 車就 | 沒什麼 | 空間 | 挪動 | 洗澡 | 廁所 | 總共 | 間 | 總 | 共有 | 帳人 | 真的 | 很不夠 | 間浴 | 廁同 | 時 | 洗澡 | 最後會 | 沒熱水 | 孩子 | 14 | 度 | 情況 | 洗 | 一半 | 變 | 冷水 | 再就是 | 帳篷 | 搭 | 下層 | 上層 | 水 | 流下 | 下層 | 下層 | 第一 | 帳永遠 | 溼 | 營主 | 親切 | 聊,-1,1,0
瑜 | 位子 | 給的 | 很夠 | 營區 | 還蠻 | 幹淨 | 水壓 | 水溫 | 穩定 | 充足 | 樹下 | 聽 | 著蟲鳴 | 鳥 | 聲 | 愜意 | 離南莊 | 老街 | 缺陣 | 鐘車程 | 外出 | 購食 | 迅疾 | 老闆娘 | 超摯 | 謙恭短 | 老闆 | 兒子 | 收錢 | 嘴 | 臉 | 慌 | 招呼 | 深感 | 欠 | 蟲鳴 | 鳥 | 高聲 | 低 | 海拔 | 特性 | 小黑 | 蚊 | 蚊子 | 蒼蠅 | 蜘蛛 | 一大堆 | 夏天 | 略略 | 熱 | 需選樹下 | 熱水 | 只供 | 應 | 脕 | 點 | 早上 | 六點 | 白天 | 沒熱水 | 衛浴 | 太少間 | 小車 | 道 | 水泥地 | 下雨 | 青苔 | 及個 | 別積 | 水 | 老闆娘 | 事 | 雷露友 | 只能 | 自求多福,0,1,1
草坪 | 有冰 | 吃 | 行東 | 有餘興 | 節目,0,1,1
老板 | 人不錯 | 走路 | 瀑布 | 不算 | 遠,1,1,2
遇過 | 硬 | 碎石 | 超級 | 難下 | 釘 | 遇 | 超強 | 東北 | 季風 | 帳篷 | 吹斷 | 一半 | 露友 | 連夜 | 拔營 | 撤帳 | 慘痛 | 經驗,0,1,1
