content,rating,status,type,label,sequence_num,publishedDate
花卉開得甚美有黃楓櫻花紫藤燈籠花海芋...老闆夫妻親切，每區皆有浴廁,4,1,1,2,4772,2019/05/08
這是D區5帳包區。很舒服。少許小黑蚊，但是晚餐感覺就沒有（因為靠近溪邊，但是看人咬老婆我沒被叮老公有）很喜歡這個營地。想要再來看螢火蟲 …,5,1,1,2,5277,2020/05/07
營主非常熱情廁所浴室都非常乾淨洗澡水不會忽冷忽熱 使用起來非常舒服場地乾淨舒適還有山景可以看非常美繳了150$跟大家一起烤肉唱歌也非常值得 …,5,1,1,2,4535,2019/05/07
老闆娘很兇，在跟朋友討論10點音量放小，也聽得懂老闆娘說得話，老闆娘直接用手指指，說我就是在跟你說，你一直聽不懂。請問跟客人這樣講讓氣氛尷尬，是不是以為不是做服務業，有需改善,1,-1,1,0,7095,2022/05/09
所有東西都很好，但蒼蠅真的多，多到不可思議的數量，不是1 .20隻可以用黏蠅板或是電蚊拍可以解決的程度，大概有幾千隻！所有的食材一拿出來全部都被蒼蠅爬過，興致大減(⁠´⁠°̥̥̥̥̥̥̥̥⁠ω⁠°̥̥̥̥̥̥̥̥⁠｀⁠),2,-1,1,0,3885,2023/05/07
很棒~廁所乾淨~要換拖鞋~有玩水.沙坑.滑梯.鞦韆......都有遮陽.有照明,5,1,1,2,6852,2020/05/07
趁著五一連假來玩兩天一夜起大霧看不到美景但整體來說還是不錯的露營區廁所的蟲蟲超級多晚上體感溫度更是讓人直接決定不洗澡還好隔天一早起來廁所已經打掃乾淨小小建議可以裝個衛生紙架或是可以完全遮蓋式的衛生紙箱不然直接放在地上每次沖馬桶時噴濺、肉眼不可見的穢物⋯我每趟都自備衛生紙如廁ʕ •ᴥ•ʔ,4,1,1,2,4622,2022/05/06
白天這裡非常熱鬧，有台灣家庭烤肉和在河裡游泳，但到了晚上幾乎空無一人。,4,1,1,2,6061,2018/05/08
"環境乾淨,風景優美管理人員態度極好 風趣好客舒服 ！",5,1,1,2,5033,2023/08/07
讚。營主很用心經營，廁所非常乾淨，只可惜B區的景都被樹遮住,5,1,1,2,5751,2022/07/12
風景漂亮/廁所乾淨/帳蓬區有雨棚很讚，推薦給大家常來喔,5,1,1,2,4295,2021/11/03
營位都規劃的很大，雨棚區帳位足足有6米×6米，營主常常巡邏並且噓寒問暖，服務算親切，但是露營當晚就發生了三次跳電，看起來電壓可能不太夠，雨棚區的帳位洗手槽邊並沒有設置獨自的廚餘桶或者是垃圾桶，需另外再拿到別的地方倒，這點有些不方便。,3,0,1,1,3549,2023/05/07
整理得非常乾淨漂亮的營區。營區很乾淨，雨棚也是超大的! 有很多腳踏車給小朋友騎，還可以畫畫，幾乎沒有蚊子，只有一些蒼蠅，很適合新手露營!,5,1,1,2,5042,2022/04/26
還好是開四輪傳動的車子如果開一般轎車那個路況蠻損車子的入口的指示牌不是很明顯，還好老公眼厲瞄到一個路牌指示沒有跟著導航走才順利到達營區晚上的營火烤肉很豐盛好玩享受著原住民的熱情文化還有免費的摘草莓體驗⋯一天就這樣愉快的過去了,4,1,1,2,2141,2020/05/07
連假約露友一起去恩典露營.有雨棚有空間比較大一點可以當客廳.有溪水玩..值得休閒露營～,5,1,1,2,5539,2023/07/08
地點雖大 但是營區規劃過緊密 導致沒什麼空間可以活動 活動的地方也因沒有樹蔭 會過熱衛浴如果太多人 會有明顯的不足  排隊洗澡  雖然有螢火蟲 溪水可以玩  但是比較好的露營區比這裡還多,2,-1,1,0,3669,2021/05/06
景色很棒老闆人也非常nice浴廁維持的很乾淨冰箱也很乾淨環境很不錯有盪鞦韆跟搖搖馬很適合遛小孩建議用綠色的浴室洗澡感覺比橘色的水壓跟水溫穩定景觀區1-12帳的景觀都很不錯原本老闆幫我們安排在6或7帳後來讓我們換到最邊邊第12帳的位子有點算是小包區空間大很多但就是離營本部最遠的位子營本部的後面還有一區是雨棚區但就沒有什麼景色,5,1,1,2,1189,2023/05/06
營主人真的超熱情的！種植了多種果樹!讓我們認識不同品種的蔬果！還讓小孩體驗採玉米、茄子和小黃瓜！吃到鮮甜的小黃瓜！新鮮的茄子、楊梅和小孩讚不絕口的玉米！可愛的海帶（狗狗）超溫馴的！小孩們都好喜歡真的是一間CP值超高的營區這麼棒的露營區！我們已經約好下次帶著父母到此一遊 …,5,1,1,2,2850,2023/06/08
感謝您的用心。希望能多點空間搭天幕，停車場及營區可以分開。,5,1,1,2,5554,2018/06/25
非常推薦！ 包區衛浴乾淨，老闆用心還會來巡視廁所整潔，草皮維護很好，洗手台專用溫熱水也很棒 …,5,1,1,2,2070,2021/05/07
熱水穩定 浴廁乾淨還有沐浴乳及洗髮精 ，環境整潔 ，值得再訪！,5,1,1,2,4427,2018/05/08
規劃太多帳了 好像隔間的分租套房 帳搭滿的話都沒有活動空間了 浴廁還挺乾淨的 但數量上以比例來說也有點少間,3,0,1,1,4789,2023/05/07
今天住的是1區（3帳包區）1. 腹地狹小、一個天幕搭起來就占據營區2/3的空間，再塞兩個2-3人小帳篷就滿了，一房一廳帳只能搭一個。2. 附近路段整晚都有人在跑山，聲音非常響亮、吵雜。3. 距離廁所、冰箱遙遠，但淋浴間夠，熱水很燙。（廁所、淋浴間乾淨）4. 低底盤車輛要注意。,2,-1,1,0,1530,2023/05/06
在C區的人，要去廁所要陡上抖下(上完廁所回C區有種登山攻頂的感覺)，如果是半夜要上廁所，真的會生氣(訂營區時說C區會有廁所，結果去的那天，連個隔間都沒有，只有廁所預定地。。。)。整個營區只有3間廁所(廁所跟浴室是同一間)，我們去的那天，至少有10帳，但是廁所兼浴室只有兩間可以使用，另外一間居然鎖起來，晚間尿急陡下去廁所，兩間廁所都有人在洗澡，只能憋尿等，廁所女性不友善！！C區的冰箱，第一天去是沒有插電的，必須等冰箱冷，才能冰食材，非常不方便！,1,-1,1,0,6323,2023/05/08
新開發營地，地理位置離城又離塵，設施完善，草皮超優，可烤肉或營火晚會，等臨時碼頭設施完成又可遊賞石門水庫湖光水色。,5,1,1,2,2974,2018/05/08
臨時決定要機車環島露營看到達人推薦的15個森林系露營區文章裡唯一一間有獨行俠的優惠就決定要去這間營區很寬闊，既有原始森林感覺也不會覺得不方便，廁所、淋浴都很多間超推薦！！,5,1,1,2,3038,2022/05/07
上次去過，這次包場老闆用心，闆娘親切走過路過，不要錯過,5,1,1,2,5604,2018/05/07
很棒的營區，營主夫妻人很好。營區環境很不錯，這趟主要是來看螢火蟲，果然沒有讓我失望，看到了滿滿的螢火蟲,5,1,1,2,5032,2022/03/07
感謝營主用心堅持打造一片美麗土地營區舒適環境讓去的人能享受大自然洗滌是發呆放空好地方,5,1,1,2,5644,2023/05/07
路途雖遙遠，但環境幽美，位置鄰近溪谷，搭設天幕躲避陽光後，可享受陣陣涼風！部分時段需要躲避蚊蟲，但哪個營區不是這樣營區提供塑膠棧板，讓你有平坦的地面，躲避爬蟲攻擊，下雨更不用擔心積水。這是我少見沒蚊蟲滋生的浴室廁所，雖然設備不是最高級的，但一定是最乾淨的，感謝老闆娘很頻繁的打掃營區這次也體驗到古早的大澡盆打的洗澡方式期待下次在前往遊玩～,5,1,1,2,5733,2022/05/07
乾淨舒適，漂亮大草坪，適合小朋友奔跑，三不五時看到清潔人員打掃，營主真的很用心^^,5,1,1,2,1481,2019/05/08
E區露營區廁所沒清潔髒亂就像廢棄的，洗手台樹葉一堆，旁邊小溪雜草叢生，蚊蟲一大堆，洗澡間水壓熱水嚴重不足，晚上有問題找營主找不到人，一個讓人很不愉快的露營區。,1,-1,1,0,3521,2022/05/06
真的是非常棒的一個營區，場地寬敞，有2個區（A＆B區），我們是住A區，共可容納10帳，帳與帳的距離很充裕，特別要說的是他的衞浴，我們5帳，分配到3間衞浴，並且附有鑰匙，不用跟别人共用，而且浴室非常的乾淨，熱水也很穩定，營區旁邊就有步道，對面就是鄒族文化園區，環境美氣氛佳，真的大推～對了，老闆在營區對面有一個菜園，老闆還帶我們去採了好多好大的刈菜給我們加菜～ …,5,1,1,2,1396,2024/03/07
草皮厚，營主用心山路不長，無大風可遠觀鷂婆山,3,0,1,1,5117,2021/05/08
非常乾淨的化妝室與淋浴空間，獨立營位洗手台，乾淨的草皮和善的老闆。梯田式營區。公共區域有熱水洗手台。,5,1,1,2,6196,2022/05/07
營地有大草皮，草皮很舒服，環境舒適，廁所也很乾淨，老板都在整理,5,1,1,2,821,2021/05/07
環境清幽，有孩子們喜歡的戲水池。也可以步行去荖濃溪打水漂。營區乾淨，衛浴也乾淨。是個好營區！力推！,5,1,1,2,6080,2023/05/08
廁所維護很乾淨，風景也很美...可惜挑錯時間，去都在下雨,5,1,1,2,2718,2017/03/02
不得不推薦，真的很棒的營區，營主跟家人都很好，小孩可以放電的活動也多，真的很棒 …,5,1,1,2,1690,2021/05/08
主要是便宜、小黑蚊超多、設施都沒很到位。,3,0,1,1,370,2024/04/24
這次我們是訂E區有點小可惜 E區的景都被擋住了另外因為我們這區離營本部較遠所以小台的冰箱幾乎都不冷冰箱的味道也特別奇妙有點可怕第二個可惜是廁所沒有鏡子覺得很可惜其他環境很乾淨 沙坑小孩也玩得很開心 可能下次訂位要修正一下區域就好了E區三帳包區可能因為我們帳篷都比較大 所以搭起來真的有點擠~比較不建議大帳篷包這區喔~,4,1,1,2,4968,2022/05/09
好棒的營區，整理得很用心，營主還請吃桂圓白木耳湯,5,1,1,2,5223,2021/05/06
"服務親切 , 浴廁乾淨 , 熱水充足 . 值得再次造訪的露營地",5,1,1,2,5022,2021/08/28
有點像梯田式的營區，多年前去露過，跟福南步道交錯那有許多螢火蟲，也在步道上看過野生小山羌，可惜營位太小，換大帳篷後再也沒去露過，有點可惜,4,1,1,2,4137,2021/05/06
交通便利，草地也很美…但下過雨後的小強讓我們的營地尖叫聲不斷（嚇）。營地洗手台若能設置平臺置物就很完美了,5,1,1,2,2673,2017/06/19
完全的超收，挤到不行，无言。,1,-1,1,0,1619,2021/05/09
"勘查營地,才在門口,營主就叫人不要進去,態度極差,打槍",1,-1,1,0,694,2022/05/07
是一個很棒的營區，小朋友東西忘了帶，老闆還免費的寄回來，真的是太佛心了，下次一定要再光顧他的三合院很有特色,5,1,1,2,2223,2021/05/08
環境不錯 營主熱情 五帳包區兩晚 但只有一間衛浴能洗澡 洗澡都要排很久 且我們五帳包區只有8個人已經算少 如果正常五帳包區10-15人的要洗到哪時候？,2,-1,1,0,6524,2022/05/08
景很不錯 夏天露營溫度舒適營位收好收滿 帳帳相連蒼蠅頗多 記得帶黏蠅紙晚上洗完頭 吹風機有3台  但1台壞的2台皆只有冷風   頭髮要吹乾要吹很久其中一台開關壞掉 要拔插頭才能關盈收固然重要  請營主在經營上多用心這是我露營以來 感受最差的一次 ,1,-1,1,0,6725,2023/05/08
初露人的感想很不錯營主非常熱心的教導並協助帳篷的搭設。營區也維護的很乾淨！ …,5,1,1,2,4818,2023/05/07
往營區的路不大，要特別小心，營區有規劃、廁所乾淨、營主很熱情，再來玩玩可以看到夜景，下次晴天再來玩！,5,1,1,2,1708,2022/05/07
很棒的一次體驗，有大景、夜景、星空，一次滿足你所有願望，有營主熱心的照料，走營主推薦的祕徑可以到達五峰，到了哪裡還有營主妹妹熱情招呼的橘子，看到有竹子還幫我們鋸成一段一段讓我們可以回去煮竹筒飯，完美。,5,1,1,2,6882,2019/05/09
更新：營區馬上改善太暗的問題真的很棒算是路況不難的露營區，就最後5分鐘那一段路要小心點不容易會車晚上很少路燈！然後營區的入口不太明顯夜衝的話一定要看清楚（導航表示到了但其實還要往前開才是入口）！我們這次是D區四帳包區因為營位不是直線的所以有一帳會比較邊邊一點（靠近石梯）但有樹蔭所以蠻涼的可是地沒有很平要小心走路不然可能會扭到腳覺得廁所有點偏少，D區沒有自己的廁所需要走上去C區（兩間衛浴一間坐式廁所一間蹲式廁所一個小便斗），旁邊石梯有點危險走另一邊繞上去會覺得有點遠然後晚上營區太暗了希望可以亮一點還有營區裡面的路真的有點陡有些有高低差要小心開喔然後小黑蚊有點多…紅螞蟻也有點多蟲蟲也是但因為是大自然也不可能完全避免可是超多蟑螂還會飛的真的有點嚇到離溪流很近晚上很大聲但我覺得很像白噪音很好睡每天都睡到8點多再來就是浴室溫度很難控制…不是突然很燙就是突然很冰非常熱鬧的浴室因為會聽到有人在哇哇叫,5,1,1,2,2414,2023/10/07
"有小黑蚊，晚上容易跳電，兒童遊戲設施只有一個小溜滑梯，沙坑不知是不是改為小石頭坑，浴廁只在A,C區有，草皮還不錯，浴室熱水夠熱單區如果滿帳，較無小孩的活動空間",3,0,1,1,4453,2022/05/06
喜歡天際線的悠閒感。天際線的E區營位很舒適，沒有過多設施，但有最棒的view...,4,1,1,2,2076,2022/02/22
風景優美，地勢高，星星超多，路已修好（超陡的）,5,1,1,2,3761,2018/05/07
景色優美，適合全家休憩露營,3,0,1,1,3314,2020/05/06
熱心的營主。熱心的營主 可愛的豆豆龍 這次碰到寒流 提早一天拔營(實在太冷了) 所以只有夜衝一晚 但 還是玩的很開心 下次還會再訪的！謝謝你們的菜哦！！,5,1,1,2,6274,2018/01/15
蚊蟲多蒼蠅多廁所浴室有異味地上雜草垃圾也都沒整理糟糕透了,1,-1,1,0,2814,2021/05/07
營主人很好，很多東西都可以借～環境廁所及淋浴件間很乾淨，熱水水柱熱又強～咖啡配美景～～第一露很美好 …,5,1,1,2,3447,2021/05/08
很棒的農場，老闆老闆娘很親切善良，好空氣好山景，很適合帶著家人一來此起同遊。老闆娘的廚藝非常棒，創意無菜單料理餐，還有很好吃的羊肉爐，絕對值得來品嚐 …,5,1,1,2,468,2024/02/07
在夢想家園 — 拉拉山美美露營區有鐵棚、親切營主烤雞預定超美味（營主醃18小時）日一的露營品質好場地看社團朋友推薦海拔高1300涼涼的天氣景點行程搭配小烏來、拉拉山神木區購物方便 也有餐廳、7-11、在地商店適合懶人、新手露營第三露有太陽有下雨有彩虹有月亮11點後有滿天星有老闆在晚餐時間彈鋼琴,5,1,1,2,4105,2023/09/07
風景很美！營地有戲水池、沙坑、望遠台、射箭練習區，廁所與衛浴有分開。很適合親子一起來！山上蚊子多、有小黑紋，一起來的人中有雙腳被叮幾十包，我噴防蚊＋防小黑蚊液還被叮五個包，建議一定要做好防蚊措施！,5,1,1,2,5094,2021/05/07
好山.好景.好空氣。舒服的自然營地，值得一在走訪。,5,1,1,2,6425,2017/05/07
二度造訪了喜歡這裡很安靜 很乾淨 很溫馨大家都愛草坪  我們偏愛碎石營地的大空間,5,1,1,2,5952,2021/05/07
營地乾淨舒適，帳篷旁邊就是螢火蟲，老闆娘很熱情,5,1,1,2,4823,2023/05/07
老闆講話非常不客氣停電、洗澡水冷熱不穩定都來了到服務中心詢問事情還被冷嘲熱諷進去營地的路都是落石十分危險,1,-1,1,0,5392,2022/05/06
緊臨大漢溪旁的露營區山明水秀的好地方沒有吵雜的車輛聲只有歡樂的聲音推一個,5,1,1,2,1839,2023/05/08
這次去住B區，由於B區沒衛浴，所以往上或往下各有一個盥洗室。上面那個晚上九點多男生那邊沒熱水，女生那邊忽冷忽熱燙了我們家小孩好幾下。隔天早上水玩完幫小孩沖澡想說去下面那個試試。水忽冷忽熱就算了門口牆上爬滿小蟲，orz。半夜12點我們那組四個插頭跳電。到隔天離開前都沒修好，有點落漆。優點是環境天然，戲水池部分小孩玩的很開心，傍晚也會把水漏掉，隔天早上十點會再放水，給顆星，晚上有小河流水，蟲鳴鳥叫聲陪你睡覺，這是好是壞見仁見智。要青蛙有青蛙要蝴蝶有蝴蝶，也有看到獨角仙。小孩玩的很開心是真的，不要有我遇到這些問題我會給五星。,2,-1,1,0,2316,2020/05/09
露營區旁的小溪很好玩，山路旁竹林有竹筍可採。,4,1,1,2,13,2019/10/14
非常適合團露，會想再次前往。。建議浴廁可以多一面鏡子,5,1,1,2,612,2017/06/11
謝謝老闆。場地都維持的很好草皮也很漂亮老闆也都會主動提供蚊香跟關心露友們都是小包區為主所以沒什麼景色衛浴設備也很普通半夜會有狗來翻垃圾跟整個晚上狗叫聲都沒停過,3,0,1,1,2285,2018/11/26
廁所少，味道很重。地很爛⋯⋯,1,-1,1,0,6567,2023/05/07
營主很用心，經常會看到營主整理環境，還會擦拭溜滑梯，拍照洗出來，水壓很穩，浴廁乾淨。,5,1,1,2,163,2023/11/07
值得待一整天看風景的地方，每個時段的風景與夜景都有不同的感受,5,1,1,2,238,2021/05/07
營主親切又熱心，還特地煮一壺香濃好喝的奶茶分享給露友，口暖心也暖。。這次在清新區搭篷，帳與帳之間距離很大，完全沒有壓迫感，小朋友活動空間也夠，空氣清新非常舒服。衛浴乾淨無異味，有專人定時清潔，但距離稍遠，建議在特定區域再加蓋會更好。照明較不足，夜衝露友照明一定要準備；整體而言很不錯。,5,1,1,2,2185,2019/04/02
整體來說非常棒!。不知道  是不是因為廚餘桶的關係營位還蠻多蟑螂的，希望廚餘這部分是否統一集中處理。,5,1,1,2,369,2021/11/24
很乾淨的營區。整個營區非常乾淨，廁所乾濕分離還有wifi可以使用，要記得擦蚊蟲藥，小黑蚊非常多,5,1,1,2,192,2023/07/04
好營區，未來可能會很難訂到。1、交通：很便利。晚上還可看到很多跑車在阿里山公路上競速。算是額外的收穫。2、環境 : 沒有蚊子，超棒的。               衛浴超級乾淨，加分。               比較美中不足的是冰箱在營主的家，需要走大約25m的小小坡，               營主也好心提供機車給大家期，很熱心。               建議可以在衛浴旁增設冰箱比較方便。 營主說日後旁便會修建旅遊中心，會有超商 星巴克屆時這裡便利度會上升到另一個境界但隨之而來的可能就沒那麼寧靜了結論 是喜歡小型 安靜營區者的不錯選擇,5,1,1,2,366,2022/06/27
第一次來，感覺很讚老闆還拿自己種的茶給我們喝下次還想再來 …,5,1,1,2,7192,2021/05/07
營區小巧、風景好但是規劃十帳真的非常擠帳帳相連根本沒有放鬆的感覺露過後，屬心中倒數的經驗,1,-1,1,0,2047,2022/05/07
謝謝天氣給予我們第一次首露豪華露營好天氣：）已經不知道野營多少次，狼狽的也很多，但仍舊喜歡參與大自然。謝謝營主請的高山高麗菜～還有很棒的盥洗設備，一切都很友善～,5,1,1,2,3620,2022/05/07
小黑蚊真的很多，又遇到下雨天真的很狼狽,1,-1,1,0,6981,2023/05/08
交通便利，遊樂設施小朋友很愛!。營區的公共照明，建議9點以後就能關閉，尤其是景觀區那兩盞燈，光害特別嚴重，用手擋燈光，這樣看滿天星一點都不浪漫，除了這點，基本上這個營區其他部分我都很喜歡，已經收入口袋名單!,5,1,1,2,540,2017/10/22
很安靜交通方便可去走走,3,0,1,1,1884,2018/05/08
去了四次露營，這家老闆最親切，還提供我們超大一區的獨立空間，不會干擾到其他人喔！老闆晚上還帶我們看螢火蟲呢！營區鄰近溪邊，水不深很適合小孩戲水！浴室很大間，水量很強洗澡很舒服，貼心提供洗髮乳，沐浴乳，還有寶寶浴盆，廁所明亮乾淨無異味，早晚聽得到蟲鳴鳥叫，宛如大自然的交響樂，如果有提供飲水機就太棒了！（營區僅有熱水瓶）,4,1,1,2,7138,2022/05/07
超近營區，衝周休二日還有時間整理裝備。拔營後還有時間回家整理裝備，周休二日綽綽有餘，解饞好營區，但低海拔夏天蚊蟲還是蠻困擾,5,1,1,2,3847,2022/09/26
老闆人很好很親切，但因為很山區建議不要開太太底盤太低的車子其他沒什麼問題但是食材一定要帶足夠因為下山會很久會餓死歐,5,1,1,2,6303,2020/05/06
各方面都不錯，配有飲水機、冰箱，不過廁所很臭，熱水開放時間太晚！,4,1,1,2,3708,2018/07/30
空間大，連假不擁擠，熱水穩定，水壓非常給力，緊鄰馬路，重機呼嘯聲，有點吵,5,1,1,2,6978,2020/05/07
"營主超熱情,服務非常週到,五星級的浴廁很讚,很想每個週末都去!。五星級的營地，五星級的浴廁，還有五星級的營主和小鮮肉弟弟陪聊天，非常Nice，很好的露營經驗，非常開心！",5,1,1,2,6122,2020/10/28
這營區很棒，營主也很熱情，偶爾都會巡一下看大家需要什麼，每個區都有自己的廁所跟衛浴，這點非常好～,5,1,1,2,4205,2023/05/07
臨路營區很好走，營位蠻大而且有很漂亮顧得很好的草皮,5,1,1,2,3583,2020/09/07
去年住過，真的很棒，草皮很舒服，廁所好乾淨，有時間一定會再訪 …,5,1,1,2,50,2022/05/07
不錯放鬆的地方，3月來風吹得涼涼的，小朋友有空間玩耍奔跑，露友園內採草莓價錢沒有比較便宜，反而價錢比較外面貴許多，以採草莓為活動的露友要多考慮,3,0,1,1,5856,2021/05/07
#我們這一家第7露#萬聖節露營趴這裡場地是梯形狀，雖然不大但是有沙坑跟飄飄河，很適合小孩遊樂營主有辦小活動就是撈魚活動，但我覺著很殘忍 只讓孩子參與ㄧ下就好了。 基本上來說 適合小型團露沒什麼蚊子 蒼蠅 有昆蟲是正常的戲水區水很冰涼 夏天消暑帳棚是跟營地租借免搭帳  方便!,5,1,1,2,940,2021/05/08
2022/2-第48露-氣候達人  搭在下方的碎石草地，所分配到的位子地不平且有水溝蓋凹洞，倒置在搭帳時不怎好搭。旁邊的大鐵皮雨棚，有點廢棄的感覺。若要選此營地搭帳，建議選上方的類森林系營位，比較沒有下方營位那樣的凌亂,3,0,1,1,3141,2023/05/06
離開集集後沿著魚池進入桃米社區，進入社區之後Google的導航就指引往山上的路開，沿路TOME指標宋是很貼心的在每一個分叉的位置出現，在轉進最後的路口後，沿路幾乎都是無法會車的小路，這意味著這個營地是在一個隱密的空間，怕吵的我覺得這無疑是我們很適合的地方，營區依著坡地弄成許多塊小平台，每一個小平台從一帳到最多3帳，每一個空間彼此不會互相干擾，非常適合小團體，若是要挑這個營地最大的缺點可能就是螞蟻太多，但是野外的環境要達到一個生態的極度平衡才有辦法克服這一個問題，期待下一次的再次到訪,5,1,1,2,1445,2023/05/06
1.C區收20帳太過擁擠，場地不夠平整，有些帳需搭在樹根上，2.有幾間廁所的馬桶故障，且不是很乾淨，水温忽冷忽熱.3.洗手檯過少，垃圾，回收桶及廚餘標示不清,3,0,1,1,4372,2023/05/07
非常不推的露營區，一帳費用1250營主態度非常不好，訂雨棚營位兩帳，實際有雨棚遮著，只有400*600，裡面放不了兩個帳篷。訪客收費太貴，一個人要150，小學生身高太高一樣被收150，一台車要100，還規定時間離開，非常不推,1,-1,1,0,5357,2021/05/07
營主與工作人員態度佳，景色好，環境整潔。交通對一般轎車來說會比較緊張一些。睡覺比較怕吵的不建議訂棧板區，因為離浴廁太近，尤其是C6位，晚上會被浴廁的光與冰箱聲音影響睡眠，B區的大景跟C區一樣好。另外營區有規定十點後降低音量，但還是有露友帶戶外式KTV，雖然管理人員會去告知他們十點後不要唱KTV，但在晚上十點前對其他露友來說應該還是會被影響到。,4,1,1,2,5435,2020/10/11
環境相當優美，靠山面海，高處營地可以看見海景，營主非常熱心，我們一進營地，馬上先幫忙噴防蚊液，告訴我們營地所有設施，還有注意小黑蚊，小孩最在意的廁所非常乾淨，還有親子浴室，住四天三夜，每天早上都可見營主夫妻在整理營地，清掃浴廁，還跟我先生閒話家常，有問必答，是一位認真經營，又熱心助人的營主。,5,1,1,2,3656,2021/05/08
老闆很熱情～廁所跟浴室都離營區很近很方便，幾乎什麼設備都很齊全，真的很棒！！！,5,1,1,2,2777,2021/05/08
環境不好，蟑螂橫行，將近百露的經驗，第一次想提前回家的營區。營主以敷衍的態度解釋明已發生的事情！欲前往者三思,1,-1,1,0,628,2023/07/07
樹林間露營好愜意，但搬裝備無推車好累,3,0,1,1,3742,2017/05/06
接駁車下車後，1公里上坡產業道路，不需费太多體力即到七彩吊橋，延路有幾處販售點可休息。,4,1,1,2,6754,2023/11/08
營主人很好因為剛好遇到洗澡時沒熱水跟他反應立馬幫我們處理雖然有時還是會沒熱水而且下雨天的時候會有很多蛾在浴室裡面女孩們要有心理準備！營區不算大 帳跟帳之間的距離其實會滿近如果說都是同一團的倒是沒差要上來營區之前 會有一小段路不是很好開尤其有下過雨之後有一小段路基本上沒辦法會車 這要有心理準備但過了那段後面應該勉強還行來這邊路建議直接搜尋達邦國小到了達邦國小會看到告示牌左轉上去就會到營區了,4,1,1,2,4885,2022/05/08
小而美，很像回到鄉下阿嬤家很舒服。雖然沒有華麗的包裝營區小小的，就是一種去長輩家的感覺，營主很熱心帶我們去拔自己種高麗菜。熱情又阿沙力。很適合包區狂歡沒人管你。也不會吵到別人。,5,1,1,2,5200,2020/02/23
優點：1.環境整潔，清幽，有螢火蟲2.有小溪及人工池塘，可戲水，可餵魚3.有天棚，下雨天稍可避免裝備弄濕4.離都市近，交通方便。5.營釘好下缺點：1.剛好遇到換瓦斯，未將熱水開啟，沒法自理。2.有小黑蚊。3.部分景觀設施老舊沒有仔細維護很可惜。4.部分營地排水待改善,5,1,1,2,2958,2021/05/07
尚有進步空間。營區清幽是優點；營主親友到訪參觀 是缺點，因為並無知會，同時小孩朝露營友人車子扔石子 也無大人制止教育錯誤行為。到訪也要尊重付費露營的露營客，包區空間應該繞道而行⋯⋯,3,0,1,1,2732,2023/05/07
風景很美 草地也很棒但帳帳相連～太擠了～可惜衛浴設施也太少輪候時間比較久,3,0,1,1,7077,2021/05/09
衛浴是屬於露營界裡的5星級，環境美，場地佳,5,1,1,2,5413,2017/05/08
老闆的烤魚無敵了老闆簡直太棒了還有導覽..,5,1,1,2,5242,2023/08/08
近關西市區（約7分鐘車程）離交流道也很近，不開伙也可以，油桐花季節很美，營區周邊走路就能看到五月雪，出發前一天，問了營主才知道原本可以賞螢火蟲的地方，已經被買走開發了，沒辦法看到超失望的，因為原本也是因為螢火蟲才想要過來這邊露營的，廁所蠻乾淨的，乾濕分離很讚，冰箱有一個小台的家用冰箱上下層的，還有一個臥式的冷凍冰箱，但冰箱都有點髒，十帳的東西塞爆冰箱，而且我們很多帳沒有開伙，但就是小而巧的營區，幾個朋友包營區還不錯，有戲水池、兒童遊具、蠻寬廣的空間，要注意前面幾帳有超大隻的螞蟻，拔營時，超級多在帳篷上超可怕！也有很多鳥屎跟蜜蜂大便喔！關西街上很多好吃的：一銀麵（水晶餃、麵類、滷味都很好吃，滷味帶回宵夜下酒菜很不錯？！真順冰城四果冰超級推薦公園旁邊的雞蛋仔也很好吃喔！,4,1,1,2,4715,2023/05/08
這營區是我去過最棒的森林系露營、又搭配五星級衛浴杉林A區 一帳包區超完美老闆娘人超好。 借我們帆布、還給我們兩包泡麵。讓我很感動一早醒來再森林裡起床的感覺真是太棒了,5,1,1,2,1633,2021/05/08
老闆熱情人超好，環境很用心維護，園區內的花草豐富！山茶花美不勝收。,5,1,1,2,6688,2021/05/07
4/28貓頭鷹露營生活館團露in德芙蘭農場,5,1,1,2,2648,2019/05/07
"百萬夜景,非去不可。營區超乾淨, 雖然預訂的區域被沒格調的夜衝露友給強占了, 但營主很NICE安排了一個還沒開放的包區給我們,第一次在近滿帳的營區內, 安安靜靜的看著夜景, 坐著睡著了.....只能說, 超讚的!!",5,1,1,2,1943,2021/09/09
悠閒體驗營。很不錯的營區。廁所非常乾淨。還有桌子椅子。很適合新手露營(^_^),5,1,1,2,6951,2019/12/09
乾淨的營區，這露營也不錯呦,3,0,1,1,2865,2019/05/09
過年期間ㄧ直下大雨，廁所乾淨水溫水壓穩定。,5,1,1,2,4384,2022/05/07
園區環境優美，腹地寬廣，浴廁有衛生紙、吹風機、洗手乳很方便，也有飲水機跟冰箱。,5,1,1,2,4119,2021/02/17
