content,type,label
因為衛浴就在帳內，導致室內空間有點潮濕,2,
真的太棒了這裡，一開門就聞到滿滿的塑膠味，吸了一晚都要變魯夫了，透明的部分變成白色的真的不知道要看什麼屁，看其他評論說會定期換，完全都看不到了還不換是花不夠多錢嗎？一個晚上6000還不夠換嗎？晚上烤個肉暗的要死，炭火離烤架非常遠根本烤不到，問老闆也說現在只有這樣，這些就算了，5點天亮過後房間溫度就開始飆升，我7點就被熱醒了房間溫度34度冷氣完全吹不冷，裡面就像烤爐一樣，坐在床上還有一推螞蟻爬到身上，整面牆都是螞蟻，6000的奢華體驗不敢有下一次，請有看評論的人千萬不要來踩雷，講實在的一開門我就後悔了，希望訂的人三思五思，沒地方住睡車上也好，不要給這種地方機會,2,
這大小我以為來到難民營,2,
廁所乾淨，帳篷內整潔舒適，有附電風扇吹風機，值得推薦，下次可以再預定,2,
環境設備非常優質，住起來很舒適，營主也很親切用心，還有純屬娛樂運動器材可以玩,2,
很棒的露營區，場地很乾淨。很適合ㄧ家老小的地方,2,
營區方便到達，營區人員親切熱情，營區介紹的很詳細，晚餐食材新鮮豐富，提供的器具及設備也非常乾淨齊全，第一次懶人露營的經驗非常完美！謝謝斷橋部落野奢露營,2,
去年帶大寶來，今年帶大小寶，服務人員親切的接待，親子友善的服務，讓我們很感動，期待下次再來！,2,
吃得好睡得好沒煩惱滿天星空夜空中最亮的星是艾爾普蘭星,2,
管家親切～事前詢問也有問必答！初次露營的好地方 …,2,
全新的營區服務超棒還有免費空拍機幫我們拍照留念真的很棒非常值得造訪喔,2,
有豪華狩獵帳和露營車，裡面有衛浴設備，3/13入住豪華狩獵帳，加床的部份是兩張乳膠床墊，要整床入睡時，乳膠床墊上全都是螞蟻（包括枕頭和棉被），掀起乳膠床墊一看，背面也有螞蟻，好崩潰！！半夜11點多了，更不可能叫服務人員來幫我們做清潔，只好自己用酒精全部擦拭一遍，浴室地板也有很多螞蟻，冰箱門上也有看到幾隻，太可怕了！希望能加強衛生和清潔，才能永續經營。,2,
優點：1.房間基本設備ok 浴缸馬桶很不錯2.提供接駁車 價錢合理而且很方便3.工作人員用心帶活動炒熱氣氛4.酒精無限暢飲很不錯 酒品種類算多 調酒很用心5.宵夜滷味炸物很好吃 但要記得在8.前下單6.diy擴香石後還幫我們包裝 很漂亮有質感可以再改進：1.營區設備及活動與網路影片有落差 沒有燒肉 沒有小兔子 沒有兒童戲水池 早餐內容跟去年落差大 有種被騙的感覺2.應提供雨天備案 遇到下雨天 漆彈活動直接取消 沒有任何室內雨天備案3.摔碗酒因為「技術上的問題」而取消活動 是什麼原因取消沒有講 只是請我們見諒 在不知道原因、沒有其他代替活動的情況下有點難體諒4.食物份量少 晚餐蝦子一人1隻 蛤蜊3顆 早餐的蒸蛋兩湯匙就挖完 吃得有點空虛5.早餐時間結束前20分鐘就開始收拾吐司跟烤箱 感覺可以等時間到再收 才不會讓人覺得廚房很小氣我們購買的是c方案 折價後一人4000 這樣體驗下來感覺只有2500的價值 有點小失望場地跟硬體設施其實蠻好的 如果再改善一下就更棒了p.s 蘆筍汁的客群稍微少一些些 房間冰箱飲料可以調整一下哈哈,2,
很放鬆很舒服的地方建議可以禁菸，不然坐在外面看風景還會被菸味影響,2,
"木屋面向三仙台無敵海景，白天、夜晚不同樣貌輪翻上場，晚餐家人們吃著BBQ,看著星空，吹著風，加上小木屋設備齊全，可以滿足懶人露營的樂趣，不失優雅最棒的是，早上5:28補捉到三仙台日出美影，完全被這裡的從晚到早的景色收服，太棒的渡假地點，大推喔",2,
超幸運 遇到好天氣 櫻花美餐點好吃 適合帶小孩來跑跳放電 …,2,
環境清淨，地如其名，很多蟬叫聲沐浴用品也很好用,2,
這裡的環境真的非常優美，空氣清新，讓人可以完全放鬆心情。非常值得推薦的營地！,2,
雖然下雨但是客廳帳有地墊，房間帳也是防水的所以沒問題。客廳帳點燈很可愛。不過下雨後洗手台水黃黃的希望店家可以加強水質過濾。,2,
園區很漂亮，服務人員（曉玲）很親切，晚餐也很好吃！,2,
下大雨還一直打雷 ，不給退錢只給改期， 還說從來沒人取消過。 每年在溪中死的人還不夠多？真的是為了賺錢連這種話都講的出口,2,
這裡露營車乾淨舒適，適合來放鬆～ 服務人員都很親切熱心，讓人感覺很愉快,2,
地點很近 不用花車程時間就能有放鬆的環境 還幸運看到螢火蟲 貼近大自然的生活非常棒 下午茶 早餐 都有包在住宿 超級推薦大家來體驗都市裡的大自然生活,2,
"教練們人都超好的,很關心每台車每個人的狀況(而且很帥!!!!第一次玩真的很刺激,雖然有點毛毛雨,沒有騎車過溪有點小可惜家人們都玩得很開心期待下次天氣熱一點再玩漂流其他項目!!",2,
有配合的司機接駁服務 晚餐非常好吃 大推烤蔬菜 豬舌頭 以及烤布丁 還有營火烤棉花糖 放鬆好地方,2,
進入帳篷前沒有先點東西，明明就只有鍋子，離開前才跟我們說少了湯杓要坑錢，覺得不行。,2,
初訪清水那方，訂了豪華露營全包餐，服務人員非常親切熱情，有任何疑問都會很仔細且耐心的講解。裡面多樣大型設施可以給小孩放電，美中不足就是沒有遮蔽物，太晒了，但不減孩子們的興致。尤其是孩子最期待的大大水池也玩得很盡興，水質很乾淨，以戶外標準來說真的維護算很棒了！可惜天氣太好太陽太熱情無法久待。房間設計溫馨舒適，因為是生日方案還有貼心的小佈置。床很好睡，認床都能一覺到天亮。浴室乾濕分離，熱水的熱度足夠水壓超棒！可惜帳篷內水氣不易散去過於潮濕，布簾發霉嚴重，但有好就有壞，至少是獨立衛浴可以盡情放鬆享用設施，而且還是免治馬桶，還有超大泡澡浴缸！整體來說非常舒適！餐點部分晚餐火鍋BBQ自助式，餐點豐富多樣，但吃起來很一般般，中途有慶生活動，生日蛋糕搭配恐龍裝同樂，充滿歡樂的氣氛，工作人員真的辛苦了！結束後還有小朋友最愛的烤棉花糖，沒有了還會再補充，孩子們都吃得很開心！美好的夜晚！早餐也是自助式，中西式都有，快結束時工作人員還會貼心提醒請我們再去夾取，真的很窩心！這次的旅遊非常的開心，一方面工作人員都很親切，一方面設施維護的很好，活動也還不錯，會想要再回訪的地方～。,2,
環境超棒還能體驗真實版開心農場晚上氛圍很chill推推,2,
這邊真的太放空了，放鬆到很不想回到市區繼續工作。,2,
老闆娘態度很差 不知道在跩什麼好像全南投只有他們可以露營一樣不開心 就不要出來營業啊又沒有人逼妳到底來花錢受氣的嗎 設備又不好什麼都要錢 連多一個車位也要收錢 我們是有消費的,2,
如果想要來體驗讓人火大又沒品質的露營，請參考柚香露露，包準您覺得花錢來露營跟把錢丟在大海裡是異曲同工的效果。1.一分錢一分貨，沒有品質的露營就是騙錢，廠商只提供了場地，還有破舊的充氣床墊和小電扇，卻收費13000元，完全無服務可言2.蚊子多到以為是養蚊館，當然我們知道是來露營，一定會比較辛苦一些，但是廠商完全沒有任何配套措施，知道蚊子這麼多，也完全沒有提醒遊客，重頭到尾只知道被莫名其妙收取了一萬三，換來了一堆蚊子咬的包，癢到多天後還不會好，歡迎想被蚊子叮到爆的朋友前來體驗3.帳篷品質糟透了，收了一萬三，卻提供破床墊，還有一張沒有充飽，這樣跟自助去公園露營過夜完全沒有兩樣，請問廠商您收錢不會收的不安心嗎如果可以再選一次，我此生絕對不會再選這家，只有一個字，爛！,2,
以為選在廁所附近會比較便利，結果晚上11點後一群女的肆無忌憚吵鬧，一直斷斷續續到深夜，非常無禮與無知，也無法熟睡，這次非常雷！,2,
難得的渡假選擇美山露營區真的是很值得，雖然這次因為天氣狀況沒看到星星，但距離海岸線以及三仙台風景區都很近。環境整潔衛生，是放鬆的好地方。,2,
很舒服的露營體驗，晚上星空很漂亮，朋友們一起喝酒聊天的首選地點,2,
評價根本就是被洗出來的吧？！第一次露營，遇到感受這麼差這麼火1.食材列表很高級，端出來的肉類跟海鮮根本就不新鮮，是冰多久？跑廁所就跑了兩次，吃益生菌還沒用2.帳篷內是不錯，但帳篷上方沒在蓋一層，下雨聲、天亮馬上被吵醒，下雨天出口沒拉拉鍊馬上就淹水，為什麼出入口不裝遮雨棚。3.帳篷在草地是不錯，但沒有做步道就是失敗，下雨天就踩在草泥地在近帳篷，成何體統4.帳篷的區域蠻多，我們住在上面那區就有八個帳篷，廁所、淋浴間你們知道在哪嗎？竟然要走下斜坡到下面才有，而旁邊有兩個帳篷還比上面的小很多，價錢還收一樣！重點是！為什麼不蓋在帳篷多的附近，有夠扯。5.收費這麼高卻沒有這個Cp值，是想坑誰…「一顆星是為了寫評價」沒別的。,2,
因為這裡真的有點偏僻，本來只是想隨便吃個晚餐，民宿老闆推薦這間，結果還真的有夠好吃，驚艷,2,
隱身在山林裡的網美露營區，超舒服超乾淨，這次祖孫三代一起來，都沒有違和感，直接晉升網美感,2,
接待人員的服務態度真滴優！而且對於住客入園後的解說也很詳細，有任何問題都可以馬上幫忙確認跟處理！晚餐真的沒話說，都是原型食物，大多都是採用當地原民天然的調味料製作。完全沒有濫用任何的加工食物充數，調味也很棒，都可以襯托出食物的原味，真的很讚！！啊因為食物太好吃又很餓，吃完也來不及拍照了ㄏㄏ,2,
營主很用心的經營，很放鬆的地方。重點是～～小孩玩的很開心還有 營主每季會把帳逢全換新,2,
這裏雖然跟「露營」完全扯不上關係但環境很舒適沒露營經驗也適合來，因為這邊就是相對較「野」的民宿而已,2,
房價很高所以我就用高標準評價，房間進去很悶沒有窗戶雖然有冷氣但還有股霉味，門打開蚊子就飛進來，半夜蟑螂飛到我臉上把我嚇醒，不敢再睡只好等天亮趕緊離開，早餐也沒有網路上說的很好吃，地方不大遇到下雨只能在帳篷不知怎樣～也許有人會說戶外住宿便是如此，但以假日一晚3人要價近2萬來說，絕對會有更多更好更優質的選擇，我是不敢再領教了,2,
到現場時才被告知是入住哥吉拉，因帳蓬旁有養雞所以雞屎味很重，大失望,2,
老闆很親切 而且露營的設備都很具全 帳篷裡面很舒適 冬天去的時候有暖氣可以開 環境真的很漂亮,2,
營區寬闊，設施齊全。第二天參加了他們的水上漂流活動，蠻好玩的，也適合親子同遊喔！,2,
二訪心得：不會再來第一次自己家庭來，住勇士區，除了洗澡熱水不穩定外，其他感覺都不錯，朋友們看到，詢問頻頻，於是約了好多個家庭，再來一次。第二次來，就是失望！！！開車一進營區，帶位的人馬上就說改區，我心想，我們這麼多年紀小的小孩，就是只適合你們的勇士區。營區人員解釋，因為之前風太大，設備受損需要維護，所以必需改區。我再問，人員回覆說約四五天前就已經訂料要休，但人力不足。我回覆，你們好幾天前就知道的事，為何一通電話都不告知，我們一個多月前就已經預定，你們早就掌握入住的情況，我能理解之前天氣不好造成設備受損，但你營區可以事先電話說明，我們可以延期日後再來，而非到現場才說改地方，一整個被迫接受來到獵人頭目區，草地那麼小，不如所料，小朋友陸續在石子上跌倒，帳篷門口地上，煙蒂幾十根不清，鍋子清都沒清，嘔心到拿去放地板，還好習慣自己帶鍋。我不是偏激者，我還是能說獵人頭目區的優點，就熱水穩定風景好。但這種經營態度，絕對宣傳不隱藏,2,
你好，我是3/24人住馬帳的客人，我寄給您的 請問有收到保溫瓶了嗎？,2,
歐式早餐不錯，有特製吐司.沙拉.水果.水煮蛋...唯一不夠貼心的是冬天提供冰紅茶，跟老闆反應被嫌囉唆......,2,
住宿小木屋9度的寒流天氣，晚上8點洗澡，洗不到3分鐘變冷水，等5分鐘，想說再重複開會不會有熱水結果還是冷水，後來包浴巾等待先生打電話到櫃檯詢問，櫃檯人員回覆熱水器有安全裝置要等10-15分鐘，等了快10分鐘開水洗不到2分鐘，又變冷水最後用冷水沖乾淨快速出來，全身發抖在這個天氣冷到發抖！還有晚餐調味很淡 ，可以帶辣椒醬或胡椒鹽會更好！,2,
環境很不錯。記得帶防蚊液。很多營地可以選擇。適合親子同遊。,2,
服務真的好親切環境也讓人好放鬆真的是個不錯的好去處,2,
漂漂河相當有趣，不過要水量夠多會比較好玩，全程都有教練陪同，安全性比溯溪高一些，是蠻不錯的team building活動,2,
環境舒適，空間大又乾淨，還可以租借飾品裝飾帳篷！非常喜歡這次露營體驗,2,
環境很好 帳篷跟浴室都整乾淨整潔 晚餐食材價格稍貴了一點 但相當豐富 早餐也很豐盛,2,
房間很讚，還有各種設施，很適合帶小朋友來放電,2,
相比其他無裝備露營的營區，這次的體驗很失望，我不會推薦親朋好友來這！1.我們18個人的包區場地非常小，還要跟其他營友共用參加活動、不相干的營區人員一直穿梭，誇張的是他們的狗還在我們專屬的衛浴間大小便。2.帳篷大小、設備、質感都不符合$3800/人的標準，簡易帳篷內就只有2-3張充氣床而已。3.食物在量不在質。4.第一天14:30讓我們入場，隔天10:00就請我們離開，實在非常匆促。5.營主非常難聯絡。帶寵物的收費也比官網上還貴，就地起價。,2,
住宿環境不錯，但隔天早餐必須走一段距離才能到早餐餐廳，朋友因9點用餐時段位置客滿，必須自行到餐廳打包帶回露營車用餐，但4人房竟然只能提供兩個紙碗實在很不合理裝怎麼裝飯或粥與飲品，跟服務人員索取時說規定ㄧ房只能提供2個碗…傻眼了，問服務員飲品怎麼裝她拿塑膠袋給我裝…一晚要5-6千元這樣的感覺很不週全，而且餐廳位置不足，房客打包回房是配合飯店的替代方案卻未體卹房客的不便！,2,
包吃包住，有衛浴設備的生日饗宴豪華五人帳（有龍蝦、啤酒），床、枕頭很軟，很好睡。整個就是很放鬆！很舒服！很幸運天氣很好，可以去泳池泡水，到海邊踏浪。早餐選擇多，可以吃很飽，中午不用吃了！因為下午還有下午茶️。晚餐有烤肉、鴛鴦鍋、自助吧，吃超飽，連消夜都不必了！服務人員每一位都服務的很棒！總是笑臉迎人、很享受這樣被服務的感覺。尤其是名為EVA的服務人員，很親切、很有耐心的服務與說明，給她五顆星！^o^您們辛苦了！美好的二天一夜,2,
個人覺得有些名過其實，整體環境看起來好像打造的很不錯，但其實一點都不方便，特別是C區的大雨棚，一整個傻眼，地上是碎石地，上面還舖設了護草墊，但其實破破爛爛的，感覺就是硬增設的空間，特別是如果遇到下雨那就更慘了，停車場距離非常遠，營區看起來貼心有提供推車，但下雨後根本沒辦法使用，都濕透了，只能徒手搬運，濕帳撤收已經很慘了，一放到推車上面更濕，幾乎現場沒人使用推車，都是徒手一包一包的搬到自己的車子上，只有浴室還不錯，空間還算大，置物架跟沐浴用品還算充足，乾溼分離的設計也不錯，而垃圾回收的部份感覺做的也不好，垃圾分類也不是很清楚，廚餘也不知道要倒在哪？因為不清楚，所一以大家就都亂丟，有點混亂，整體而言，雖然這營區有很多人在搶營位，但對我而言，應該就是這樣了，沒有想再度造訪的念頭，就是被大家過度包裝的營區，就當是一個經驗就好，有時候覺得不一定要設備多好，環境多漂亮，只要整潔乾淨，一樣可以很高興的露營，畢竟露營是一種放空，只要心獲得放鬆，整體也就不那麼重要了。,2,
烤肉好吃雖然是公共衛浴但很乾淨還有提供吹風機,2,
環境乾淨整潔，食材新鮮。安排的活動很棒，有機會會在次購買。,2,
本來要訂10月20號，露營車訂購系統弄老半天無法預定，我太笨，到別家了，這家預定系統很難懂..不定了,2,
"環境還蠻乾淨的，廁所還會定時打掃，還有遊樂區，溜滑梯盪鞦韆，沙堆區，還有妞妞車（但要收費）根本小孩的天堂,而且衛浴的蓮蓬頭很貼心，有設計大人（高的）跟小孩（低的）小孩區還有附椅子跟水桶，但唯一美中不足的就是蓮蓬頭狀況不是很好 …",2,
12/16-17入住，老闆人超好，帳篷廁所營區都很乾淨，還有無敵雲海超美山景，住起來很舒服！晚上睡覺超級超級超級冷但有電毯可以租借。,2,
正好遇到櫻花盛開，景色很美，這次住露營車，邊看風景邊泡湯，是很棒的享受。,2,
營區乾淨風景漂亮~還有可愛又親人的貓咪可以玩！玩SUP必須找Simon教練，下水前的教學很詳細說明 下水後也非常親切指導而且很幽默～推一波,2,
"不便宜的營區，營內很擁擠，11點40分到營區，告知12點才能入場，因為會打擾前一天露營的人，但目測幾乎收光，詢問是否小孩很急是否可先上廁所,還是不肯通融，去住飯店時間沒到不一定可以先入住，但至少可借廁所吧？然後下裝備只能從入口推車，頂著夏日正中午的大太陽，裝備又多拉車拉完後一身汗。",2,
第一次體驗高級露營，這個價位配上這個環境和服務真的值得！而且第一次看到戶外的廁所那麼乾淨，真的不容易，另外管家也很貼心，服務親切，讓整趟旅程添加幾分貼心，歡迎大家來山思雲想～chill一整晚～,2,
小管家很親切，服務五顆星。職人工作坊很專業哦！最重要的是風景美，環境設備也乾淨。,2,
除了帳篷發霉、態度很差以外，廁所和寢具都很乾淨、冷氣也超涼，所以我給六星好評！！,2,
早餐多樣口味選擇還不錯……沒自行開伙週邊美食圈地點也多選擇,2,
接待人員超級用心而且真的是懶人路露營完全不用準備任何東西衣服帶來就可以開始玩樂了,2,
這裡每一位服務人員都很親切，特別要嘉獎一位叫做映辰的服務人員，我們帶小小孩來，他非常耐心地幫我們把每一個小積木都組裝完成，讓每個小朋友都有得到現場的一個樂高小禮物謝謝他耐心的幫我們做組裝，然後還很親切的介紹園區跟園區的設施及服務，這裡的一泊二食餐點也好吃環境衛生乾淨帳篷也很乾淨，值得再來,2,
緊鄰在梅花湖旁邊～望出去景色優美露營車體驗～櫃檯有免費飲料提供晚上還有棉花糖可以烤唷隔天早上的早餐有中式西式可以選早住宿附設腳踏車卷能在旁邊的腳踏車租車地方兌換腳踏車遊湖～小朋友踏青奔跑的好地方坐在搖椅上對著外面放空就能消除疲勞的感覺 很棒,2,
桃禧漫遊露營車，乾淨整潔，很適合親子遊，晚餐鴛鴦火鍋很豐盛，海鮮很新鮮，有機會可以在來訪,2,
規矩多，費用高，小黑蚊多！,2,
餐點非常不ok.下午茶果汁是合成的，麵包乾乾的，只有野餐盒可以。晚餐BBQ擺盤好看，食材不新鮮，當場餐廳經理來也無法處理。超失望的一次旅行,2,
第一次住懶人式的露營，東西設備都很齊全，空間也很大，但是加購的食材很不行，自己帶食材就好,2,
露營車外面就是湖景、樹景，很美，氣氛清幽，非常適合放鬆的地方，也可以帶寵物哦！,2,
超級美的露營區，熱水很熱，老闆娘人很好，風景也是美美的，帳篷內很乾淨！,2,
很自然，很寧靜，雖然路途稍微遠一點，本身已經是2度住宿，值得推薦,2,
怕吵的人不要去，超過晚上12點很多人大聲聊天在吵,2,
天氣好真的是很不錯的地方，可惜第一天到就下雨，沒得跑只能玩桌遊，載客的高爾夫球車好像只有一台，無論進房或退房，都需要花一點時間等待，早餐一間房只能一種飲料選擇。晚上房間外面的戶外桌燈光不夠，在外面吃飯很暗，去服務台借是否有露營燈，回覆是被借完了，但免強還有手電筒可以借。隔天天氣放晴，看著孩子在草地玩耍，接觸大自然，還是覺得這裡蠻不錯的！,2,
張逸慧服務真的很棒、很親切，園區很大很適合帶小孩來放電。,2,
園區佔地位置非很山區，想露營又怕太深山會暈車的人這絕對是不二的選擇，夜晚起霧時整個園區的景非常之美。盥洗室及廁所都很乾淨。,2,
很貴 內部設施差 晚餐早餐貴又不佳 不會想再來到地方 可惜了地方,2,
預定了免搭帳的蓮花帳，六位好友一起前行，地點很方便，山路也不會太難開，營地的營主跟小幫手人都很好，有問題當下都馬上為我們解決，超貼心：）,2,
針對服務部分工作人員都很棒不是敷衍的介紹營區這一點就覺得可以稍微鼓勵因為大熱天又要騎腳踏車帶住客入住也算是辛苦的工作!晚上還會來詢問有沒有缺點要提議跟發放耳塞不過當下還沒洗澡所以缺點沒有提><淋浴間部份建議一間一間中間的地板加個小溝因為整個平面的隔壁的水會跑過來有點不能接受Q景色部分真的很漂亮離旗津老街也很近可以租腳踏車閒逛當天幸運有遇到彩虹!!!帳篷部分就真的發黴的很嚴重以前有住過南投的星空帳篷雖然也有一點點發霉但看的出來是有在維護我知道這裡鄰近海邊難免可是這個帳篷看起來就是比較沒有顧整片都是發霉我只是拍了一個角...,2,
今日來花鳥蟲鳴海拔2044公尺，在高山可以看見最美的景色，服務親切、晚點也用心！食材真材實料，環境也相當清幽隱密，如果喜歡隱私感、喜歡露營，可以選擇來這裡不用自己搭帳篷，還有專屬的烤肉區，最棒的是無敵雲海美景，好喜歡,2,
我是住露營車，露營車維護的很好，衛浴也都很乾淨，一切都很美好，唯一的缺點就是達新牌的吹風機,2,
香氛蠟燭DIY可愛又療癒，謝謝Eva的細心教學下次會再來,2,
半島老闆超會喝，不像上雲端老闆一點都不會喝，有夠爛。開玩笑的老闆都很好笑人很好,2,
園區整理的還不錯，露營車內部空間大且豪華，電視、浴缸、冷氣通通有，相當舒適！設施方面有摩天輪、咖啡杯，適合小小朋友，大一點的孩子可以玩迷你高爾夫、VR高爾夫，另外表揚一下這裡泳池的救生員很認真盡責！一泊四食方案有下午茶、晚餐、宵夜跟早餐，下午茶跟宵夜是在新開的Bon Bar享用，環境新穎～晚餐是在自己的露營車棧板上豪華海鮮大餐+BBQ牛排，份量超多還有附烤雞，宵夜還有五款泡麵煮給你吃，一個超級飽。唯早餐有很大的進步空間～九月來沒有太熱，晚上風涼涼，喝杯啤酒看星星，園區散散步，很愜意！,2,
空手露營體驗不用自己帶裝備真的太舒服啦⋯營區的裝備皆使用outdoorbase的，一到營區就有下午茶可以享用，還有動手DIY披薩教學，每個時間都有不同的體驗活動，完全不會有無聊的時候，營區人員親切，環境放鬆舒適，非常值得推薦給不想帶裝備又想體驗露營的朋朋們。,2,
很愉快的一次家庭旅遊經驗，帳篷️看出去就是海，抬頭看就是整片的星空晚上一起烤肉聽音樂聊天，很放鬆很愜意，全家人都很喜歡下午的水上活動也很有趣，教練們人都很好很親切，下次有機會一定還會再去玩 …,2,
風景美，地方舒適，老闆服務很好！讚推推推～～～,2,
住在露營車內，11點退房，9點就有阿姨來碎念，10點把全部床單收走，蠻特別的經驗，服務真….棒？,2,
世外桃源，只是莊園地點有點隱密，自己一定要有交通工具喔，還有零食要備妥喔，因爲山裡沒有商店，最近的7-11要開15分鐘壽豐鄉讓我的印象很不錯，如果夠熱血，可以從花蓮市騎歐兜拜去壽豐，移動跟停車都很方便,2,
很雷，沐浴乳竟然用稀釋過的水，做生意有需要省到這樣嗎？還有沒補到的，洗到一半還要換淋浴間，第一次遇到這麼扯的情況。水管屋水霉味很重，價錢偏高，不太值得。烤肉提供的食材難吃，醬給不夠，鋁箔紙給的不情不願，冰東西還被唸開一台冰箱冰太少東西很浪費電，沒遇過這麼小氣的老闆。出去玩的心情都被打壞，整體的住宿體驗只有雷一個字。,2,
6600/晚的露營車車子內粉塵很重濕氣也重淋浴間有一小塊發霉水ㄧ多腳會泡在跟發霉那塊接觸的水裡很多飯店或露營車會放除濕機建議營區跟進,2,
廁所燈光顯暗 地版維持常濕 沒有提供洗髮精很沐浴乳 記得要自備 （洗碗區也要自備）環境清幽 小巧 人多時 小孩只有遊戲區 無法踢球或羽球 或是一邊玩 我們一邊喊 小心營釘 可能需要控制一下營數幸運遇到不知道哪來大黑狗（紅色頸圈）凌晨攀上桌 吃桌上食物（本來以為是友人 所以沒去看 吃了好久我覺得怪怪的才看到） 趕半天才離開 有點可怕有看到營主阿公時時環繞檢查環境 很棒,2,
餐點美味.調香課程及講師專業有趣.管家服務佳!!用餐環境佈置用心.值得到訪~,2,
露營就是接近大自然半夜不是人吵反而是自然的小動物們的大合唱 …,2,
原本想說一顆星評論比例不高應該不至於像前人說的這樣誇張結果去了發現90%的一顆星評論都有發生實屬非常不推薦的露營區管家很冷漠一點都沒有放鬆感從抵達當天就一直趕大家的時間喜歡被控制、被冷眼對待的人應該會非常喜歡這管家（汪汪？）的服務整個營區的限制很多10點退房是離開園區以時常在露營的玩家經驗是超級早要離開的時間，退房還可以接受，但是要整個連人帶車消失⋯這個價位可以住到軟硬體更完善的其他露營美學（懶人露營），也不會有被教召的感覺。,2,
精油課程活動體驗很讚，文森老師幽默風趣，晚餐也很棒，風景超美，推推推,2,
活動很多不無聊，非常適合小小孩，安全又好玩,2,
剛好遇到剛開幕 都沒有人還包場整個環境很好 也可以自己佈置下午看日落早上看日出廁所浴室都很乾淨半夜星星一大堆超級漂亮！如果要再訪是沒問題的 因為太美圖片是朋友半夜拍的星星用肉眼看真的超級美,2,
活動人員很親切，也定時有人在營園區、維持營區整潔。廁所離帳篷都不遠，浴室熱水很燙、水壓很強，洗起來很暢快！惟冷熱中間值要抓一下，不然會太燙或太冷。營本部離帳篷不遠，臨時補充物資很方便，甚至離山下的全連或便利商店也只要10分鐘就到了，買完東西再上來繼續戰XD營區狗狗「奶茶(全糖溫的)」很可愛，會和客人互動～心情好還可以拍照XD營區也很適合拍照、飛空拍機，園區不算大，但是以懶人露營來說非常棒！硬要雞蛋裡挑骨頭就只有枕頭太軟、早上會被人群小孩吵醒，但露營，這還有什麼好嫌的呢！總體非常滿意，讓我們渡過美好的兩天一夜，會再二訪！,2,
二訪-晚上烤肉太黑看不到電燈還需要額外租借不太合理上次去住蓮花帳，電燈夠亮，價格相同，為什麼選擇別種帳篷就需額外租借,2,
風景優美，食材很厲害，吃超飽！Google評價可以獲得拓印DIY乙個,2,
服務態度好早餐很好吃環境舒服房間乾淨場地夠大可以吸取芬多精哦,2,
風景佳、設備好，園區人員都很細心、親切，晚上可以看到些許星星～,2,
先說優點：廁所乾淨浴室有熱水、工作人員親切、環境乾淨缺點：冬季時候營地提供的睡袋不保暖半夜會冷、帳篷會漏冷風、充氣床會漏氣（半夜睡到身體會碰到地上）、晚上烤肉食材普通、木炭不夠…很像苦難體驗營建議留電話給客人，以防晚上找不到人幫忙處理,2,
到了場地，木地板沒有清潔，只好自己拿抹布擦拭乾淨後再離開。洗手間男生的便斗可以放低一兩個小孩子比較方便使用。,2,
水喔水喔水喔～～風景漂亮！服務很好～很貼心～ 會想再來第二次唷～～,2,
"自搭帳的人pm1:00進營區，露營車及免搭帳15：00才能進營區！我們要看清楚喔！提早到不能進喔！營區偏小，沒什麼景觀view，要多天露營要自己安排規劃事情及行程。營主會推薦去附近“無價”的淺水灣及白沙灣。烤肉及煮東西營地有公告：要到公共規定區域內：不准在蓬前或蓬內烹煮食物,會有味道殘留在帳蓬。中午時間到有公告提醒營友準時離開！滯留超過15分鐘要罰錢。如果您跟我們一樣是Google評論愛好者，很依賴Google來訂房及搜尋好地方，需注意評論照片戲水池是3年前的，他們今年不提供戲水池，許多的公告營主良善的告知要去他們粉專看！我不認識他們，第一次去也一定要知道粉專在何處！",2,
空氣不錯 風景優美 有山有水接待房主很客氣熱情 看之前其他人評論廁所有改善 露營車旁邊增加兩個廁所有蹲式有坐式 蠻乾淨的覺得是有用心經營的 感覺浴室也整理過？浴室很棒 我覺得蠻大的 有點小小乾濕分離我發現有兩隻雞在我們旁邊跑來跑去是要給我們家菜嗎？真是不怕人的生物還有兩隻貓 ～整體來說我覺得很棒很滿意 cp值不錯還會想再去 就是蒼蠅蚊蟲有點可怕但是露營這些大概是正常的吧⋯⋯第一次露營露營車有延長出遮雨棚 餐桌 夜燈下雨也是可以煮火鍋啦我想備註一下～男生浴室 洗髮精沐浴乳請補一下我可憐的男性朋友說 進去才發現很空啊⋯⋯謝謝闆大附上我們可愛4人組玩樂照片大家可以帶桌遊 晚上不無聊,2,
蠻不錯的 很適合露營初體驗，慶幸沒蚊子，老闆很用心維護，烤肉的話也不錯。小缺點:露營車外面洗手台有漏水洗手的時候發現腳也濕了,2,
第一次體驗野奢露營，一卡皮箱就可以體驗露營真的是不錯，小孩玩水也玩得很開心，可惜遇到午後雷陣雨，潮濕黏膩讓我不舒服，秋高氣爽的季節可能更適合！外帳發霉有點嚴重，處理ㄧ下視覺會更舒服。夏天小黑蚊多，記得穿薄長袖長褲，還有毛巾要自己帶,2,
環境清幽，水廁浴室乾淨，老闆娘超親切，大力推薦。,2,
真的很奢華，我以為我是來到什麼五星級渡假村。一進門就遇到數位親切的工作人員，房間超美，設備很齊全，四周可以走走的環境也維持的超好，其實只住一天覺得有一點可惜。很謝謝你們，讓我和朋友們在這裡有美好的回憶。,2,
