,content,status,type,label
15623,風景不錯，空氣清新，唯一缺點，廁所太少。,0,1,1
6783,有獨立的營地、有冰箱跟冷凍櫃但小孩子的遊戲設施設備老舊、也沒什麼在維護蒼蠅、蚊子、蜘蛛特別多沐浴方面還不錯，男廁需要加強如果營主能用心經營，應該會是不錯的露營場地,-1,1,0
14142,洗手台及插座充足，廁所(男2)衛浴(男2)稍嫌不足。,0,1,1
15361,第一次來，晚上營主也不來巡，打電話給營主，11點多了，有帳篷還在群聚飲酒作樂，營主來了，還是很吵服務：1,-1,1,0
9177,洗澡間瓦斯不夠，晚上洗澡很冷，草莓便宜,0,1,1
8376,夜間照明不足（10點後公共區域熄燈）去廁所看不到路線，雨棚區無停車位，且雨棚區入口處有一落差，不適合開房車之露友(同行的露友有人車子差點刮底盤)，浴室為乾溼合一設計，且只有2間,-1,1,0
6426,放鬆身心的好場所，符合了家人的需求，空氣，氛圍，乾淨的場地,1,1,2
14684,新吊橋走起來很穩可惜少了刺激,1,1,2
7502,地點難尋，山凹內太悶熱,-1,1,0
8214,這個地方很美，視野不錯，值得停下欣賞風景。,1,1,2
15053,"很棒的營地,有森林也可看夜景,碎石營地,24hr供應熱水,浴室乾淨,淋浴及廁所分開,有冰箱可冷藏冷凍食材。最後一段山路是水泥路面,路況還行不算遭,小心開即是~營主貼心提醒:要導航""景色天地""沿指標走~",1,1,2
8676,有得天獨厚的景觀且坐落在寧靜山中，露營區有美麗的樱花，設施完善。可惜的是3天2夜老闆僅收垃圾和補衛生紙，廁所都不乾淨，且女生浴室水溫冷熱難以控制，蓮蓬頭水都亂噴。,0,1,1
1691,很棒。大致都不錯，老闆娘很好，園區也都很乾淨，唯獨位置很近，一直到晚上過11點，某些露友很吵，影響休息，希望營主能適時管控會更好,1,1,2
4035,跟期待有一點小小的落差,0,1,1
12118,"本來是覺得離台北很近 , 看圖片不錯又友雨棚應該會很放鬆。剛好遇到雨天 ,雨棚內會積水,再來就是從帳篷走到廁所 ,到處都是水坑跟泥巴，腳永遠是髒的 ,是露過最痛苦的一次!在來就是蚊蟲很多 ,不過戶外這很難要求!建議設施要翻新一下 ,排水要做好一點。 弄好一點我想這會是很棒的營地!",0,1,1
11444,2021/11/19首露+夜衝衛浴很乾淨，草皮很漂亮，有大冰箱和脫水機。,1,1,2
13469,一帳1000元，衛浴設備很棒，大間寬敞而且放東西架子齊全，每一帳有獨立一個水槽和電源插座，營地滿大空間，算平整，唯一缺點是地很硬，營釘很難釘；旁邊有竹林，筍子可以免費採，離看螢火蟲的璋樹林約5分鐘路程，4-5月來水蜜桃也採收，水蜜桃甜又多汁,1,1,2
4448,加強洗澡熱水的問題。廁所太少洗澡時每30分鐘才有熱水不點不便,0,1,1
3845,被隔壁帳的小孩吵到半夜一點無法睡覺，打給老闆求助請他處理，結果他說小孩會吵很正常，還怪我們半夜打擾他。1. 既然是寵物友善，就不該要求我們要綁住家裡的毛小孩。如果規定就是必須要綁住毛小孩，就該要求所有的住客遵守。我親眼看到隔壁帳的狗是沒有綁的，結果老闆三番兩次來要求我們這邊要綁住家裡的2隻柯基，原因是她們比較活潑...活潑不代表有攻擊性或容易造成危險，如果要避免危險，就要公平地要求每位帶毛小孩的住客，而不是單憑老闆的主觀判斷去差別待遇。2. 當我們從晚上10點開始一直被隔壁帳的小孩從不間斷的哭聲吵到無法休息，直到半夜快1點還不得安寧，只好打給老闆求助，結果老闆竟然說「小孩會吵很正常，你打這電話給我做什麼？！」所以，住客的居住品質老闆是「選擇性維護」的嗎？這一點都不負責任啊！,-1,1,0
3306,適合冬天的營區。低海拔夏天真的很熱帳數不多仍開放了游泳池指標不太清楚走錯路了,0,1,1
14533,景觀是不錯，但營位有點擠且收費太貴...露營一個夜晚要價1500元。,0,1,1
3184,維護很好的營區，營主的用心大家都看得到。營主很認真的維護環境經常打掃廁所，整理垃圾晚上也會廣播請大家放低音量，不會有太誇張的露客造成其他人的困擾非常推薦,1,1,2
9466,環境還不錯，走上去遼望台約30分可看360°風景。營地探班每人100元，最上面靠路邊的營地是磚地不好下釘。,0,1,1
14345,爛泥巴踩到爽，且整個園區很芬芳，大推 一星好評👍👍 …,-1,1,0
5459,蒼蠅非常多，小黑蚊爆炸多！！！！雖然廁所衛生紙有在清，但是尿騷味很重廁所浴室是一起的，所以洗澡洗到醺到快窒息,-1,1,0
15412,帳帳的距離太近冰箱較無整理、有異味D區3帳包區浴廁有異味搭帳空間較小且廁所與浴室沒有分開，清潔度待加強營主很親切協助搭帳往上走有觀景平台、風景佳,0,1,1
12611,好到達，沒什麼山路，路況良好,1,1,2
9417,營區很讚😎營主超熱情餐廳好吃到爆 …,1,1,2
2534,到營區的路都算好開，營主人也很好，廁所有提供衛生棉讚讚!!!整片星空也超讚!!!,1,1,2
11153,2/23電話確認訂位、2/29再次確認時不斷推拖，男營主推給女營主，女營主再推給女兒，3/4說十分鐘回播確認，等了一天一通電話都沒有，直到今天我們打回去才說：「喔？我女兒沒打給妳喔？那妳應該沒訂到喔，應為也沒付訂金」請問2/23電話訂位時你們有說要訂金嗎？那時確認訂位是跟我們開玩笑的？做事毫無信用可言，可惜一定要給星，不然你們連一顆都不配拿到。,-1,1,0
14968,老闆很熱情，純樸的露營風，超讚,1,1,2
254,營區費用及環境。因為是連假關係~~所以怕往中南部塞車~~所以挑選北部的營區~但到了營區沒有設施~~以及超級多的小黑蚊~~連噴霧都沒有用,-1,1,0
14120,接近大自然。沙鍋魚頭火鍋太棒了,1,1,2
12333,不是收了錢就什麼事情都不管，晚上洗澡沒熱水也找不到人處理，天氣這麼冷只有冷水，非常不建議,-1,1,0
12170,這次是因為露營而到這營區，是因為網路照片很美所以慕名而來的，但是到了現場很失望，很多造景感覺年久失修都已破破爛爛還是什麼原因？！建議網站的相片應該要更新一下了。,0,1,1
10489,"營主親切,道路不難行駛!很舒服的營地",1,1,2
5563,位於花蓮新城地區一處由農田植草的露營區，賣點不多，距離花蓮景點近，當作一個住宿露營地點來說，算不錯的場地。下雨排水不佳，部分地區積水淹水。搭棧板上可避免此問題。但671等大帳不宜。有小黑蚊，嚴重扣分。,-1,1,0
5176,廁所沒有衛生紙有點不方便，建議裝衛生紙，草地上有乾掉的狗大便，不衛生，垃圾桶沒裝垃圾袋。垃圾桶沒有壓磚塊，這樣半夜會有野狗野貓來翻垃圾，整體之下有待改善,0,1,1
12924,一直跳電...後來竟質疑我們用高電量電器(吹風機一台+電鍋就跳電，兩台電鍋也跳電)，還說開業至今未一直跳電...我們70多露也沒遇到一直跳電，一直抱怨廁所衛生紙用太快，營地主人一直盯著有幾輛車，幾頂帳，有沒有超過他們給的小小露營區(一直說因為下午有其他人要來搭帳，事實上根本沒有)...訪客來一下表示施恩惠給我們所以不算錢(是在哈嘍!)雨天防水做的很差，到處泥濘，腳永遠不會乾，鞋子和設備全髒，20多人用一間衛浴(熱水會斷斷續續)，一早就趕我們11點要離開的營地...沒步道沒太多景色，下雨天泥濘中被趕著收帳...只能說僅此一次，不會再來的不友善的小氣營地!不適合帶老人家和小孩來，蠻無聊的...特別是半夜還有人在吵架，差點打起來...太不好的露營經驗了！,-1,1,0
6221,浴室太小、水溫不熱，小孩洗到哭哭,-1,1,0
6784,營地獨立性不錯👍但是其他設備老舊都沒有維護！網站上的介紹的射箭場非常簡陋…….還有超多蒼蠅🪰🪰🪰應該沒有下一次了,0,1,1
15016,制高點在沿路上可以看到雲霧在身旁飄移，可惜森林區形狀扁平，帳篷只能橫著架，無法直接面對外面風景，而是得看著別人的帳篷，石子地面有些斜度。夜景區風景漂亮，可惜超收擁擠，帳篷也只能橫架，帳與帳相鄰很近，無法直直地在客廳帳中向外看。浴室電燈很少，昏暗，熱水夠熱水壓穩定。若是沒有超收可以考慮夜景區，否則下次不會再來，老闆娘態度很好這個加分✨,0,1,1
9527,風景不錯，但可惜沒提供沐浴用品及吹風機，便利性打折。,0,1,1
10448,路程：白蘭部落的路都還算好開，但營區內的路比較陡峭，要比較注意。冰箱：只有冷藏區、沒有冷凍區，而且冰箱只有在營本部，拿取東西要走蠻長一段路。浴廁區：四區、六區兩區的浴室跟廁所是在一起且沒有乾濕分離，水泥地板也因為長時間潮濕有些微青苔。以分區這麼多帳來說，如果大家都在熱門時段使用，廁所跟浴室一定是不足的。浴室使用瓦斯，同行友人沖水至一半就沒熱水了，還要中途換間使用，好險隔壁間剛好沒在使用中。熱水的管控非常有問題，一不小心就會著涼，而且浴室沒有加裝紗網，隔間內有時候會非常多蟲。最後必須說，唯一的小便斗有點問題有漏水的狀況，使用上感受不佳。營位：營位蠻大的，使用空間充足，土質也好落釘。但是營地有些地方有點歪斜，桌子或是床位可能使用上都會被影響。供電：這次使用晚上突然跳電，且其他區也都全部無法用電，待營主維修後才恢復供電，我們因為用電少不太被影響，但其他區的使用者就不知道了。,0,1,1
6657,露營地歸化很棒；碎石地營釘不好釘,0,1,1
3384,營主用心經驗的溫馨營區。五星級的浴室和廁所，公用的雨棚和桌椅非常方便,1,1,2
10784,到營區前的路不難開，但夜衝路口的標示有點小不是很明顯容易開錯路，A區到D區的路很小而且都是之字轉折又有坡度，非常容易空轉（這次八台車上D區幾乎每台都有發生空轉）。D區草地以這次經驗估計理想狀況大約7-8帳已緊繃（有大小帳穿插），營主可能沒有考慮到大小尺寸問題直接說可以搭到十帳（連木地板的觀景台都說可以搭兩帳），對於空間掌握建議不要抓這麼緊對露友來說會比較友善。營區衛浴每間都有馬桶和洗浴設備算貼心，也有吹風機，但沒有提供沐浴乳和洗髮精，建議可以寫明需要自備以免有人忘記帶的困擾。夜景與觀星是優點。,0,1,1
10652,五天四夜的露營營主人超好……浴廁乾淨每天都會來關心去那玩也會介紹景點,1,1,2
10685,建議七、八、九月別去，小孩被®小黑蚊®叮到將近兩百個包，隔壁露友第二天嚇到離開。還有大螞蟻也攻陷了客廳帳桌椅。收帳困擾很久還是帶了不少隻上車。營地腹地窄小，衛浴到是不錯，冷藏冷凍開飲機，有室內閱讀、桌遊區。秋冬、初春估計才比較舒適，以上建議。（回家泡冰桶，擦百靈油精油還是癢到不要不要的，嚇。）,-1,1,0
11429,失望了. 如其他露友說 早上蒼蠅多到很生氣,-1,1,0
9681,雨棚區是最大特色，雨天露營不怕積水，乾淨清爽，設備完善，溜小孩的好地方因有溜滑梯。,1,1,2
1854,超讚的服務跟品質。男女主人都很熱情好客，咖啡也很美味呦，值得再次到訪的好營地,1,1,2
10755,上山的路太窄，無法閃車、會車,-1,1,0
6853,打破高價高品質的期待，夜衝16:30進場要加價事小，營位安排擁擠，也並非如照片般精美，而且搭帳篷限制一堆（因為3帳場地硬要留5帳空間），一個週末下來，廁所髒亂後也未見營主來處理，四周人工雜物也讓人未有大自然的清幽感,-1,1,0
10236,空氣好，營地乾淨，營主親切，好乾淨的浴室，廁所，,1,1,2
5085,大人小孩都開心的搗麻糬活動!,1,1,2
11107,名符其實～太離譜白天蒼蠅爆多，晚上蚊子也超多，這次6/10去遇到大豪雨帳篷都積水嚴重，跟營主反應只叫我們自己挖水線排水，也沒有護草墊完全就是濕答答烤肉吃到飽也都只是隨便弄弄而已完全沒有質感在，營區的垃圾桶很少而且也沒有廚餘桶，絕對不會想去第二次,-1,1,0
4910,離碧潭近，但園區人員處理問題能力需再加強積極。車子進入園區，標示不明，現場人員指引表達反覆不清，結果車子行駛掉入階梯斷層，進退不得，人員處理態度消極推責，還是我們自己去請在場烤肉的其他客人幫忙推車，才得以解決!實感甚差!,0,1,1
970,很乾淨的營區，交通也方便。建議營主在冷藏處放置提示或監視器，雖然一包冰塊被拿走損失不了什麼錢，但是東西被翻過的感覺不太好……,1,1,2
11982,幾個問題：1.廁所太少⋯整個營區只有四間廁所⋯2.浴室太少⋯整個營區男女加起來只有五間浴室⋯3.垃圾桶及廚餘桶太少⋯每個位子都沒有擺放這些東西，一定要走一段路才可以丟⋯4.蚊蟲有點多，在水溝及草地難免會有這些昆蟲，但是怕蚊蟲的人建議不要來⋯,-1,1,0
13897,收訊很差！遠傳幾乎沒訊號營地地下都是大石，沒法下釘！優點：浴廁很乾淨，有水桶。,0,1,1
1405,"樹林沒有修剪很凌亂,樹木太高看不到VIEW了,浴廁還滿乾淨的,早上老闆娘還熱情招待現煮咖啡",0,1,1
13171,整個營區收那麼多帳，就只有6間浴室，營位小又擠一堆帳篷，不會再來第二次,-1,1,0
4187,後門的營位，很寧靜，燒著柴火很療癒。柴燒的熱水很燙很爽。,1,1,2
9159,營主大哥情切實在，營地寬廣舒適,1,1,2
1861,營主親切服務，場地配置良好,1,1,2
7868,體驗不佳！初次去，體驗不是很好，各種虎頭蜂🐝，有家人晚上被虎頭蜂蜇到跑去附近急救站，告知營主後，營主給予回應為：這麽嚴重？？隔天營主有來現場，說通常只有早上有人被蜇，晚上沒聽說，我問號？但事實就是露營當晚各種蜂，帳篷至少光顧了8-10隻若帶小朋友去，請先練好抓蜂或避蜂的技能！另外營主很注重草皮，草皮養護不容易，但有想過我們還在冒著雨搭著帳篷，沒地方讓我們放置物品嗎？只是催促著我們趕快把車開去停,-1,1,0
6859,夜衝至露營區大門毫無燈光，到碎石營位時發現廁所旁放置一堆腐木、地面雜草叢生、充滿蚊蟲、護草墊都是落葉。包區營主還會管你帳篷要怎麼搭，要搭哪裡。放在廁所的捕蚊燈還是壞的三天兩夜的蚊香棒搭配電蚊香使用卻還是點了約莫四五十支，從沒在一個露營區使用如此多的蚊香棒，結果還是被蚊蟲叮咬到頻繁的使用防蚊液也無法抵擋。半夜睡著做夢還會夢到對面山有人在打獵開槍砰砰砰的把你叫醒，真的是謝了。期間毫無感受到其他評論以及營主自己說的關懷客戶，從開始到離開營主一次也都沒有來關心閒聊過。本次秉持著臭屁也是要有實力的，感覺營主就非常有實力且圖片環境優美，願接受營主定制森嚴營規。結果卻是大失所望，整趟旅程就是在半夜被吵醒、被蚊蟲叮咬及帶著類似跳蚤咬過的痕跡抓癢抓回家然後再抓一禮拜。營主要懟就來懟吧，本人不做回應且評論絕非不實指控且可受公評，如不思考改進而是一昧攻擊消費者，祝生意興隆,-1,1,0
4182,半夜狗叫聲很吵~是否可以控制一下!!,0,1,1
10728,千萬不要以身試法帶著兩台車滿滿的黑螞蟻離開不是你可以想像的,-1,1,0
5452,蚊子超多超兇的，不過營地排水性不錯，下雨不會積水,0,1,1
13055,露營區位置在牧場外邊的馬路旁，完全不會進入到牧場內部，感覺就像是在路旁的小公園露營，蚊蟲很多讓人煩躁，景色單調不夠舒心，夜半時有斷斷續續的狗鳴叫聲傳來，不是個露營的好地方。,0,1,1
5591,有大小棧板可選擇，也有草地可以使用。但排水效果不是很好，雨太大的情況會積水（應該是區塊的問題）草地培植的很漂亮，小棧板可放下6-8人帳四周是農地或者果園，也許是積水很多未處理，大蚊子以及小黑蚊有點多....記得攜帶電蚊拍以及防蚊用品。業主人很客氣，也提供個人物品以及登山經驗分享，建議可以多在園區內周圍栽種些驅蚊植物以及改善排水問題。,1,1,2
14322,根本不是可以露營的地方，一顆星都不想給，可以給五個👎👎👎👎👎，沒用心在經營露營，就不要開放給露友。1. 排水沒做下雨過後爛泥四起2. 衛浴、廁所就像茅草屋3. 冰箱位置偏僻，沒標示、沒照明，在一個廢墟前面，連男生都不敢經過4. 七帳包區卻只有兩組插座5. 這種品質一晚1100/帳，有夠盤…,-1,1,0
13844,位於山谷中很舒服的環境，很適合一大群朋友包區，小孩和狗狗都玩得很開心，洗澡熱水很熱，還有提供飲水機，感受的到營主用心經營。,1,1,2
6747,風景不錯，不過因為不能指定每個區域的位置，一切都是營主的安排，有點可惜，道路真的不好開，遇到會車不容易閃過，洗澡部分則很不OK，廁所是流動廁所的形式，味道有點重，男廁甚至是在走到中央，一點隱私性都沒有，除了這些，景色還滿推薦的,0,1,1
836,感謝營主電霸即時救援。螞蟻真的太多了,1,1,2
7308,營區風景很美，但營區中間有條馬路車子經過有點吵,1,1,2
4533,環境優美、熱水供應穩定充足、營主也很客氣。黃昏蚊子較多!,1,1,2
1573,此次是訂七號草地區，場地屬於狹長型，非常的小，根本無法容納七帳，跟營主反應，得到的回應也是無法苟同,0,1,1
8246,推薦一個可以從早唱到晚的營地，愛唱歌的都來這邊吧！上風處從上午七點唱到傍晚，整個營區被迫聽一整天鬼吼鬼叫野外殘酷舞台，建立同理心可能就是要互相吵一下你的快樂是建立在所有露友的痛苦中～然後旁邊是帶超重低音播放一整天混音音樂⋯⋯營規跟實際執行完全不一樣老闆也不會管，露友一路唱到快10點，講話超大聲，營主兩隻手機都關機，沒有制止和勸阻,-1,1,0
6528,茄苳D區排水不良、積水嚴重，第一次遇雨因積水撤帳（後來整區ㄉ露友都提走撤帳），營地是草皮混石頭地，底層石頭偏大顆下釘困難，若遇雨天要多考慮一下,-1,1,0
10337,洗澡衛浴是蠻大間的 但水溫非常不穩 一下很熱一下又變冷「洗完澡感覺快感冒了😷」然後 水量很小 蓮蓬頭又很炸「營位還可以但衛浴會讓人不想再造訪」 …,-1,1,0
4055,環境不錯營主客氣，又可玩水還有溪邊，但臨近馬路有車子經過很吵。,1,1,2
8394,老闆娘還帶我們做附近的植物介紹及diy小盆栽，蠻不錯的,1,1,2
7661,草皮很不錯，老闆熱情。,0,1,1
5034,冬天不適合，太冷，沒有景，沒有什麼設施，但該有的都有。。費用有些高，夜衝收一半營地費，沒有販賣東西，有冰箱，沒有冷凍。浴室老舊型的，不會納入考量再去,0,1,1
10556,風景很棒，但設施有些老舊,0,1,1
12086,環境乾淨～舒適～我愛露營、我愛大自然～納入口袋名單！我住的是水岸區，有遮雨棚！附近有乾淨的廁所、衛浴分離、洗澡的空間舒適不擁擠、防滑地板不怕跌倒！有吹風機！有大冰箱！新北露營好去處～,1,1,2
15054,路不好走高地盤的車輛比較適合可是風景夜景超美,0,1,1
2018,因為意外造成設施損壞，營主的水電非常迅速處理，感覺十分可靠,1,1,2
14020,廁所有點遠 其他露客唱ktv很吵 也不會勸阻,0,1,1
480,草皮很舒服、浴廁很乾淨、營主很親切,1,1,2
13461,腹地小了點 但廁所很讚啦！推推,1,1,2
8947,浴室數量不夠用，好不容易排到了，卻洗到前10秒的溫水，接著是不得不洗的冷水澡，在寒溪露營讓人寒心,0,1,1
2206,建議浴室跟廁所分開，以免有人洗澡就無法上廁所。建議浴室跟廁所分開，以免有人洗澡就無法上廁所,0,1,1
6583,前往的路幾乎都是兩線道可會車，路線順暢。營地本身碎石非常非常多且有點尖銳，建議帶不銹鋼營釘或多帶幾支營釘。風景優美非常心曠神宜！遊戲區在最下面那一區。需走一小段下坡路段，1/1當天露營整晚跳電至少5次以上。不知道是什麼原因造成，建議可以多帶一下非插電的燈照明。廁所熱水不穩定，有忽冷忽熱的狀況。沒有飲水機，請記得攜帶水。,0,1,1
7525,露營好地方平緩水流細沙岸,0,1,1
12498,非常棒的露營區，綠草皮、至高點的視野，五星級營區的衛浴，周邊種滿芳香萬壽菊，隨摘隨泡好茶。,1,1,2
9588,道路進入晴空小徑的10分鐘 路況不好看且陡峭到了營地營主不在營地 需打電話給營主有露友半夜來夜衝露營地是斜坡 沒有附護草墊半夜至清晨有大風這次搭的營位 A3-A7 共五個營位但在後方才有電箱。且只有3個。兩個洗手台整個營地共有三間廁所。四間浴室。因為大雨寒流 還夠用。但滿帳不知道夠不夠,0,1,1
11962,在連假期間入住搭帳營區露地規劃不好的地方：1.場地：露營場不大、各區距離非常近、沒有管制停車場及營區劃位導致車子停的位置影響我們訂的營區2.盥洗設施：營區當天至少目測20帳但是女生淋浴間只有四間（是否因為連假超收露客？）3.服務態度：訂了三天兩夜，營主只在第一天入營時告知我們的營區出現，當晚發生意外：第一天晚上接近入睡時間，露客們開始陸續盥洗發現沒有水了，從其他陌生的帳露客致電營主，旁聽才得知因水管破裂導致無水可用，這期間直至第三天下午拔營時，營主都未曾向露客說明狀況、追蹤搶救進度或致意！露營場的蚊蟲非常多，也有遇到蟻窩，強烈建議攜帶防蚊蟲的設備,-1,1,0
13149,帳數收的太密集，帳和帳幾乎相連，小孩都沒地方可以玩樂，沒什麼景色都被雨棚和帳篷遮住，沒有露營的品質。唯一的優點就是沒什麼蟲，廁所乾淨,-1,1,0
11384,本來滿心期待來這個新營地，很可惜到了現場後和營主分享的照片有點落差…（回到家時，我還是無法相信這是一個重新經營的營地）我想泰安還有其他更多的選擇⋯⋯,-1,1,0
14642,環境佳，氣候好衛浴可再加強,1,1,2
7768,千萬不要跨年過來露營 體驗感極差！營主租人過跨年活動 音樂直接開重低音 煙火放了好幾次 完全不處理,-1,1,0
13166,我們在最上方的雨棚動線不太理想  廁所要繞一圈這時期白天有點蒼蠅其他蠻舒服的 環境有在整理以上,0,1,1
4537,營主非常熱情，環境也很讚！。熱情的營主，環境廁所都很乾淨，很適合再來一次！,1,1,2
14516,優質露營地、夏日避暑聖地！,1,1,2
7482,老板下午就喝酒醉了，來收營費，我給他了，他收走了，晚上來又會忘了，有收營費的問題，跟我們要了三次，特別的盧我的生日就這樣破滅了，真的是不好的回億。,-1,1,0
15323,整體來說蠻普通的不過我們在第二區離營主的位置近營主會一直看我們 感覺有點被監視的感覺浴廁有兩間但沒有全部開放有鎖門 所有洗澡的時候只能一個一個洗營區位置不算很深但中間有一些地方蠻陡且視線不好建議夜衝的人要多注意一下營位排水普普遇到下雨，有些小小積水,0,1,1
14692,小營區，十分安靜，營區內全部都是五葉松，在松樹下露營不怕曬太陽，營主和善親切，在下雨的寒流日（手機溫度顯示6度C）到此露營，洗澡時熱水充沛，洗手間乾淨清爽，值得再去一遊，。,1,1,2
9396,收費尚可，廁所乾淨，有蛾。,0,1,1
1643,蟑螂太多 (蟲也太多了吧)。7號區場地太小(超擠，小孩沒地方跑)，不建議露!,0,1,1
10109,"優點：- 合法的露營區.- 營主待客佳.- 電壓穩定.- 到營地的路好開.- 衛浴乾淨有維護.- 護草墊充足.- 附近有不少步道可以走.缺點：- 台南少雨缺水, 4/29(六) 晚上約 20 帳左右, 男生浴室只有一間, 女生浴室也不夠, 遇到此狀況應該要少收帳數. 若夏天太早洗澡, 睡前容易再流汗, 若太晚洗則需要排隊.- 因為缺水, 草木狀況不佳, 塵土比其他縣市營地多.- 帳和帳的間距小, 易互相影響, 不時可以聞到隔壁帳的二手菸.- 4/29(六) 約在 B11 和 B13 區中間有兩帳過了午夜 12 點還在划拳喝酒, 酒後瘋言瘋語, 大聲講話, 隨地便溺, 也不見營主勸導.- 可能是旁邊果園的關係, 蒼蠅多.- 冰箱只有一台且冷藏不冰, 可能是多人使用, 開關較頻繁, 也可能是因多人使用, 內容物過多.",-1,1,0
2192,想吸菸味，不怕露友吵，這裡歡迎您。營區煙味四起，營主露友抽煙完全沒在客氣！露友狂嗨整夜到一點多，非常不客氣，還在評論區留言攻擊小孩早上哭的3分鐘！說孩子超過8點的玩樂是叫大家起床！遇到爛露友和覺得年輕人嗨很正常的營主實在是我露營以來最差的經驗！,-1,1,0
15144,台7線線上，有水有電。下面有溪流。四面有大山。有燈有雨棚。夜衝好地方。注意安全。,1,1,2
456,營主很親切。浴室蓮蓬頭出水忽冷忽熱。,0,1,1
12378,有山有水，露營好去處！,1,1,2
9736,沒電話，沒網址怎麼下訂啊,-1,1,0
922,營位有點太小了 希望可以少排一點 空間大一點,0,1,1
15444,優點:1. 夜景優2. 山景&夜晚星空不賴3. 衛浴熱水穩定，清潔度可以4. 如果沒滿帳可跟營主協調營位5.  草地還算不錯缺點:1. 最後一段到營區的路小，會車不易2. 假日營區冰箱會塞爆，建議自行帶冰箱3. 晚上10點後無控管，一直到半夜2點才比較安靜4. 半夜有野狗會來翻垃圾桶，早上地下一堆垃圾5. 帳跟帳距離很近，不適合搭大型天幕或是帳篷,0,1,1
3489,營主親切熱心，場地乾淨，草地很舒服,1,1,2
7642,不錯的營區，衛浴環境相當的乾淨，冰箱冷藏冷凍很大很給力，也沒什麼蚊蟲，唯獨訊號在這邊差了點。,1,1,2
8841,帳位安排過密集，有點太擠。小朋友玩樂的空間很小。秋冬遇到東北季風，完全沒有遮蔽物，營柱硬生生斷兩截，跨年一堆帳嚇到直接撤帳離開。洗澡忽冷忽熱，水壓很小。草皮跟風景不錯，建議避開風大的季節（但新竹有點難）,0,1,1
7818,附近有間叫歡喜農場唱歌又大聲又吵～還唱到晚上10點多!!不適合想要享受山林清靜的人來～,-1,1,0
5215,風景櫻花再美，營主的不負責及沒有水 ，及感覺超收的狀況下，我覺得我好像來到菜市場等級以及身在停車場露,-1,1,0
4551,設備不完全的（我們住三天兩夜）。廁所-衛浴希望要多多打掃，沒有籃子或置物空間--畢竟假日眾多人，吹風機只有一台不夠用。沒有獨立垃圾桶無法分類。營地不平整，廁所水流不通很慢-水不強-感覺沒有再整理的感覺-住了三天兩夜-沒看到營主-只有入營那一天。入口處不夠明顯。,0,1,1
14366,環境不太乾淨烤肉桌椅有回程一趟一日遊回來被蚊子叮咬,-1,1,0
14027,場地安排略為侷促，小朋友較無活動空間,0,1,1
52,自在舒適，營主夫婦人很nice。原本訂C區雨棚，抵達時營主引導搭在A區雨棚，高度比較高，視野更好，升級驚喜，小朋友在營位瘋狂奔跑放電！超舒服營區自產的雞蛋品質很好瓦斯帶不夠，謝謝營主夫婦幫忙提供，省了開車下山的麻煩，每個營位都有烤火桶跟木材能使用，暖暖暖❤️,1,1,2
12482,綠地露營超極舒服但設施普普,0,1,1
5461,厕所卫生纸都没有。价格也不便宜。護草墊晚去的就没有了。,0,1,1
7697,一家大小放鬆好趣處浴廁乾淨 環境棒 適合放鬆遛娃❤️,1,1,2
7790,一點也不推阿跨年連假居然七早八早整地整地就算了營主養的狗叫整天的阿廁所又髒狂跳電還超接,-1,1,0
1603,景觀很棒的營區 生態也很好 在深秋居然還看到鍬形蟲 小孩子都很高興,1,1,2
15589,沒啥設施，衛浴只有2間，廁所2間，滿帳要提早去洗不然要等很久,0,1,1
1520,浴室水龍頭忽冷忽熱。寵物建議都禁止，不然就是可以帶不要收錢,-1,1,0
14335,玩溪水烤肉是個不錯的地方烤肉食材普通,0,1,1
10987,抵達營地的前十分鐘山路較崎嶇，建議底盤偏低的車要考慮，也不建議夜衝；營地草坪遼闊、廁所乾淨，但蒼蠅非常多，營主說是隔壁茶園在施肥飛過來，營主很貼心的提供補蠅板，但黏了十幾片還是非常多⋯建議來之前可以先詢問營主。,0,1,1
13444,白天小黑蚊很多，晚上飛蟲蟻很多，都飛進民宿裡面，外面帳篷根本無法睡！但是包場場地是很好的，希望營主能再多多用心經營！,-1,1,0
10157,營主跟風景不錯，帶小孩看鵝跟雞滿可愛的，也很親切介紹附近景點跟風景，為人熱情但遇到“現場工作人員是他阿姨”的年輕人與他朋友們，他們白天唱歌就算了半夜各種扯，凌晨2～3點還在大笑 學鵝叫還在我們帳篷前跑來跑去 超大聲呼喊對方名字還大聲唱歌！！！ 真的夠了如果是親戚，不是更應該出來制止這種脫序行為嗎？放縱他們在那邊破壞深夜寧靜 🙄,-1,1,0
10328,整體不錯水壓忽冷忽熱剛開始不知道小孩子差點燙傷不會再造訪,-1,1,0
1608,環境清幽，衛浴乾淨。營位平整，草皮區草很厚實柔軟，缺點:鄰路，訪客來每人收100,1,1,2
10680,剛成立不久，圍牆擋著不易看內，外觀還吸引人注目。,0,1,1
10812,乾淨舒適，營主和善，海拔不高但涼爽宜人，營地平坦視野遼闊，盥洗室內外乾淨，是最佳好去處！,1,1,2
11865,視野遼闊   可以近距離看到老鷹  也有很多蟲鳴鳥叫聲  缺點是廁所味道不佳  雨棚區前聞得到管線發出的屎臭味  😂  園長是自己一個人管理整個營區，希望大家可以幫忙把垃圾拿到集中處，減少北杯的工作量 。 …,0,1,1
7331,適合天氣涼一點，過路露營應該是不錯，離市區近，夜景不錯。,0,1,1
