content,label,rating,type,publishedDate,tokenization,sequence_num,status,origin,origin_label
營長很用心經營。我們這一家還會在去露營喔～因為營長很用心的照顧營區，也用心的整理環境，廁所很乾淨而且排水很快,正向,4,1,2017/7/8,,233,1,1,正向
營地小而美，營主熱情，周邊環境大自然，又有溪水相伴，DIY活動一定要參加，很紮實的課程。咖啡館裡買的手作護唇膏，有夠水潤，好用極了，冬天快來了，超推露友多囤幾支....。,正向,5,1,2023/11/7,,234,1,1,正向
適合小朋友放風的好地方。上山的路，有點小條，需擔心會車問題（所幸想太多，也沒遇到下山的車），景觀、設施、浴廁、空間，都給予十分滿意的肯定。,正向,5,1,2018/8/13,,235,1,1,正向
營主太太超親切好客，耐心陪伴孩子作手工勞作，這是13露來首次露到這麼乾淨的廁所，值得回訪的小巧親子露營區。,正向,5,1,2023/11/7,,236,1,1,正向
雖然營區的設備跟環境沒有很好，但是營主有滿滿的人情味，要離開營區時，車子發不動，等待救援的時間營主請我們喝咖啡、吃水果、吃零食與聊天，心中滿滿的感謝。,正向,5,1,2024/1/8,,237,1,1,正向
值得待一整天看風景的地方，每個時段的風景與夜景都有不同的感受,正向,5,1,2021/5/7,,238,1,1,正向
覺得還有改善的空間。營地的草皮超級難下釘，遠看是草皮，近看下釘是水泥地....釘壞好幾隻營釘><,負向,4,1,2021/8/25,,239,1,1,正向
營主非常貼心，場地舒適偏，唯使用電熱水器，多人同時使用時，需注意洗到冷水。,正向,4,1,2021/5/7,,240,1,1,正向
"小孩玩樂設施多,玩的很開心,可惜營地很硬,釘子打到會抓狂XD",中立,5,1,2020/2/25,,241,1,1,正向
很悠閒的露營區但是小黑蚊很多,中立,3,1,2020/5/9,,242,0,1,中立
來的時候剛好下雨，隔天還好沒有雨～但這裡的景象依然美！！ （可能下雨整個露營區只有我們哈哈）-但依然不影響老闆、老闆娘的熱情、貼心，這個露營場也非常的棒，非常值得來這裡玩！用說的你可能不會了解，來一趟就會明白它的好～,正向,5,1,2022/5/7,,243,1,1,正向
環境不錯，沒有老鼠之類的因為營地有很多野貓。但要小心，喵星人偷食物XD,正向,4,1,2018/5/7,,244,1,1,正向
環境乾淨 無小黑蚊 廁所超乾淨 浴室大間（超推晚上看得到螢火蟲～營主熱情好相處平日可以開放露營的好地方下次露營地點的首選,正向,5,1,2021/5/7,,245,1,1,正向
還可以。洗手間沒有衛生紙.浴室沒有沐浴乳.營區沒有冰箱.飲水機放於營主房間內.不方便取用,中立,4,1,2021/9/21,,246,1,1,正向
養狗早上7點一直吠，9月還遇到一種聲音尖銳的蟬在叫，蒼蠅很多。晚上熱水會互搶，還容易沒熱水，浴室天花板也有霉斑，沒有置物架，廁所味道很重，男生乾脆是半開放式，營位上石頭很多，沒有護草墊，光腳踩地墊踩到石頭會哭。開上來的山路小條反而是其次了。優點是，台灣之星有訊號，看的到星星，景色還可以，不過晚來的5/10帳只能看其他人的帳篷，被擋住沒有景色。,負向,2,1,2023/5/8,,247,-1,1,負向
老闆娘很親切，整體環境乾淨舒適。草地很棒，在小溪裡抓魚很有趣。。草地旁的洗手檯建議加盞燈，晚上洗碗時才比較方便。謝謝。,正向,5,1,2018/4/5,,248,1,1,正向
"1.老闆態度很好,草地很大,也可以車宿..2.附近有小7,清心福..在加點路程還有家樂福.順路可以採買.3.洗手間有提供衛生紙,浴室是乾濕分離,有提供吹風機.4.有飲水機,有冰箱,連冷凍櫃都有,不用擔心冰箱不太冷.5.靠近路邊,晚上車子也不少,聲音比較明顯.6.地上有種防蚊草,不過蚊子還是很多.要帶蚊香,補蚊拍燈才夠用..",中立,5,1,2023/5/7,,249,1,1,正向
臉書私訊跟打電話，而且接電話的女員工不會耐煩，都很用心回覆，裡面有公用飲水機跟冰箱，但不能帶卡拉ok的設備喔。,正向,5,1,2023/5/9,,250,1,1,正向
營位很大廁所浴室也乾淨，還有一個很不錯的戲水池和沙坑,正向,5,1,2017/5/23,,251,1,1,正向
營地不大，帳收太多，造成太過吵鬧，夜晚和白天不知道是營地的狗還是附近人家的狗狂吠真的很吵。晚上過了10點還是有別的露友大聲聊天，小孩尖叫，營主都沒有出面管理，吵聲、叫聲、狗叫聲、聲聲入耳、蚊蟲特多⋯⋯,負向,3,1,2018/4/6,,252,0,1,中立
爛泥巴踩到爽，且整個園區很芬芳，大推 一星好評 …,負向,1,1,2022/5/8,,253,-1,1,負向
可惜Google 沒有0星，不然我就想0個，跳電遇到很多次，跳電沒熱水，這都都可以體諒，但是從12點後直接停電到早上八點，營主直接不演了,負向,1,1,2024/1/7,,254,-1,1,負向
"落羽松的小湖很美  靠近九九莊園很方便。1.建議廁所可以再大一點2.遇到露友一直聊天喧嘩到凌晨2點還     不睡,請營主再跟露友宣導一下",中立,5,1,2022/3/11,,255,1,1,正向
什麼都沒有的營地，就只是營地而已。電力供電安培數應該是不足，光用小LED燈測試就燈光昏暗，夏季蒼蝿沒到瘋狂大軍，但還是挺多的。衛浴設備絕對優質，營主服務與善良度絕對100分！,中立,3,1,2023/7/7,,256,0,1,中立
這周去露營租露營區的帳篷與客廳帳，客廳帳一頂已不防水，滴水嚴重，下午四點請老闆來看，工作人員七點雨停才到，先把裡布擦一遍認真檢查有無破洞，說沒破洞就要走了，我們強調這是防水塗層失效了，因為另一頂不會，請求更換，老闆來了一直強調這是正常的，客廳帳裡面就是會滴水，態度強勢輕蔑，完全不理顧客的反應，堅持己見，搖頭嫌錢難賺。查看過往評論遇到問題的處置的確很像我們這次的經驗，不小心就慣老闆了，露營區美但遇到問題心會累。,負向,1,1,2022/5/6,,257,-1,1,負向
營主非常用心經營，草皮維護的很優秀，雖遇到下大雨，卻沒有什麼積水的現象。,正向,5,1,2023/9/7,,258,1,1,正向
視野佳，浴廁很乾淨，營位大草皮漂亮，又有空間可讓小孩活動，讚,正向,5,1,2018/3/5,,259,1,1,正向
把第一排的樹木降低、就可見三星.羅東的美麗景致,中立,4,1,2023/5/8,,260,1,1,正向
營區附近有螢火蟲、有小溪可抓魚蝦、營位大小尚可、但衛浴設備清潔可在加強 …,中立,3,1,2021/5/6,,261,0,1,中立
A區的草皮還不錯，適合多人一起露營。老闆熱情，橄欖茶也蠻好喝,正向,5,1,2019/5/7,,262,1,1,正向
風景優美，環境清幽，營主親切的營地。晴朗的早晨，還有老鷹家族叫起床。離開營地不久，就會讓人想再回去。,正向,5,1,2017/5/6,,263,1,1,正向
第一次體驗到露營像在市集的概念，帳篷之間幾乎沒有距離，加上滿滿的車，真心建議營主收目前營位的60～70%才有品質。,負向,3,1,2023/5/9,,264,0,1,中立
雖然難逃新帳魔咒而遇雨，但也欣賞到園區迷濛的落羽松美景。有很棒的腹地(九九莊園)可以溜小孩。,正向,5,1,2020/10/7,,265,1,1,正向
營主人很好環境維持整潔唯一不足的是衛浴設備較少,中立,4,1,2023/5/7,,266,1,1,正向
爛得離譜，是因為不能給負的才給一星，要訂位時，愛露營平台上寫多停一台車加收100，我們也擔心每個營區有自己規定，特別也打電話來詢問，夜衝到現場也沒說不可以，結果隔天一大早把我們挖起來，移車移了兩三次，終於確定沒事後，我們也覺得算了，隔了一兩小又換一個人來說，他才是營主他說的算，又要再移，確認不會再動之後我們還是吞忍配合，又再隔了應該一小時，突然說不可以停超過台數，要移出去路邊……而為什麼訂位時詢問說可以，現場也沒說不行，臨時又說要移出去，到底是規定本來就不行，還是因為營主自己有朋友要來營火晚會，所以乾脆擺架子把客人趕出去？真的真的拜託各位露友，營區很多，這營區真的爛到離譜，不要來！不要來！不要來！再翻翻前面其他低星評價的評論跟我說的有沒有吻合！,負向,1,1,2022/5/6,,267,-1,1,負向
營主夫婦人很好很親切，唯一要注意就是google map導航路線是錯誤的，也因此營主太太在前一晚都有事先告知，聽話照指標走就ok了廁所衛浴都很可以唷 …,正向,5,1,2023/5/8,,268,1,1,正向
離市區很近的低海拔營地，營地維護的很棒，營主非常nice!!,正向,5,1,2022/5/8,,269,1,1,正向
很開心來到山上有魚露營區兩天一夜很開心 晚上跟白天的時候美美的 …洗手間很乾淨很多間,正向,5,1,2023/12/7,,270,1,1,正向
我們露的當天遇超強風帳篷吹壞只能撤退了。營區規劃不錯，營地較硬需準備較粗營釘跟營錘，感謝營主說可在半年內在去露一次，下次會選較沒風季節在去,正向,5,1,2018/12/30,,271,1,1,正向
空間大，人多就熱鬧聲音大，蟬鳴鳥叫狗狗友善有山上的狗狗，很可愛,正向,5,1,2023/7/6,,272,1,1,正向
一日客烤肉的營區，立刻走人。,負向,1,1,2017/5/7,,273,-1,1,負向
"營主貼心好客有禮~咖啡、愛玉好吃~硬體設施,整體環境都很棒~",正向,5,1,2023/10/8,,274,1,1,正向
老闆很熱情，露營場地下午有夕陽可以看，隔日清晨還有漂亮日出 …,正向,5,1,2023/5/7,,275,1,1,正向
老中青都滿意。帶著家人去露營，安排媽媽住孝親房、其他人住A區帳篷，營主阿姨非常熱心親切，營地的草皮很美、環境很讚，還可以釣魚(草魚大概有40公分，可惜魚線斷了）、採果、烤肉、草坪上追逐，對於第一次露營的家人真的有滿滿的快樂回憶。20露的我，很高興那麼幸運的找到這個營地，這地方從營主、洗澡區、冰箱到整體環境真的沒有可以挑剔的地方，謝謝有一個這麼好的環境，讓我們製造這麼棒的回憶。,正向,5,1,2022/10/17,,276,1,1,正向
極致的放鬆，擁抱自然。。謝謝老闆娘，第五次光臨一樣感覺非常舒服！有點想念之前那位阿伯和小黑狗， 下次再見！,正向,5,1,2020/4/4,,277,1,1,正向
我們忘記帶到醬油，營主直接救援一罐小醬油洗澡間很乾淨，有提供沐浴乳洗髮乳，水也很熱！還有提供洗碗精跟菜瓜布不過冰箱只有冷藏沒有冷凍～,正向,4,1,2024/4/6,,278,1,1,正向
很棒的茶園，客氣的營主。很漂亮的夜景，令人放鬆不少，下次一定再來。,正向,5,1,2023/5/7,,279,1,1,正向
我知道我的貼文有可能會被刪但我還是要說一下，訂營地之前我都會上網看評價還有看部落客的文但是這營地最近都沒有人寫。但我還是訂了，位子是草地區，出發前有詢問過營主會不會積水，營主說他們的草地鋪設不會有積水問題，但是到了營地草地很鬆軟踩起來是爛爛的感覺，我知道下過雨很久就會有的那種爛爛的感覺，但是當下我們也搭了，到了第二天下了一整天的雨回到營地我搭的位子積水草地也爛爛的，當下決定隔天拔營離開，雖然我們還有一個晚上但是真的呆不下了。隔天營主還跟我們說露營下雨就是會有爛泥啊，我知道啊但是訂的時候營主你說你們的草地有鋪了幾層的工法是不會積水的。我已經露營很久了會不會積水的地方一看就知道。衛浴設備方面我先生說男生衛浴廁所也很髒，女廁方面是小間了點。,負向,3,1,2022/5/8,,280,0,1,中立
是蠻遠的 但是路還不錯 不會很難開旁邊一公里有可以玩水的地方！超讚！場地很乾淨 平坦 但缺點是營釘不好釘 可能不夠深！衛浴設備：男廁兩個小便斗 一個坐式馬桶一個蹲式馬桶。女廁兩個蹲式 一個坐式馬桶。兩個洗手台 還有兩台吹風機！非常的大自然 所以很多蟲蟲車子可以停在帳篷旁邊 入營是自己找營地的還有一個休息區裡面冰箱有兩台 一台冷藏 一台冷凍冷藏 還有提供黏蠅紙每區都有洗手台跟電源這次來露三天兩夜第一天下午下大雨 晚上就沒下了第二天晚上直接一個停電…好像是電線被樹枝壓到導致停電 停到隔天早上收完帳篷晚上超刺激 完全黑的 而且剛好全營區只剩我們一帳,正向,5,1,2023/5/7,,281,1,1,正向
雨棚區位子夠大，一個位置放兩頂睡帳，另一個位子當客廳很速西～～,正向,5,1,2021/5/7,,282,1,1,正向
營主很親切，而且很用心維護環境！風景漂亮，廁所超級乾淨。很推,正向,5,1,2024/3/7,,283,1,1,正向
巨大泳池！非常冰～～～～～～蠻冷的哈哈還有生態池可以餵魚因為太熱 沒有去溜滑梯這次B區 兩帳就包區了位置很大 開心廁所有冰箱也很近熱水很夠！還有抓泥鰍活動缺點是 不知道是什麼蟲？小孩雙手雙腿都紅紅一顆一顆的不過他們還是很開心推,正向,4,1,2023/7/8,,284,1,1,正向
雙龍吊橋有著七彩繽紛的顏色，適合帶家人一起來欣賞風景，記得要先預約才不會敗興而歸,正向,5,1,2021/5/8,,285,1,1,正向
1.廁所馬桶超多螞蟻，洗澡要跟蛾一起洗澡2.浴室4間只有兩間有熱水.洗澡衣服都脫了，只好又穿上再換一間3.說是有飲水機所以沒帶那麼多水，結果到現場飲水機根本沒插電.而且是裝水式的也沒裝水，問營主他說這裡是山泉水，水煮開就可以喝，但這樣又浪費我們很多瓦斯整體來說，不會再去了,負向,2,1,2023/5/6,,286,-1,1,負向
老闆很熱心，洗澡廁所乾淨營地很讚，非常推薦 …,正向,5,1,2022/5/7,,287,1,1,正向
"去年還前年去的營區補評論先說說原本選這營區是為何剛開始看是因為它森林系又有螢火蟲而且還是新營區營主其實因為近日豪雨，要我們延期有三次了，避免下雨掃興（看似人不錯），到現場時真的蠻客氣的到了營地我們先討論營位位置屬於碎石子地，營地規劃位置是樹根盤踞，完全不平，雜草大概有10cm以上沒有在整理對於某些帳或是沒有充氣睡墊是不友善的，地是無法平整，再者可能是營區新的，對於排水跟積水可能還未完善，大半夜還跑出來挖排水溝跟清出水口，這三天在泥泥瀝中度過再來說說wc,衛浴設備水量大小可能比我上廁所還小熱水非常的忽冷忽熱，熱水來的時間非常慢，天花板還會漏水，外面大雨裡面小雨，上個廁所或是洗澡都會覺得淋浴未關再說網路 遠傳到現場是真的不行，介紹中華我就不知道因為沒有，wifi就完全收不到，這是可以與世隔絕的好時間附屬設施吹風機是新的沙坑完全不行水池可以不過環境不像新開的室內水池因為有漏水下雨像是在戶外玩水，附近有廢鐵跟雜物，孩子要多加留意營位旁的水槽要6帳使用2座四槽看似無心經營的新營區",負向,1,1,2023/5/7,,288,-1,1,負向
營區環境優美，老闆親切熱情，而且很認真在整理環境，是個很不錯的營區喔！,正向,5,1,2022/2/7,,289,1,1,正向
地點離日月潭很近 方便 營地小而美 也有沙池遛滑梯和盪鞦韆供小朋友玩樂 後來要回家發現戒指放在浴室老闆幫我找到 還幫我寄回來 真的很謝謝 老闆一家人很親切 也有提供熱水和冰箱  …,正向,5,1,2020/5/7,,290,1,1,正向
這營地位於關刀山山谷的半山，我們幸運地遇到雲海，很漂亮。營地有一些果樹，草地保養的好，衛浴的熱水溫度ok。,正向,5,1,2020/5/7,,291,1,1,正向
"較原始自然的營區生態豐富(蛙類粉多還有天牛..)材燒熱水器 洗澡沒問題有小朋友戲水池 泉水冰涼 實在消暑BUT 靠溪邊營位 下雨排水較差積水嚴重建議搭帳要靠洗手浴廁這一面(靠馬路這邊)PS.一定要置放營區提供的塑膠厚棧板下雨時蚊蟲肆孽(應該是師法自然所以...)務必做好被叮咬的準備野外是小動物與昆蟲的家所以會有昆蟲和小動物 一同洗澡與如廁只建議.有萬全準備且經驗豐富,心態豁達的露客前往",正向,2,1,2021/5/7,,292,-1,1,負向
很擠，跟本沒空間，營主人又不在,負向,1,1,2021/5/7,,293,-1,1,負向
在平台上訂兩營位也訂了帳篷、桌子、椅子、睡袋，結果到現場說顧營地的人說營主沒通知，沒有裝備，扯一堆言論不甘顧營地的人事情，打給營主也沒有接，這種處理態度真的很消極,負向,1,1,2023/9/7,,294,-1,1,負向
這邊好像是露營地不過大門敞開我想可能沒有特別控管人流就走進去散步空間很大 因為平日關係沒有其他客人感覺很適合遛狗遛小孩沒有真實體驗露營所以給予三星一般的評價聽朋友說之前好像有一些動物可以餵但現在都沒有了,中立,3,1,2024/3/6,,295,0,1,中立
環境整潔營位有雨棚、停車方便遠離都市區的好營區,正向,5,1,2023/8/7,,296,1,1,正向
場主很親切，狗狗(逗逗龍)跟我家寶弟變成好朋友，晚上去廁所，還會陪著我們，超貼心的。,正向,5,1,2018/3/23,,297,1,1,正向
分區都有衛浴且乾淨還有飲水機很加分，營主自種芭蕉給我們吃吃，還點一大把香茅幫驅蚊蟲，非常客氣和藹的老夫妻營主，進營區最後一段路比較窄難會車但都有柏油路，有機會再來露！️ …,正向,5,1,2023/5/6,,298,1,1,正向
包區可以射箭及搗麻吉，很好玩，廁所衛浴相當乾淨。只是蚊子多了點。,正向,4,1,2019/5/7,,299,1,1,正向
優質的營區跟優質的營主。我們這次是訂Top區，營區真的很棒，營位的部分規劃的很大，營主收帳很有品質，每帳都有超大的空間，搭完帳，還有很大的空地讓小朋友盡情的奔跑。營主很熱情，戲水池養護的很好，營主還會提供水球讓小朋友們玩得不亦樂乎。生態的部分，很驚喜這次竟然有看到一小群的猴群再山邊。總之是個很棒的營區，一定會再回訪。謝謝營主的用心經營，讓我們有個很棒且愉快的週末。,正向,5,1,2022/10/24,,300,1,1,正向
老闆貼心，環境宛如世外桃源。。草皮保養的超漂亮，環境乾淨到不知道才一大團人剛退宿。忘記帶的東西老闆也很貼心的幫我們處理，三不五時又會來營地關心我們一下，能夠來這露營真是太棒了！,正向,5,1,2017/4/6,,301,1,1,正向
舒服的營區。入住竹雞區，浴廁很近而且乾淨，但沒什麼景，需到別區比較看得到山景，營主人很親切,正向,5,1,2021/12/27,,302,1,1,正向
杉林C的停車區在車道邊，沒有停車場，能迴轉處，高低落差大，一不小心就會車輪懸空，彷彿是車子性能測試場所。新増設的廁所是行動廁所、行動衛浴，非常小，使用起來非常不方便！且營位費不便宜。唯一優點樹林區涼快。,負向,2,1,2023/8/8,,303,-1,1,負向
空氣好 營地長與夫人非常和氣!,正向,3,1,2021/5/7,,304,0,1,中立
營地內道路陡峭，非四輪傳動車輛要有點勇氣。每區佔地範圍不大，容易包區。護坡樹林有清幽感，又有雨棚。感謝營主招待咖啡還會再訪 …,正向,4,1,2023/6/7,,305,1,1,正向
七月來，不會很悶熱，風景超漂亮，天氣好還可以看到銀河，老闆一家人都很熱情，水蜜桃冰沙濃厚好喝，因為遇到滿帳還被招待現搗的小米麻糬(也可以體驗搗麻糬)，老闆家自己種的水蜜桃很好吃，熱水超燙，要有技巧調整，也是很有趣的體驗，還會再來拜訪,正向,5,1,2023/8/8,,306,1,1,正向
浴室廁所有點遠，沒有飲水機，環境還不賴,中立,3,1,2020/5/6,,307,0,1,中立
31號平日休息，第一次的機車露營就給了拉拉山的雅比斯，載一個人加裝備騎了50公里的山路…好累。但到了山上，這景色真的值得親眼觀賞。時而陽光、時而大霧，身處在靜謐飄渺的林間與朋友烤肉談天，搭配老闆娘的水蜜桃酵素，是值得再來一訪的小天地。,正向,5,1,2021/5/8,,308,1,1,正向
很讚的衛浴設備！熱水不間歇，還可以採橘子哦！,正向,5,1,2017/2/9,,309,1,1,正向
前往營地的山路很可怕 要白天時開比較安全 營地廚房及盥洗設備齊全 可以很舒服的親近大自然,正向,5,1,2019/5/8,,310,1,1,正向
一早進去找露營的朋友會客，為什麼還收費？,負向,1,1,2020/5/7,,311,-1,1,負向
廁所很髒喔～要來要有心理準備 …,負向,3,1,2023/5/7,,312,0,1,中立
自然環境是好的 但維護不佳，營主態度不佳！請大家不要來踩雷1、提供租裝備的服務，費用高但品質都很差，桌子超級小張要NT200，我們到場後才臨時說只剩下一張，其他都租給別人了？2、營區只有冷凍冰箱，而且很髒，然後牛奶等全部都被凍壞。3、租燈條一個100，然後超級小還不亮，根本是廢物燈條，整晚都看不到，營主還堅持燈條就是這樣？？幸好遇到其他營友們很好借了燈條給我們渡過一晚。4、早上起來有狗狗來咬垃圾（我覺得合理），但營主也不太收拾就搞的到處都是垃圾。5、廁所衛生著用完也不補衛生紙，吹風機只有一台還藏在一個完全不會有人發現的地方。6、不到12點營主就一直來提醒我們要離開，還留在旁邊不時監督我們，深怕我們多逗留五分鐘。以上，幸好跟一起好朋友來露營心情還是很好很幸福，但營區營主真的非常不行,負向,1,1,2023/5/7,,313,-1,1,負向
個人覺環境是ok的，我們跟朋友有帶KTV唱歌，僅晚上8點多就被制止，露營30～40露以上從沒有遇過，所以太嗨的露營不適合來這裡。,負向,2,1,2022/5/8,,314,-1,1,負向
營主很親切熱心，很推薦大家，如果收訊再改善一點會更棒！,正向,5,1,2020/5/8,,315,1,1,正向
森林區不錯 也可以遠看關西夜景 不過剛好有東北季風增強 森林區 風較大森林區沒有浴室要走建議可以用一個,正向,3,1,2022/5/9,,316,0,1,中立
螞蟻太多，老闆不友善，垃圾不會照時間來收，滿了裝不下,負向,1,1,2023/5/6,,317,-1,1,負向
本次在Top處夜衝二天二夜先講缺點排水普通，近山坡處爛泥多優點浴室水壓穩定熱水充足環境整潔營主隨call隨到且親切是會再造訪的營地下回應該會體驗A區看看,正向,5,1,2023/10/7,,318,1,1,正向
"營地小而清幽，雖然營地無法跟六星級或新的營地做比較，但乾淨度與舒適度是可接受的，建議營主調整一下浴室的排水，容易造成浴室的水溢出到外面造成浴廁潮濕。因營地是依照山坡地形搭建到每區營位時車子有需要給一些力道與技術喔！露友都很自律晚上10點之後大家音量自動壓低營主種很多櫻花是櫻花季很棒的露營區，營主很隨和早上還會請喝好喝的自烘咖啡，來此營地還可順便去爬""鬼澤山""....舒服的營地！推推~",正向,4,1,2022/5/7,,319,1,1,正向
7月份在這裏露營，如果不在乎露營品質，就想在戶外搭帳篷睡個覺的話應該沒有很大的問題，小黑蚊不是普通的多，蠻可怕。賣點是附近的溪水，營地本身像停車場。廁所2/5顆星。露營當天下雨，草地有禿補石頭的地方，帳篷剛好搭附近，收帳都是泥水。,負向,3,1,2021/5/8,,320,0,1,中立
沒在整理營地觀景台前方都是亂長的竹子跟雜草，全都擋住了是要觀甚麼營區隔壁鄰居唱歌吵整晚，然後早上在用電鋸施工，瘋狗早上就在亂叫都到深山林內還一堆人在吵 可怕的露營區,負向,1,1,2023/5/7,,321,-1,1,負向
五星好評的營區！營主熱情好客，提供推車方便下設備，草皮排水好不會有爛泥，每個水槽都有燈（可以關掉），晚上洗碗很方便，浴室熱水夠熱也穩定不會忽冷忽熱，少帳包區的首選！,正向,5,1,2023/5/7,,322,1,1,正向
不想給客人洗澡就不要開業不想洗澡的可以來露營啦,負向,1,1,2022/5/7,,323,-1,1,負向
C區4帳包區，營位偏小。我們沒用大電，但是跳電了好幾次。洗澡剛好選到了一間會積水的。營主護草心切，人都還沒下車就一直說不要停這，但也得讓人下裝備啊。兩個老夫妻應該沒有露營，所以不太清楚露友要什麼，環境不錯，但不要把露友當壞人啦,負向,2,1,2022/5/6,,324,-1,1,負向
衛浴廁所乾淨，環境舒適，老闆、老闆娘人超好,正向,5,1,2023/5/7,,325,1,1,正向
到此三露感覺很棒，白天放空晚上滿天星空，讚,正向,5,1,2020/5/7,,326,1,1,正向
無法管控鄰居清晨06:00割草噪音。應該請老闆作好敦親睦鄰工作，能不能請鄰居不要清晨使用大馬力割草，早上六點被吵醒，還算是美好的露營嗎?就算無法控制鄰居清晨割草，起碼應該掌握鄰居務農的工作時程，預先告訴露友，何日會割草，讓露友自行考慮要不要去承受清晨噪音。跟老闆反映，老闆只會耍嘴皮子。,負向,3,1,2020/11/30,,327,0,1,中立
超親切的老闆 上山遇到爆胎 感謝老闆大力幫忙 換備胎 又載新胎上山換  風景優美環境也很乾淨 …,正向,5,1,2021/5/7,,328,1,1,正向
交通便利。營主管理非常細心。衛浴乾淨防蟲措施做足。垃圾不落地的措施很好讓營區整體很乾淨。夜景與自然景盡收眼底。,正向,5,1,2023/12/6,,329,1,1,正向
第一次實際動手搭帳篷露營️，場地乾淨整潔，夜晚抬頭可見繁星點點，早起陽光穿過樹林灑落感覺幸福，唯獨園區旁山上哪戶人家播放震耳欲聾的音樂聲超級擾人清夢⋯,中立,4,1,2021/5/6,,330,1,1,正向
"到營區前的四公里路面很不平整, 極為顛簸也無法會車，開了20分鐘左右 , 營本部的冰箱感覺年代古老, 冰了飲料卻一點都不冰, 廁所也不見有人打掃, 洗澡的地方勉強還算乾淨。營區沒有收訊, 這點則是要看個人觀感。隔天與友人皆被疑似小黑蚊或是跳蚤的蟲叮咬(本身已經噴了防蚊液), 查看評論之前網友也有相同經驗。總之不推~~ 唯一優點是高海拔在夏天來說相對涼爽, 但畢竟也路途遙遠",負向,2,1,2022/5/8,,331,-1,1,負向
親近大自然很棒，但多加除草會再多少些蚊蟲.還有應至少兩帳就一個洗碗台.,中立,2,1,2023/7/7,,332,-1,1,負向
老闆有在用心經營的露營區，很安靜，環境整齊乾淨。值得推薦,正向,5,1,2020/5/7,,333,1,1,正向
同其他評論所說，營區前5-6分鐘路況不好但這個部分依照車種還有技術而異個人是沒有遇到問題就不贅述營區整體是沒有甚麼其他周邊可以走動要走走只能下山衛浴和整體環境部分我能理解夏季山上蚊蟲多可是我不多不少也是露了30幾次還是第一次遇到整個晚上蟑螂一直往你天幕帳篷飛的狀況真的不誇張，打了一隻還有無數隻殺都殺不完的狀況，會怕蟑螂的請注意...如果只是蚊子螞蟻多我還能理解蟑螂我真的太問號了,負向,2,1,2023/7/7,,334,-1,1,負向
小了一點，沒有太多規劃。可以從便宜一點開始經營！,中立,3,1,2020/5/7,,335,0,1,中立
廁所有點遠 其他露客唱ktv很吵 也不會勸阻,負向,3,1,2020/5/8,,336,0,1,中立
營地衛浴乾淨而且新少帳就能包區營主人很好相處而且看我們天氣熱還準備冰的冷泡茶給我們，還有一整盒桌遊玩到翻掉晚上沒什麼光害，星星真的很漂亮唯一美中不足的點應該就是離阿里山公路太近，所以半夜跑山的車輛聲音蠻大的,正向,4,1,2023/5/7,,337,1,1,正向
翠綠的山景，舒適的午後，很棒的大草皮。。入口有領路狗狗。遠離市區，環境舒服，秋天氣候格外舒適，午間降雨過後，山景更翠綠。有適合活動的大草皮，但出太陽時要留意防曬。衛浴空間大，環境整潔，水溫不賴，方便親子共浴。可能是菓園環境天然因素，白天蒼蠅不少，宜備些驅蠅措施。飲用水與食材宜備足，露營期間欲補給需再駕駛大段山路來回。接近入口的產業道路斜坡段沒有太多充足照明，夜衝駕駛須慢行注意安全。,中立,5,1,2021/10/29,,338,1,1,正向
廁所與浴室是同一間，所以。。。到了晚上洗澡時間，上廁所的人需等待。,負向,3,1,2018/5/8,,339,0,1,中立
讚讚讚，草地軟，浴室乾濕分離，自己一間防冷，百露中的最愛之一Fantastic camp site. Soft real lawn u can drive over. Bathrooms located inside of a separate building so no freeze in the winter. Another one of our favorites off our 100+ camping,正向,5,1,2021/5/7,,340,1,1,正向
老板熱情，活動有趣，場地乾淨，一個溫暖的營地，值得前往,正向,4,1,2019/5/7,,341,1,1,正向
夏天露營的秘境。有小溪可以玩水，森林系營區。,正向,5,1,2023/9/24,,342,1,1,正向
車好開 地方大 場地乾淨重點是老闆人超好又超帥走一小段路可以看到滿滿的營火蟲喔超推呀,正向,5,1,2021/5/7,,343,1,1,正向
小而美的營地，營地旁就是雅吾瑪斯步道，可抽空走走。浴廁同一間，水溫不好調，不過有附水桶。帳少的時候，會給鑰匙，一帳一間專用衛浴。營區有WiFi，不過當天是連不上。缺點:近馬路，偶有車聲會較吵。營區小，若帳多會顯壅擠無活動空間。,中立,5,1,2023/5/7,,344,1,1,正向
"營主人很好,小朋友玩的很開心,整體來說很不錯。這附近的露營區就只有這裡比較乾淨又新,1.雨棚很小,只有少數幾個位置才前面能放的下客廳帳有點可惜,2.沙坑在水池旁邊有點擔心被小朋友潑水進去沙坑,可以考慮換個位置比較佳,3.水池沒有遮蔽物很曬有點可惜,聽說是被颱風吹壞了,可以考慮用400*400的客廳帳,平時也能收起來,也不怕颱風來被吹走,這次露友用300客廳帳支援有點放不下,4.廁所真的很讚,浴室有沐浴用品,水桶,還有半乾濕分離,又大間又乾淨5.荷花池半夜會有很多青蛙在唱歌,淺眠的人可能會睡不好6.走路約100公尺可以去底下溪邊玩水,小朋友玩的很開心",正向,4,1,2019/9/16,,345,1,1,正向
在這自然風景的營地享受自然生活不自覺巳過30戴是個好營地,正向,5,1,2022/5/8,,346,1,1,正向
